Time_abs/ps, Signal 1/nA, Signal 2/nA
  1610.000,     0.002002,     0.001464
  1610.050,     0.000419,     0.000699
  1610.100,    -0.003027,     0.000545
  1610.150,    -0.000595,     0.000227
  1610.200,     0.001200,    -0.002935
  1610.250,     0.001856,    -0.004068
  1610.300,     0.005331,    -0.003387
  1610.350,     0.009400,    -0.001157
  1610.400,     0.015192,    -0.002237
  1610.450,     0.018119,    -0.000347
  1610.500,     0.022993,    -0.000062
  1610.550,     0.026894,     0.000886
  1610.600,     0.028004,     0.000501
  1610.650,     0.026848,     0.001684
  1610.700,     0.031236,     0.001061
  1610.750,     0.023319,     0.001316
  1610.800,     0.015475,    -0.000255
  1610.850,     0.009762,    -0.000781
  1610.900,     0.000887,    -0.001964
  1610.950,    -0.011505,    -0.001913
  1611.000,    -0.014038,    -0.002501
  1611.050,    -0.022925,    -0.001081
  1611.100,    -0.028281,    -0.001499
  1611.150,    -0.031151,    -0.000440
  1611.200,    -0.033891,     0.000913
  1611.250,    -0.034636,     0.001961
  1611.300,    -0.030800,     0.000700
  1611.350,    -0.029804,     0.001844
  1611.400,    -0.025181,     0.000488
  1611.450,    -0.029341,     0.000072
  1611.500,    -0.029598,    -0.000712
  1611.550,    -0.035676,    -0.001231
  1611.600,    -0.037102,    -0.001711
  1611.650,    -0.033469,    -0.003445
  1611.700,    -0.038074,    -0.002174
  1611.750,    -0.041322,    -0.001590
  1611.800,    -0.038940,    -0.001956
  1611.850,    -0.038963,    -0.001175
  1611.900,    -0.032106,    -0.002245
  1611.950,    -0.036397,    -0.000106
  1612.000,    -0.028294,    -0.000208
  1612.050,    -0.027046,     0.000147
  1612.100,    -0.025321,     0.000821
  1612.150,    -0.025660,     0.001304
  1612.200,    -0.028901,     0.001618
  1612.250,    -0.028705,     0.000593
  1612.300,    -0.027197,     0.000204
  1612.350,    -0.028936,    -0.001568
  1612.400,    -0.027946,    -0.000629
  1612.450,    -0.028756,    -0.002732
  1612.500,    -0.033244,    -0.001449
  1612.550,    -0.032989,    -0.002061
  1612.600,    -0.031832,    -0.002076
  1612.650,    -0.029165,    -0.003457
  1612.700,    -0.031258,    -0.001149
  1612.750,    -0.026325,    -0.000042
  1612.800,    -0.025686,     0.000412
  1612.850,    -0.021595,     0.000139
  1612.900,    -0.019725,     0.000669
  1612.950,    -0.016502,    -0.000077
  1613.000,    -0.009996,    -0.000722
  1613.050,    -0.008431,     0.000288
  1613.100,    -0.006270,    -0.001081
  1613.150,     0.003721,    -0.001075
  1613.200,     0.011444,    -0.001441
  1613.250,     0.022921,    -0.001642
  1613.300,     0.030720,    -0.000895
  1613.350,     0.042314,    -0.000740
  1613.400,     0.054629,    -0.000677
  1613.450,     0.067110,    -0.001133
  1613.500,     0.080793,    -0.002217
  1613.550,     0.101164,    -0.001528
  1613.600,     0.125632,     0.000208
  1613.650,     0.145673,    -0.000913
  1613.700,     0.180855,     0.000197
  1613.750,     0.210521,    -0.000345
  1613.800,     0.246953,    -0.001322
  1613.850,     0.276642,     0.000322
  1613.900,     0.312594,    -0.000402
  1613.950,     0.332850,     0.001229
  1614.000,     0.346997,    -0.000803
  1614.050,     0.319897,    -0.001357
  1614.100,     0.251471,     0.000154
  1614.150,     0.132674,    -0.001242
  1614.200,    -0.054585,    -0.001228
  1614.250,    -0.305329,    -0.000909
  1614.300,    -0.598890,    -0.000672
  1614.350,    -0.903766,    -0.001566
  1614.400,    -1.182626,    -0.000909
  1614.450,    -1.393252,     0.000103
  1614.500,    -1.482081,     0.000877
  1614.550,    -1.451979,    -0.000459
  1614.600,    -1.310369,    -0.000043
  1614.650,    -1.089165,     0.000194
  1614.700,    -0.836416,     0.000196
  1614.750,    -0.571933,    -0.000201
  1614.800,    -0.330487,     0.000181
  1614.850,    -0.123148,     0.000842
  1614.900,     0.036219,    -0.001060
  1614.950,     0.140601,    -0.000188
  1615.000,     0.185021,    -0.001019
  1615.050,     0.192939,    -0.000618
  1615.100,     0.162980,    -0.000977
  1615.150,     0.126810,    -0.001271
  1615.200,     0.071095,    -0.002249
  1615.250,     0.018455,    -0.000670
  1615.300,    -0.031281,    -0.000389
  1615.350,    -0.072491,    -0.002000
  1615.400,    -0.097103,    -0.000482
  1615.450,    -0.127903,    -0.000315
  1615.500,    -0.147341,    -0.000983
  1615.550,    -0.168122,    -0.000087
  1615.600,    -0.191404,    -0.000541
  1615.650,    -0.216970,    -0.000273
  1615.700,    -0.245411,    -0.000061
  1615.750,    -0.270415,    -0.001595
  1615.800,    -0.292014,    -0.000080
  1615.850,    -0.307850,     0.000558
  1615.900,    -0.316862,    -0.001063
  1615.950,    -0.327300,    -0.001483
  1616.000,    -0.319818,    -0.000248
  1616.050,    -0.316496,     0.000107
  1616.100,    -0.308047,    -0.000190
  1616.150,    -0.305548,     0.000138
  1616.200,    -0.294451,    -0.000070
  1616.250,    -0.288752,    -0.000435
  1616.300,    -0.284052,     0.000732
  1616.350,    -0.283583,    -0.000076
  1616.400,    -0.280405,    -0.000950
  1616.450,    -0.279064,     0.000245
  1616.500,    -0.278599,    -0.000271
  1616.550,    -0.279462,    -0.001096
  1616.600,    -0.277349,    -0.002214
  1616.650,    -0.277889,    -0.001239
  1616.700,    -0.281206,    -0.000918
  1616.750,    -0.293571,    -0.001561
  1616.800,    -0.320231,    -0.001648
  1616.850,    -0.351736,    -0.000501
  1616.900,    -0.405644,    -0.001134
  1616.950,    -0.474381,    -0.000802
  1617.000,    -0.549380,    -0.000872
  1617.050,    -0.621106,    -0.000772
  1617.100,    -0.672165,     0.001065
  1617.150,    -0.703566,     0.001614
  1617.200,    -0.686548,    -0.000166
  1617.250,    -0.629261,    -0.000940
  1617.300,    -0.547063,    -0.000567
  1617.350,    -0.457508,     0.000406
  1617.400,    -0.381146,     0.000153
  1617.450,    -0.328369,    -0.001490
  1617.500,    -0.309090,    -0.001438
  1617.550,    -0.320347,    -0.001387
  1617.600,    -0.348392,    -0.001611
  1617.650,    -0.400556,    -0.001665
  1617.700,    -0.464183,    -0.001145
  1617.750,    -0.522263,    -0.001903
  1617.800,    -0.583600,    -0.002437
  1617.850,    -0.625594,    -0.001035
  1617.900,    -0.647964,    -0.001386
  1617.950,    -0.660027,    -0.000622
  1618.000,    -0.656635,    -0.000704
  1618.050,    -0.637999,    -0.000479
  1618.100,    -0.617882,    -0.000207
  1618.150,    -0.588994,     0.000448
  1618.200,    -0.557625,     0.001206
  1618.250,    -0.528581,     0.001298
  1618.300,    -0.498284,    -0.000502
  1618.350,    -0.468895,     0.000419
  1618.400,    -0.430153,     0.000488
  1618.450,    -0.378533,    -0.000706
  1618.500,    -0.319786,    -0.000803
  1618.550,    -0.242602,    -0.001496
  1618.600,    -0.155654,    -0.002132
  1618.650,    -0.066920,    -0.001644
  1618.700,     0.026600,    -0.003367
  1618.750,     0.112922,    -0.003251
  1618.800,     0.172282,    -0.004149
  1618.850,     0.161245,    -0.001809
  1618.900,     0.032580,    -0.000895
