Frequency/GHz, Amplitude rel. 1, Phase 1, Ref.Amplitude rel. 1, Ref.Phase 1, Amplitude rel. 2, Phase 2, Ref.Amplitude rel. 2, Ref.Phase 2
     0.0,  3.878839E-4,    -0.00000,          NaN,         NaN,  1.979599E-5,    -3.14159,          NaN,         NaN
     1.0,  8.990653E-3,     1.66626,          NaN,         NaN,  1.300540E-3,    -1.38247,          NaN,         NaN
     2.0,  1.777213E-2,     1.89071,          NaN,         NaN,  2.615971E-3,    -1.14938,          NaN,         NaN
     3.0,  2.624982E-2,     2.08628,          NaN,         NaN,  3.961935E-3,    -0.92836,          NaN,         NaN
     4.0,  3.426597E-2,     2.27426,          NaN,         NaN,  5.350433E-3,    -0.71259,          NaN,         NaN
     5.0,  4.167889E-2,     2.45879,          NaN,         NaN,  6.790323E-3,    -0.50113,          NaN,         NaN
     6.0,  4.836034E-2,     2.64114,          NaN,         NaN,  8.286626E-3,    -0.29391,          NaN,         NaN
     7.0,  5.419741E-2,     2.82169,          NaN,         NaN,  9.840225E-3,    -0.09094,          NaN,         NaN
     8.0,  5.909476E-2,     3.00052,          NaN,         NaN,  1.144781E-2,     0.10780,          NaN,         NaN
     9.0,  6.297669E-2,     3.17749,          NaN,         NaN,  1.310205E-2,     0.30243,          NaN,         NaN
    10.0,  6.578902E-2,     3.35232,          NaN,         NaN,  1.479183E-2,     0.49311,          NaN,         NaN
    11.0,  6.750059E-2,     3.52461,          NaN,         NaN,  1.650269E-2,     0.68007,          NaN,         NaN
    12.0,  6.810469E-2,     3.69379,          NaN,         NaN,  1.821717E-2,     0.86357,          NaN,         NaN
    13.0,  6.762014E-2,     3.85909,          NaN,         NaN,  1.991528E-2,     1.04387,          NaN,         NaN
    14.0,  6.609248E-2,     4.01949,          NaN,         NaN,  2.157496E-2,     1.22122,          NaN,         NaN
    15.0,  6.359538E-2,     4.17359,          NaN,         NaN,  2.317250E-2,     1.39586,          NaN,         NaN
    16.0,  6.023269E-2,     4.31945,          NaN,         NaN,  2.468306E-2,     1.56802,          NaN,         NaN
    17.0,  5.614200E-2,     4.45438,          NaN,         NaN,  2.608111E-2,     1.73787,          NaN,         NaN
    18.0,  5.150078E-2,     4.57457,          NaN,         NaN,  2.734099E-2,     1.90557,          NaN,         NaN
    19.0,  4.653701E-2,     4.67472,          NaN,         NaN,  2.843745E-2,     2.07121,          NaN,         NaN
    20.0,  4.154604E-2,     4.74768,          NaN,         NaN,  2.934620E-2,     2.23484,          NaN,         NaN
    21.0,  3.691247E-2,     4.78483,          NaN,         NaN,  3.004459E-2,     2.39647,          NaN,         NaN
    22.0,  3.312114E-2,     4.77900,          NaN,         NaN,  3.051222E-2,     2.55602,          NaN,         NaN
    23.0,  3.070561E-2,     4.73192,          NaN,         NaN,  3.073167E-2,     2.71333,          NaN,         NaN
    24.0,  3.006536E-2,     4.66288,          NaN,         NaN,  3.068922E-2,     2.86817,          NaN,         NaN
    25.0,  3.122164E-2,     4.60431,          NaN,         NaN,  3.037568E-2,     3.02015,          NaN,         NaN
    26.0,  3.378268E-2,     4.58162,          NaN,         NaN,  2.978717E-2,     3.16875,          NaN,         NaN
    27.0,  3.717475E-2,     4.60187,          NaN,         NaN,  2.892612E-2,     3.31324,          NaN,         NaN
    28.0,  4.086822E-2,     4.65974,          NaN,         NaN,  2.780230E-2,     3.45258,          NaN,         NaN
    29.0,  4.445739E-2,     4.74645,          NaN,         NaN,  2.643415E-2,     3.58538,          NaN,         NaN
    30.0,  4.765275E-2,     4.85396,          NaN,         NaN,  2.485047E-2,     3.70970,          NaN,         NaN
