Time_abs/ps, Signal 1/nA, Signal 2/nA
  1610.000,     0.005846,     0.000755
  1610.050,     0.004556,    -0.000827
  1610.100,     0.004593,    -0.000987
  1610.150,    -0.007075,     0.000759
  1610.200,    -0.007919,     0.000300
  1610.250,    -0.003161,     0.001913
  1610.300,    -0.009220,     0.003628
  1610.350,    -0.015374,     0.002722
  1610.400,    -0.017378,     0.003661
  1610.450,    -0.020327,     0.003627
  1610.500,    -0.023151,     0.005239
  1610.550,    -0.026061,     0.002954
  1610.600,    -0.038569,     0.002322
  1610.650,    -0.044105,     0.000061
  1610.700,    -0.060042,    -0.000073
  1610.750,    -0.063452,     0.000165
  1610.800,    -0.081584,    -0.000339
  1610.850,    -0.095701,     0.001387
  1610.900,    -0.101230,     0.001153
  1610.950,    -0.107672,     0.003286
  1611.000,    -0.101499,     0.001681
  1611.050,    -0.104625,     0.003811
  1611.100,    -0.106200,     0.003041
  1611.150,    -0.103818,     0.003111
  1611.200,    -0.107654,     0.001292
  1611.250,    -0.106338,     0.003028
  1611.300,    -0.114430,     0.002030
  1611.350,    -0.114136,     0.003253
  1611.400,    -0.118414,     0.001646
  1611.450,    -0.116371,     0.001516
  1611.500,    -0.121790,     0.001454
  1611.550,    -0.119963,     0.000925
  1611.600,    -0.121357,     0.000289
  1611.650,    -0.123593,     0.002500
  1611.700,    -0.122432,     0.002788
  1611.750,    -0.120281,     0.003576
  1611.800,    -0.121141,     0.001593
  1611.850,    -0.123077,     0.004320
  1611.900,    -0.125048,     0.001731
  1611.950,    -0.125196,     0.002670
  1612.000,    -0.128663,     0.002595
  1612.050,    -0.127701,     0.002155
  1612.100,    -0.129914,     0.001775
  1612.150,    -0.145875,     0.000377
  1612.200,    -0.142790,    -0.000521
  1612.250,    -0.145085,     0.000918
  1612.300,    -0.154641,     0.000169
  1612.350,    -0.153780,     0.001347
  1612.400,    -0.155045,     0.000781
  1612.450,    -0.163425,     0.002521
  1612.500,    -0.162961,     0.001014
  1612.550,    -0.170772,     0.002542
  1612.600,    -0.171995,     0.001536
  1612.650,    -0.177232,     0.002538
  1612.700,    -0.178593,     0.003316
  1612.750,    -0.185597,     0.003220
  1612.800,    -0.189274,     0.000595
  1612.850,    -0.192625,     0.001448
  1612.900,    -0.207081,     0.000416
  1612.950,    -0.199861,    -0.000364
  1613.000,    -0.199820,     0.000233
  1613.050,    -0.203721,     0.002034
  1613.100,    -0.201783,    -0.000573
  1613.150,    -0.195387,     0.001176
  1613.200,    -0.187492,     0.002757
  1613.250,    -0.176848,     0.001431
  1613.300,    -0.169027,     0.003219
  1613.350,    -0.155695,     0.003606
  1613.400,    -0.141583,     0.003638
  1613.450,    -0.121034,     0.002176
  1613.500,    -0.107002,     0.002004
  1613.550,    -0.085000,     0.002511
  1613.600,    -0.066105,     0.002655
  1613.650,    -0.039438,     0.001549
  1613.700,    -0.023933,     0.000730
  1613.750,    -0.014988,     0.001627
  1613.800,    -0.017289,     0.000297
  1613.850,    -0.051095,     0.000276
  1613.900,    -0.117049,     0.001454
  1613.950,    -0.230886,     0.001127
  1614.000,    -0.411123,     0.003149
  1614.050,    -0.649318,     0.002135
  1614.100,    -0.929433,     0.004119
  1614.150,    -1.231318,     0.002309
  1614.200,    -1.500341,     0.003702
  1614.250,    -1.698098,     0.003126
  1614.300,    -1.760840,     0.003663
  1614.350,    -1.680864,     0.003793
  1614.400,    -1.485746,     0.003887
  1614.450,    -1.226620,     0.001825
  1614.500,    -0.940186,     0.001544
  1614.550,    -0.662648,     0.000715
  1614.600,    -0.417493,     0.000868
  1614.650,    -0.203305,    -0.000922
  1614.700,    -0.025986,     0.001267
  1614.750,     0.100210,     0.000691
  1614.800,     0.181784,     0.000343
  1614.850,     0.231026,     0.001046
  1614.900,     0.272868,     0.002030
  1614.950,     0.309683,     0.002772
  1615.000,     0.350404,     0.002343
  1615.050,     0.385645,     0.003051
  1615.100,     0.420971,     0.002945
  1615.150,     0.470544,     0.001747
  1615.200,     0.538259,     0.003748
  1615.250,     0.605895,     0.002604
  1615.300,     0.667052,    -0.000279
  1615.350,     0.732006,     0.001457
  1615.400,     0.787371,    -0.000281
  1615.450,     0.842026,    -0.000701
  1615.500,     0.887402,    -0.000336
  1615.550,     0.925317,    -0.000028
  1615.600,     0.957105,     0.001056
  1615.650,     0.995857,     0.001007
  1615.700,     1.022089,     0.001012
  1615.750,     1.045172,     0.001574
  1615.800,     1.074727,     0.000976
  1615.850,     1.092779,     0.001711
  1615.900,     1.096825,     0.003643
  1615.950,     1.078253,     0.001828
  1616.000,     1.051196,     0.000382
  1616.050,     0.994735,     0.001711
  1616.100,     0.926162,     0.002313
  1616.150,     0.846886,     0.003025
  1616.200,     0.743544,     0.002007
  1616.250,     0.627411,     0.002718
  1616.300,     0.506396,     0.000910
  1616.350,     0.363643,    -0.000728
  1616.400,     0.220405,     0.001583
  1616.450,     0.062522,     0.002246
  1616.500,    -0.096516,     0.001583
  1616.550,    -0.265272,     0.001635
  1616.600,    -0.464949,     0.001429
  1616.650,    -0.669581,     0.003092
  1616.700,    -0.886336,     0.000703
