Time_abs/ps, Signal 1/nA, Signal 2/nA
  1610.000,     0.001382,     0.000290
  1610.050,    -0.000659,     0.001360
  1610.100,     0.001768,    -0.000014
  1610.150,    -0.001997,    -0.000550
  1610.200,    -0.000494,    -0.001085
  1610.250,    -0.002647,    -0.002461
  1610.300,    -0.001505,    -0.002288
  1610.350,    -0.008454,    -0.002352
  1610.400,    -0.006558,    -0.003355
  1610.450,    -0.006761,    -0.002661
  1610.500,    -0.010854,    -0.003337
  1610.550,    -0.013426,    -0.001648
  1610.600,    -0.017789,    -0.001249
  1610.650,    -0.021957,    -0.001782
  1610.700,    -0.028207,     0.000875
  1610.750,    -0.036221,    -0.000802
  1610.800,    -0.036743,     0.000900
  1610.850,    -0.037555,    -0.000763
  1610.900,    -0.037103,    -0.000378
  1610.950,    -0.034873,    -0.000520
  1611.000,    -0.040900,    -0.001084
  1611.050,    -0.034934,    -0.001190
  1611.100,    -0.038179,    -0.002989
  1611.150,    -0.046366,    -0.002067
  1611.200,    -0.048103,    -0.003300
  1611.250,    -0.057368,    -0.002877
  1611.300,    -0.071338,    -0.002747
  1611.350,    -0.070679,    -0.001896
  1611.400,    -0.078402,    -0.001646
  1611.450,    -0.083530,    -0.001859
  1611.500,    -0.087736,    -0.000916
  1611.550,    -0.087713,    -0.002001
  1611.600,    -0.091023,    -0.000973
  1611.650,    -0.097615,    -0.000751
  1611.700,    -0.095261,     0.000757
  1611.750,    -0.092460,     0.002002
  1611.800,    -0.093101,     0.000575
  1611.850,    -0.091792,    -0.000193
  1611.900,    -0.087857,    -0.000635
  1611.950,    -0.098765,    -0.000231
  1612.000,    -0.086965,    -0.002408
  1612.050,    -0.092010,    -0.003187
  1612.100,    -0.096000,    -0.003804
  1612.150,    -0.093474,    -0.004057
  1612.200,    -0.091394,    -0.001731
  1612.250,    -0.093618,    -0.004649
  1612.300,    -0.094592,    -0.001066
  1612.350,    -0.098040,    -0.002637
  1612.400,    -0.101037,    -0.001815
  1612.450,    -0.098335,    -0.000441
  1612.500,    -0.100138,    -0.000834
  1612.550,    -0.099598,     0.000447
  1612.600,    -0.098558,    -0.000288
  1612.650,    -0.095710,     0.001000
  1612.700,    -0.094365,     0.000400
  1612.750,    -0.095651,    -0.000355
  1612.800,    -0.089952,    -0.000779
  1612.850,    -0.083356,    -0.001427
  1612.900,    -0.079857,    -0.001391
