Time_abs/ps, Signal 1/nA, Signal 2/nA
  1610.000,     0.004706,    -0.001343
  1610.050,     0.000143,    -0.000057
  1610.100,    -0.005757,    -0.000650
  1610.150,     0.001563,     0.001372
  1610.200,    -0.000654,     0.000679
  1610.250,     0.000306,     0.000091
  1610.300,     0.006139,     0.002359
  1610.350,     0.001123,     0.002253
  1610.400,     0.002379,     0.000965
  1610.450,    -0.011242,    -0.000835
  1610.500,    -0.007927,     0.001826
  1610.550,    -0.009840,    -0.000991
  1610.600,    -0.014468,    -0.001124
  1610.650,    -0.013069,    -0.002784
  1610.700,    -0.036595,     0.000137
  1610.750,    -0.033557,    -0.001438
  1610.800,    -0.048250,    -0.001025
  1610.850,    -0.048955,     0.000051
  1610.900,    -0.067972,    -0.000826
  1610.950,    -0.070004,     0.001467
  1611.000,    -0.072242,     0.001881
  1611.050,    -0.077957,    -0.000682
  1611.100,    -0.080492,     0.003492
  1611.150,    -0.076692,     0.003856
  1611.200,    -0.085511,     0.001453
  1611.250,    -0.087599,    -0.000752
  1611.300,    -0.098289,     0.000863
  1611.350,    -0.095310,     0.001762
  1611.400,    -0.101572,    -0.001314
  1611.450,    -0.109695,    -0.002013
  1611.500,    -0.111882,    -0.000608
  1611.550,    -0.121410,    -0.005215
  1611.600,    -0.118590,    -0.003924
  1611.650,    -0.133770,    -0.001628
  1611.700,    -0.137595,     0.000278
  1611.750,    -0.134732,    -0.000791
  1611.800,    -0.143776,     0.000888
  1611.850,    -0.138078,     0.000526
  1611.900,    -0.141830,     0.000008
  1611.950,    -0.145004,     0.001762
  1612.000,    -0.140764,     0.002114
  1612.050,    -0.143173,     0.002878
  1612.100,    -0.145491,     0.002453
  1612.150,    -0.148306,     0.002724
  1612.200,    -0.149014,     0.000874
  1612.250,    -0.151244,     0.001056
  1612.300,    -0.152939,     0.000767
  1612.350,    -0.151730,     0.000267
  1612.400,    -0.152781,     0.000093
  1612.450,    -0.158692,    -0.000963
  1612.500,    -0.153490,    -0.002482
  1612.550,    -0.158023,    -0.001915
  1612.600,    -0.153493,    -0.002859
  1612.650,    -0.155749,    -0.002988
  1612.700,    -0.147144,    -0.000130
  1612.750,    -0.145956,    -0.000622
  1612.800,    -0.149258,     0.001331
  1612.850,    -0.141622,     0.001410
  1612.900,    -0.145039,     0.001487
  1612.950,    -0.134894,     0.003478
  1613.000,    -0.135368,     0.004156
  1613.050,    -0.133878,     0.002388
  1613.100,    -0.128889,     0.001721
  1613.150,    -0.130140,     0.002485
  1613.200,    -0.123318,     0.002047
  1613.250,    -0.118105,    -0.000559
  1613.300,    -0.111783,     0.000598
  1613.350,    -0.105742,     0.000189
  1613.400,    -0.089160,    -0.000580
  1613.450,    -0.080196,    -0.003315
  1613.500,    -0.068487,    -0.003571
  1613.550,    -0.049945,    -0.002685
  1613.600,    -0.024526,    -0.002761
  1613.650,     0.002192,    -0.001578
  1613.700,     0.025386,    -0.001478
  1613.750,     0.060481,    -0.000705
  1613.800,     0.088686,    -0.001370
  1613.850,     0.089048,     0.000410
  1613.900,     0.076367,     0.000701
  1613.950,     0.026067,     0.000509
  1614.000,    -0.065428,     0.002471
  1614.050,    -0.226999,     0.003306
  1614.100,    -0.446077,     0.003832
  1614.150,    -0.713113,     0.003829
  1614.200,    -1.006696,     0.002682
  1614.250,    -1.268951,     0.001730
  1614.300,    -1.464897,     0.002674
  1614.350,    -1.530613,    -0.000080
  1614.400,    -1.455681,    -0.000674
  1614.450,    -1.268246,     0.000174
  1614.500,    -1.005146,    -0.002378
