Time_abs/ps, Signal 1/nA, Ref.signal 1/nA, Signal 2/nA, Ref.signal 2/nA
  1600.000,     0.015789,     0.007615,    -0.006360,
  1600.050,    -0.013129,    -0.004646,    -0.001758,
  1600.100,     0.002206,     0.011497,    -0.000341,
  1600.150,     0.000496,    -0.005388,     0.000957,
  1600.200,    -0.005363,    -0.009079,     0.007502,
  1600.250,    -0.003785,    -0.022884,     0.003064,
  1600.300,     0.013349,    -0.011605,     0.005013,
  1600.350,    -0.002470,     0.000561,     0.005995,
  1600.400,     0.005033,     0.010459,     0.016056,
  1600.450,     0.019977,     0.008771,     0.011295,
  1600.500,    -0.011622,    -0.000034,     0.017179,
  1600.550,    -0.005772,    -0.009125,     0.006564,
  1600.600,    -0.014485,    -0.021215,     0.009390,
  1600.650,    -0.015579,    -0.028924,     0.004315,
  1600.700,    -0.019483,    -0.024922,     0.004869,
  1600.750,    -0.012813,    -0.033412,     0.006910,
  1600.800,     0.006432,    -0.027306,    -0.004286,
  1600.850,    -0.015037,    -0.001638,    -0.003116,
  1600.900,    -0.015477,    -0.017430,    -0.001466,
  1600.950,    -0.003449,    -0.006954,    -0.008807,
  1601.000,    -0.021981,    -0.025601,    -0.002941,
  1601.050,    -0.012623,    -0.025349,     0.003064,
  1601.100,    -0.022596,    -0.009534,    -0.005670,
  1601.150,    -0.022718,    -0.028449,     0.010762,
  1601.200,    -0.009313,    -0.018410,     0.007919,
  1601.250,    -0.027209,    -0.022588,     0.017244,
  1601.300,    -0.022014,    -0.037640,     0.017899,
  1601.350,    -0.011409,    -0.024145,     0.014880,
  1601.400,    -0.016083,    -0.019708,     0.006248,
  1601.450,     0.001108,    -0.036830,     0.007582,
  1601.500,    -0.012112,    -0.020360,     0.005523,
  1601.550,    -0.014683,    -0.021295,     0.008227,
  1601.600,     0.002396,    -0.019094,     0.000799,
  1601.650,    -0.008845,    -0.038961,    -0.003584,
  1601.700,    -0.019608,    -0.039712,    -0.003623,
  1601.750,    -0.029172,    -0.046448,    -0.006724,
  1601.800,    -0.042193,    -0.049859,    -0.003676,
  1601.850,    -0.012413,    -0.056273,    -0.000671,
  1601.900,    -0.020490,    -0.066449,    -0.003356,
  1601.950,    -0.032237,    -0.072077,     0.000741,
  1602.000,    -0.034176,    -0.063971,    -0.001945,
  1602.050,    -0.029467,    -0.049452,     0.005626,
  1602.100,    -0.030464,    -0.059367,     0.004306,
  1602.150,    -0.027861,    -0.063293,     0.013736,
  1602.200,    -0.014990,    -0.057947,     0.014368,
  1602.250,    -0.021364,    -0.047525,     0.012524,
  1602.300,    -0.007627,    -0.066134,     0.011929,
  1602.350,    -0.009544,    -0.074133,     0.013646,
  1602.400,    -0.007620,    -0.077379,     0.012150,
  1602.450,    -0.009528,    -0.060169,     0.010363,
  1602.500,    -0.010271,    -0.080268,     0.008735,
  1602.550,    -0.007283,    -0.067907,     0.005567,
  1602.600,     0.000852,    -0.099132,     0.010508,
  1602.650,    -0.013377,    -0.079462,     0.006371,
  1602.700,    -0.009835,    -0.061615,    -0.000320,
  1602.750,    -0.004680,    -0.055587,    -0.000092,
  1602.800,    -0.008189,    -0.049285,    -0.004073,
  1602.850,    -0.031236,    -0.061351,    -0.005376,
  1602.900,    -0.030913,    -0.051576,    -0.000677,
  1602.950,    -0.041766,    -0.030425,    -0.001487,
  1603.000,    -0.041374,    -0.045516,    -0.004318,
  1603.050,    -0.028062,    -0.046597,     0.001825,
  1603.100,    -0.025932,    -0.041525,     0.006184,
  1603.150,    -0.014929,    -0.058770,     0.008965,
  1603.200,    -0.025812,    -0.067038,     0.010435,
  1603.250,    -0.030700,    -0.060943,     0.013558,
  1603.300,    -0.021134,    -0.046130,     0.010280,
  1603.350,    -0.015943,    -0.044856,     0.014255,
  1603.400,    -0.023717,    -0.048941,     0.015882,
  1603.450,    -0.006880,    -0.057768,     0.010437,
  1603.500,    -0.031401,    -0.061647,     0.008227,
  1603.550,    -0.048616,    -0.072860,     0.010363,
  1603.600,    -0.042592,    -0.050958,     0.007433,
  1603.650,    -0.037628,    -0.058043,     0.000297,
  1603.700,    -0.044393,    -0.046480,     0.007040,
  1603.750,    -0.034250,    -0.039911,    -0.000688,
  1603.800,    -0.035370,    -0.055079,    -0.000569,
  1603.850,    -0.053346,    -0.055890,     0.000352,
  1603.900,    -0.042089,    -0.060794,    -0.003471,
  1603.950,    -0.048555,    -0.056321,    -0.004186,
  1604.000,    -0.056557,    -0.053461,    -0.006564,
  1604.050,    -0.062329,    -0.061511,    -0.001658,
  1604.100,    -0.044393,    -0.073083,    -0.004511,
  1604.150,    -0.041542,    -0.058812,     0.001886,
  1604.200,    -0.035436,    -0.056921,     0.003751,
  1604.250,    -0.032554,    -0.052816,     0.011028,
  1604.300,    -0.039104,    -0.051204,     0.010464,
  1604.350,    -0.043508,    -0.050098,     0.015467,
  1604.400,    -0.029173,    -0.051308,     0.011567,
  1604.450,    -0.042558,    -0.055452,     0.015093,
  1604.500,    -0.039426,    -0.068069,     0.011718,
  1604.550,    -0.025694,    -0.050001,     0.012641,
  1604.600,    -0.016249,    -0.060544,     0.016835,
  1604.650,    -0.014804,    -0.066102,     0.013728,
  1604.700,    -0.022440,    -0.067510,     0.008653,
  1604.750,    -0.033045,    -0.069713,     0.009003,
  1604.800,    -0.032718,    -0.075049,     0.004134,
  1604.850,    -0.020813,    -0.068252,     0.000705,
  1604.900,    -0.030282,    -0.068048,    -0.005170,
  1604.950,    -0.028223,    -0.057182,    -0.003224,
  1605.000,    -0.027060,    -0.074073,    -0.007054,
  1605.050,    -0.031000,    -0.073767,    -0.007378,
  1605.100,    -0.039367,    -0.058804,    -0.007111,
  1605.150,    -0.016416,    -0.074817,    -0.007530,
  1605.200,    -0.017873,    -0.054424,    -0.002709,
  1605.250,    -0.020300,    -0.059604,    -0.001679,
  1605.300,    -0.016340,    -0.073760,    -0.000076,
  1605.350,    -0.027034,    -0.080658,     0.006516,
  1605.400,     0.000158,    -0.064059,     0.008550,
  1605.450,    -0.015575,    -0.066206,     0.013300,
  1605.500,    -0.016116,    -0.061892,     0.011005,
  1605.550,    -0.013321,    -0.056416,     0.013384,
  1605.600,    -0.000796,    -0.060449,     0.023612,
  1605.650,     0.013434,    -0.062375,     0.019483,
  1605.700,    -0.004780,    -0.064690,     0.018028,
  1605.750,     0.002134,    -0.067201,     0.013995,
  1605.800,    -0.005237,    -0.053317,     0.010621,
  1605.850,    -0.008158,    -0.075328,     0.015061,
  1605.900,    -0.029672,    -0.081720,     0.009274,
  1605.950,    -0.019519,    -0.084957,     0.003497,
  1606.000,    -0.016071,    -0.063255,     0.003698,
  1606.050,    -0.034434,    -0.061329,     0.002108,
  1606.100,    -0.015778,    -0.043735,    -0.001521,
  1606.150,    -0.028615,    -0.050841,    -0.006765,
  1606.200,    -0.035640,    -0.062682,    -0.011799,
  1606.250,    -0.036744,    -0.048538,    -0.009111,
