Frequency/GHz, Amplitude rel. 1, Phase 1, Ref.Amplitude rel. 1, Ref.Phase 1, Amplitude rel. 2, Phase 2, Ref.Amplitude rel. 2, Ref.Phase 2
     0.0,  6.698048E-3,    -3.14159,  6.818399E-3,    -3.14159,  8.632421E-3,    -0.00000,          NaN,         NaN
     1.0,  1.349575E-2,    -2.99060,  1.373429E-2,    -2.98700,  1.744460E-2,     0.22647,          NaN,         NaN
     2.0,  1.379365E-2,    -2.84027,  1.402566E-2,    -2.83319,  1.797446E-2,     0.44784,          NaN,         NaN
     3.0,  1.428669E-2,    -2.69117,  1.450766E-2,    -2.68085,  1.882866E-2,     0.66018,          NaN,         NaN
     4.0,  1.496981E-2,    -2.54368,  1.517504E-2,    -2.53044,  1.997106E-2,     0.86122,          NaN,         NaN
     5.0,  1.583613E-2,    -2.39797,  1.602076E-2,    -2.38219,  2.136172E-2,     1.05037,          NaN,         NaN
     6.0,  1.687718E-2,    -2.25406,  1.703619E-2,    -2.23611,  2.296164E-2,     1.22824,          NaN,         NaN
     7.0,  1.808298E-2,    -2.11178,  1.821129E-2,    -2.09207,  2.473530E-2,     1.39608,          NaN,         NaN
     8.0,  1.944218E-2,    -1.97093,  1.953476E-2,    -1.94980,  2.665126E-2,     1.55543,          NaN,         NaN
     9.0,  2.094220E-2,    -1.83124,  2.099413E-2,    -1.80900,  2.868181E-2,     1.70781,          NaN,         NaN
    10.0,  2.256932E-2,    -1.69244,  2.257591E-2,    -1.66936,  3.080216E-2,     1.85463,          NaN,         NaN
    11.0,  2.430881E-2,    -1.55428,  2.426565E-2,    -1.53059,  3.298967E-2,     1.99710,          NaN,         NaN
    12.0,  2.614503E-2,    -1.41654,  2.604807E-2,    -1.39242,  3.522312E-2,     2.13627,          NaN,         NaN
    13.0,  2.806161E-2,    -1.27903,  2.790721E-2,    -1.25462,  3.748223E-2,     2.27301,          NaN,         NaN
    14.0,  3.004161E-2,    -1.14158,  2.982657E-2,    -1.11699,  3.974730E-2,     2.40801,          NaN,         NaN
    15.0,  3.206764E-2,    -1.00405,  3.178923E-2,    -0.97936,  4.199909E-2,     2.54189,          NaN,         NaN
    16.0,  3.412207E-2,    -0.86632,  3.377806E-2,    -0.84160,  4.421870E-2,     2.67513,          NaN,         NaN
    17.0,  3.618722E-2,    -0.72830,  3.577586E-2,    -0.70358,  4.638766E-2,     2.80814,          NaN,         NaN
    18.0,  3.824549E-2,    -0.58990,  3.776558E-2,    -0.56519,  4.848802E-2,     2.94126,          NaN,         NaN
    19.0,  4.027963E-2,    -0.45103,  3.973047E-2,    -0.42636,  5.050250E-2,     3.07477,          NaN,         NaN
    20.0,  4.227284E-2,    -0.31163,  4.165423E-2,    -0.28700,  5.241471E-2,     3.20895,          NaN,         NaN
    21.0,  4.420898E-2,    -0.17163,  4.352127E-2,    -0.14704,  5.420933E-2,     3.34399,          NaN,         NaN
    22.0,  4.607277E-2,    -0.03097,  4.531678E-2,    -0.00640,  5.587237E-2,     3.48012,          NaN,         NaN
    23.0,  4.784993E-2,     0.11041,  4.702698E-2,     0.13498,  5.739143E-2,     3.61750,          NaN,         NaN
    24.0,  4.952731E-2,     0.25258,  4.863921E-2,     0.27717,  5.875587E-2,     3.75633,          NaN,         NaN
    25.0,  5.109310E-2,     0.39559,  5.014212E-2,     0.42023,  5.995711E-2,     3.89677,          NaN,         NaN
    26.0,  5.253692E-2,     0.53951,  5.152575E-2,     0.56423,  6.098885E-2,     4.03899,          NaN,         NaN
    27.0,  5.384996E-2,     0.68440,  5.278171E-2,     0.70924,  6.184726E-2,     4.18315,          NaN,         NaN
    28.0,  5.502504E-2,     0.83034,  5.390324E-2,     0.85533,  6.253123E-2,     4.32945,          NaN,         NaN
    29.0,  5.605679E-2,     0.97740,  5.488532E-2,     1.00257,  6.304255E-2,     4.47805,          NaN,         NaN
    30.0,  5.694164E-2,     1.12565,  5.572471E-2,     1.15105,  6.338607E-2,     4.62914,          NaN,         NaN
    31.0,  5.767789E-2,     1.27517,  5.642005E-2,     1.30083,  6.356988E-2,     4.78290,          NaN,         NaN
    32.0,  5.826579E-2,     1.42604,  5.697186E-2,     1.45201,  6.360538E-2,     4.93954,          NaN,         NaN
    33.0,  5.870750E-2,     1.57835,  5.738254E-2,     1.60467,  6.350742E-2,     5.09922,          NaN,         NaN
    34.0,  5.900711E-2,     1.73217,  5.765640E-2,     1.75889,  6.329422E-2,     5.26214,          NaN,         NaN
    35.0,  5.917057E-2,     1.88759,  5.779958E-2,     1.91476,  6.298738E-2,     5.42845,          NaN,         NaN
    36.0,  5.920568E-2,     2.04470,  5.782002E-2,     2.07236,  6.261166E-2,     5.59830,          NaN,         NaN
    37.0,  5.912197E-2,     2.20358,  5.772735E-2,     2.23177,  6.219467E-2,     5.77179,          NaN,         NaN
    38.0,  5.893057E-2,     2.36429,  5.753276E-2,     2.39307,  6.176643E-2,     5.94894,          NaN,         NaN
    39.0,  5.864406E-2,     2.52690,  5.724885E-2,     2.55631,  6.135861E-2,     6.12975,          NaN,         NaN
    40.0,  5.827629E-2,     2.69146,  5.688944E-2,     2.72154,  6.100373E-2,     6.31407,          NaN,         NaN
    41.0,  5.784213E-2,     2.85801,  5.646930E-2,     2.88879,  6.073396E-2,     6.50169,          NaN,         NaN
    42.0,  5.735718E-2,     3.02656,  5.600388E-2,     3.05806,  6.057988E-2,     6.69227,          NaN,         NaN
    43.0,  5.683751E-2,     3.19709,  5.550903E-2,     3.22933,  6.056903E-2,     6.88535,          NaN,         NaN
    44.0,  5.629921E-2,     3.36954,  5.500054E-2,     3.40255,  6.072450E-2,     7.08036,          NaN,         NaN
    45.0,  5.575807E-2,     3.54385,  5.449384E-2,     3.57761,  6.106368E-2,     7.27669,          NaN,         NaN
    46.0,  5.522916E-2,     3.71988,  5.400352E-2,     3.75439,  6.159727E-2,     7.47363,          NaN,         NaN
    47.0,  5.472635E-2,     3.89748,  5.354293E-2,     3.93270,  6.232877E-2,     7.67051,          NaN,         NaN
    48.0,  5.426197E-2,     4.07642,  5.312378E-2,     4.11232,  6.325438E-2,     7.86667,          NaN,         NaN
    49.0,  5.384635E-2,     4.25648,  5.275573E-2,     4.29300,  6.436346E-2,     8.06152,          NaN,         NaN
    50.0,  5.348758E-2,     4.43737,  5.244614E-2,     4.47445,  6.563941E-2,     8.25459,          NaN,         NaN
    51.0,  5.319122E-2,     4.61879,  5.219982E-2,     4.65636,  6.706076E-2,     8.44550,          NaN,         NaN
    52.0,  5.296018E-2,     4.80043,  5.201896E-2,     4.83841,  6.860246E-2,     8.63401,          NaN,         NaN
    53.0,  5.279473E-2,     4.98197,  5.190310E-2,     5.02027,  7.023716E-2,     8.81997,          NaN,         NaN
    54.0,  5.269258E-2,     5.16309,  5.184932E-2,     5.20165,  7.193644E-2,     9.00333,          NaN,         NaN
    55.0,  5.264914E-2,     5.34351,  5.185245E-2,     5.38226,  7.367179E-2,     9.18415,          NaN,         NaN
    56.0,  5.265781E-2,     5.52297,  5.190544E-2,     5.56184,  7.541548E-2,     9.36250,          NaN,         NaN
    57.0,  5.271038E-2,     5.70123,  5.199973E-2,     5.74017,  7.714127E-2,     9.53854,          NaN,         NaN
    58.0,  5.279747E-2,     5.87813,  5.212573E-2,     5.91710,  7.882485E-2,     9.71244,          NaN,         NaN
    59.0,  5.290898E-2,     6.05352,  5.227320E-2,     6.09250,  8.044421E-2,     9.88439,          NaN,         NaN
    60.0,  5.303451E-2,     6.22730,  5.243173E-2,     6.26628,  8.197990E-2,    10.05461,          NaN,         NaN
    61.0,  5.316377E-2,     6.39942,  5.259112E-2,     6.43840,  8.341511E-2,    10.22328,          NaN,         NaN
    62.0,  5.328695E-2,     6.56987,  5.274169E-2,     6.60886,  8.473576E-2,    10.39061,          NaN,         NaN
    63.0,  5.339499E-2,     6.73865,  5.287458E-2,     6.77768,  8.593051E-2,    10.55680,          NaN,         NaN
    64.0,  5.347983E-2,     6.90581,  5.298197E-2,     6.94491,  8.699064E-2,    10.72203,          NaN,         NaN
    65.0,  5.353458E-2,     7.07142,  5.305725E-2,     7.11064,  8.791004E-2,    10.88647,          NaN,         NaN
    66.0,  5.355368E-2,     7.23555,  5.309510E-2,     7.27495,  8.868500E-2,    11.05026,          NaN,         NaN
    67.0,  5.353292E-2,     7.39832,  5.309160E-2,     7.43795,  8.931411E-2,    11.21357,          NaN,         NaN
    68.0,  5.346952E-2,     7.55983,  5.304421E-2,     7.59975,  8.979804E-2,    11.37652,          NaN,         NaN
    69.0,  5.336208E-2,     7.72020,  5.295179E-2,     7.76047,  9.013937E-2,    11.53921,          NaN,         NaN
    70.0,  5.321059E-2,     7.87955,  5.281453E-2,     7.92025,  9.034232E-2,    11.70175,          NaN,         NaN
    71.0,  5.301633E-2,     8.03801,  5.263391E-2,     8.07921,  9.041254E-2,    11.86423,          NaN,         NaN
    72.0,  5.278182E-2,     8.19570,  5.241262E-2,     8.23748,  9.035683E-2,    12.02670,          NaN,         NaN
    73.0,  5.251069E-2,     8.35275,  5.215443E-2,     8.39519,  9.018286E-2,    12.18923,          NaN,         NaN
    74.0,  5.220758E-2,     8.50928,  5.186410E-2,     8.55246,  8.989892E-2,    12.35184,          NaN,         NaN
    75.0,  5.187805E-2,     8.66542,  5.154729E-2,     8.70940,  8.951362E-2,    12.51455,          NaN,         NaN
    76.0,  5.152842E-2,     8.82128,  5.121037E-2,     8.86615,  8.903558E-2,    12.67738,          NaN,         NaN
    77.0,  5.116564E-2,     8.97696,  5.086036E-2,     9.02280,  8.847321E-2,    12.84030,          NaN,         NaN
    78.0,  5.079718E-2,     9.13258,  5.050473E-2,     9.17945,  8.783440E-2,    13.00329,          NaN,         NaN
    79.0,  5.043088E-2,     9.28822,  5.015134E-2,     9.33620,  8.712634E-2,    13.16631,          NaN,         NaN
    80.0,  5.007480E-2,     9.44398,  4.980822E-2,     9.49312,  8.635526E-2,    13.32930,          NaN,         NaN
    81.0,  4.973711E-2,     9.59991,  4.948352E-2,     9.65028,  8.552628E-2,    13.49221,          NaN,         NaN
    82.0,  4.942594E-2,     9.75608,  4.918530E-2,     9.80773,  8.464330E-2,    13.65496,          NaN,         NaN
