Frequency/GHz, Amplitude rel. 1, Phase 1, Ref.Amplitude rel. 1, Ref.Phase 1, Amplitude rel. 2, Phase 2, Ref.Amplitude rel. 2, Ref.Phase 2
     0.0,  3.615931E-3,    -3.14159,  6.818399E-3,    -3.14159,  4.606458E-4,    -3.14159,          NaN,         NaN
     1.0,  7.473386E-3,    -2.76515,  1.373429E-2,    -2.98700,  2.486837E-3,    -4.18286,          NaN,         NaN
     2.0,  8.151273E-3,    -2.41896,  1.402566E-2,    -2.83319,  4.700525E-3,    -4.21499,          NaN,         NaN
     3.0,  9.158954E-3,    -2.11619,  1.450766E-2,    -2.68085,  6.949457E-3,    -4.12903,          NaN,         NaN
     4.0,  1.038608E-2,    -1.85445,  1.517504E-2,    -2.53044,  9.182494E-3,    -4.01098,          NaN,         NaN
     5.0,  1.174603E-2,    -1.62545,  1.602076E-2,    -2.38219,  1.138121E-2,    -3.87959,          NaN,         NaN
     6.0,  1.317755E-2,    -1.42084,  1.703619E-2,    -2.23611,  1.353354E-2,    -3.74124,          NaN,         NaN
     7.0,  1.463811E-2,    -1.23406,  1.821129E-2,    -2.09207,  1.562974E-2,    -3.59862,          NaN,         NaN
     8.0,  1.609751E-2,    -1.06030,  1.953476E-2,    -1.94980,  1.766152E-2,    -3.45307,          NaN,         NaN
     9.0,  1.753351E-2,    -0.89614,  2.099413E-2,    -1.80900,  1.962172E-2,    -3.30528,          NaN,         NaN
    10.0,  1.892903E-2,    -0.73915,  2.257591E-2,    -1.66936,  2.150435E-2,    -3.15564,          NaN,         NaN
    11.0,  2.027050E-2,    -0.58753,  2.426565E-2,    -1.53059,  2.330457E-2,    -3.00437,          NaN,         NaN
    12.0,  2.154683E-2,    -0.43999,  2.604807E-2,    -1.39242,  2.501875E-2,    -2.85160,          NaN,         NaN
    13.0,  2.274874E-2,    -0.29552,  2.790721E-2,    -1.25462,  2.664450E-2,    -2.69738,          NaN,         NaN
    14.0,  2.386842E-2,    -0.15338,  2.982657E-2,    -1.11699,  2.818077E-2,    -2.54174,          NaN,         NaN
    15.0,  2.489929E-2,    -0.01296,  3.178923E-2,    -0.97936,  2.962781E-2,    -2.38470,          NaN,         NaN
    16.0,  2.583580E-2,     0.12623,  3.377806E-2,    -0.84160,  3.098721E-2,    -2.22626,          NaN,         NaN
    17.0,  2.667339E-2,     0.26459,  3.577586E-2,    -0.70358,  3.226187E-2,    -2.06641,          NaN,         NaN
    18.0,  2.740839E-2,     0.40246,  3.776558E-2,    -0.56519,  3.345596E-2,    -1.90516,          NaN,         NaN
