Frequency/GHz, Amplitude rel. 1, Phase 1, Ref.Amplitude rel. 1, Ref.Phase 1, Amplitude rel. 2, Phase 2, Ref.Amplitude rel. 2, Ref.Phase 2
     0.0,  3.358781E-3,    -3.14159,  6.818399E-3,    -3.14159,  1.332487E-2,    -0.00000,          NaN,         NaN
     1.0,  6.962959E-3,    -2.75352,  1.373429E-2,    -2.98700,  2.667408E-2,     0.06417,          NaN,         NaN
     2.0,  7.648135E-3,    -2.39951,  1.402566E-2,    -2.83319,  2.674552E-2,     0.12899,          NaN,         NaN
     3.0,  8.659069E-3,    -2.09317,  1.450766E-2,    -2.68085,  2.685952E-2,     0.19508,          NaN,         NaN
     4.0,  9.881482E-3,    -1.83062,  1.517504E-2,    -2.53044,  2.700878E-2,     0.26298,          NaN,         NaN
     5.0,  1.122856E-2,    -1.60214,  1.602076E-2,    -2.38219,  2.718377E-2,     0.33317,          NaN,         NaN
     6.0,  1.264048E-2,    -1.39856,  1.703619E-2,    -2.23611,  2.737324E-2,     0.40604,          NaN,         NaN
     7.0,  1.407641E-2,    -1.21289,  1.821129E-2,    -2.09207,  2.756483E-2,     0.48187,          NaN,         NaN
     8.0,  1.550770E-2,    -1.04019,  1.953476E-2,    -1.94980,  2.774568E-2,     0.56085,          NaN,         NaN
     9.0,  1.691333E-2,    -0.87697,  2.099413E-2,    -1.80900,  2.790294E-2,     0.64310,          NaN,         NaN
    10.0,  1.827722E-2,    -0.72076,  2.257591E-2,    -1.66936,  2.802427E-2,     0.72864,          NaN,         NaN
    11.0,  1.958656E-2,    -0.56981,  2.426565E-2,    -1.53059,  2.809823E-2,     0.81748,          NaN,         NaN
    12.0,  2.083087E-2,    -0.42280,  2.604807E-2,    -1.39242,  2.811459E-2,     0.90956,          NaN,         NaN
    13.0,  2.200140E-2,    -0.27876,  2.790721E-2,    -1.25462,  2.806456E-2,     1.00479,          NaN,         NaN
    14.0,  2.309077E-2,    -0.13695,  2.982657E-2,    -1.11699,  2.794093E-2,     1.10306,          NaN,         NaN
