Time_abs/ps, Signal 1/nA, Ref.signal 1/nA, Signal 2/nA, Ref.signal 2/nA
  1600.000,    -0.000921,     0.007615,    -0.004302,
  1600.050,     0.002719,    -0.004646,     0.005064,
  1600.100,     0.000621,     0.011497,     0.002274,
  1600.150,    -0.001555,    -0.005388,    -0.001652,
  1600.200,    -0.000864,    -0.009079,    -0.001385,
  1600.250,    -0.020130,    -0.022884,    -0.004815,
  1600.300,    -0.027002,    -0.011605,    -0.005593,
  1600.350,    -0.024866,     0.000561,    -0.007218,
  1600.400,    -0.042738,     0.010459,    -0.006130,
  1600.450,    -0.045852,     0.008771,    -0.004093,
  1600.500,    -0.026452,    -0.000034,    -0.000481,
  1600.550,    -0.019097,    -0.009125,    -0.003691,
  1600.600,    -0.027611,    -0.021215,    -0.003314,
  1600.650,    -0.022300,    -0.028924,    -0.000551,
  1600.700,    -0.038375,    -0.024922,    -0.001169,
  1600.750,    -0.016714,    -0.033412,    -0.002997,
  1600.800,    -0.005513,    -0.027306,     0.004014,
  1600.850,    -0.030494,    -0.001638,     0.002562,
  1600.900,    -0.034717,    -0.017430,    -0.000760,
  1600.950,    -0.040203,    -0.006954,     0.002995,
  1601.000,    -0.037397,    -0.025601,     0.004216,
  1601.050,    -0.031289,    -0.025349,     0.007391,
  1601.100,    -0.044725,    -0.009534,     0.001502,
  1601.150,    -0.042001,    -0.028449,     0.006310,
  1601.200,    -0.044644,    -0.018410,    -0.005563,
  1601.250,    -0.055966,    -0.022588,     0.006738,
  1601.300,    -0.056180,    -0.037640,     0.003724,
  1601.350,    -0.061655,    -0.024145,    -0.001479,
  1601.400,    -0.056490,    -0.019708,    -0.002682,
  1601.450,    -0.058199,    -0.036830,    -0.002384,
  1601.500,    -0.072865,    -0.020360,    -0.008576,
  1601.550,    -0.072344,    -0.021295,    -0.006233,
  1601.600,    -0.083016,    -0.019094,    -0.007493,
  1601.650,    -0.078280,    -0.038961,    -0.005589,
  1601.700,    -0.087987,    -0.039712,    -0.003577,
