Time_abs/ps, Signal 1/nA, Ref.signal 1/nA, Signal 2/nA, Ref.signal 2/nA
  1600.000,    -0.006831,     0.007615,    -0.009436,
  1600.050,     0.001660,    -0.004646,    -0.003879,
  1600.100,    -0.009938,     0.011497,     0.006361,
  1600.150,     0.012070,    -0.005388,     0.001983,
  1600.200,     0.003040,    -0.009079,     0.004971,
  1600.250,     0.008156,    -0.022884,     0.001377,
  1600.300,     0.003386,    -0.011605,     0.002894,
  1600.350,    -0.007774,     0.000561,     0.000463,
  1600.400,     0.007082,     0.010459,     0.004563,
  1600.450,     0.002952,     0.008771,    -0.002764,
  1600.500,     0.007608,    -0.000034,    -0.005484,
  1600.550,    -0.013133,    -0.009125,    -0.006768,
  1600.600,    -0.011194,    -0.021215,    -0.008419,
  1600.650,    -0.006378,    -0.028924,    -0.005124,
  1600.700,    -0.018171,    -0.024922,    -0.005259,
  1600.750,    -0.005598,    -0.033412,    -0.008978,
  1600.800,    -0.007706,    -0.027306,    -0.006115,
  1600.850,     0.011021,    -0.001638,     0.002223,
  1600.900,    -0.006585,    -0.017430,     0.000506,
  1600.950,     0.014619,    -0.006954,     0.001972,
  1601.000,    -0.001088,    -0.025601,     0.003777,
  1601.050,     0.012904,    -0.025349,     0.003584,
  1601.100,     0.005937,    -0.009534,     0.003198,
  1601.150,    -0.004743,    -0.028449,     0.009675,
  1601.200,    -0.000220,    -0.018410,    -0.001180,
  1601.250,    -0.014264,    -0.022588,     0.003874,
  1601.300,    -0.024635,    -0.037640,    -0.004931,
  1601.350,    -0.010113,    -0.024145,    -0.008114,
  1601.400,    -0.011600,    -0.019708,    -0.007231,
  1601.450,    -0.003871,    -0.036830,    -0.011924,
  1601.500,    -0.003687,    -0.020360,    -0.015895,
  1601.550,     0.003471,    -0.021295,    -0.013790,
  1601.600,    -0.022778,    -0.019094,    -0.006442,
  1601.650,    -0.030995,    -0.038961,     0.001258,
  1601.700,    -0.019153,    -0.039712,     0.001405,
  1601.750,     0.010396,    -0.046448,    -0.005011,
  1601.800,     0.014035,    -0.049859,    -0.000598,
  1601.850,    -0.001625,    -0.056273,     0.008982,
  1601.900,     0.003095,    -0.066449,     0.003809,
  1601.950,    -0.003235,    -0.072077,     0.008923,
  1602.000,    -0.013080,    -0.063971,     0.004093,
  1602.050,     0.012776,    -0.049452,     0.006834,
  1602.100,     0.011383,    -0.059367,     0.000063,
