Time_abs/ps, Signal 1/nA, Ref.signal 1/nA, Signal 2/nA, Ref.signal 2/nA
  1600.000,    -0.003653,     0.007615,    -0.007533,
  1600.050,     0.003938,    -0.004646,    -0.002132,
  1600.100,    -0.002156,     0.011497,     0.001115,
  1600.150,    -0.008238,    -0.005388,     0.004283,
  1600.200,     0.010109,    -0.009079,     0.004268,
  1600.250,    -0.001359,    -0.022884,     0.006641,
  1600.300,     0.003487,    -0.011605,     0.006241,
  1600.350,    -0.017536,     0.000561,     0.008296,
  1600.400,     0.003432,     0.010459,    -0.002642,
  1600.450,    -0.014519,     0.008771,    -0.004130,
  1600.500,    -0.003887,    -0.000034,     0.005370,
  1600.550,    -0.014229,    -0.009125,     0.001810,
  1600.600,    -0.001397,    -0.021215,     0.002514,
  1600.650,    -0.008814,    -0.028924,    -0.008544,
  1600.700,    -0.009934,    -0.024922,    -0.002552,
  1600.750,     0.006474,    -0.033412,    -0.006453,
  1600.800,    -0.014165,    -0.027306,    -0.003988,
  1600.850,    -0.014252,    -0.001638,    -0.002255,
  1600.900,    -0.009635,    -0.017430,     0.003985,
  1600.950,    -0.025258,    -0.006954,    -0.001657,
  1601.000,    -0.024722,    -0.025601,     0.003868,
  1601.050,    -0.018460,    -0.025349,    -0.001625,
  1601.100,    -0.033749,    -0.009534,     0.007804,
  1601.150,    -0.031519,    -0.028449,     0.005818,
  1601.200,    -0.011261,    -0.018410,     0.004026,
  1601.250,    -0.018885,    -0.022588,    -0.000808,
  1601.300,    -0.027946,    -0.037640,     0.006826,
  1601.350,    -0.032825,    -0.024145,     0.004001,
  1601.400,    -0.019807,    -0.019708,     0.009953,
  1601.450,    -0.024538,    -0.036830,     0.008214,
  1601.500,    -0.009830,    -0.020360,     0.007021,
  1601.550,    -0.020809,    -0.021295,    -0.000201,
  1601.600,    -0.033322,    -0.019094,     0.001815,
  1601.650,    -0.023700,    -0.038961,    -0.005303,
  1601.700,    -0.012648,    -0.039712,    -0.005832,
  1601.750,    -0.029933,    -0.046448,     0.002080,
  1601.800,    -0.011143,    -0.049859,    -0.002882,
  1601.850,    -0.010238,    -0.056273,    -0.004724,
  1601.900,    -0.031213,    -0.066449,    -0.002241,
  1601.950,    -0.007662,    -0.072077,    -0.006190,
  1602.000,    -0.042694,    -0.063971,    -0.003306,
  1602.050,    -0.016785,    -0.049452,    -0.005220,
  1602.100,    -0.030760,    -0.059367,     0.005396,
  1602.150,    -0.012699,    -0.063293,    -0.004593,
  1602.200,    -0.017891,    -0.057947,     0.006010,
  1602.250,    -0.012830,    -0.047525,     0.002331,
  1602.300,    -0.021717,    -0.066134,     0.003466,
  1602.350,    -0.006021,    -0.074133,     0.010943,
  1602.400,     0.002664,    -0.077379,     0.004818,
  1602.450,    -0.008110,    -0.060169,     0.001905,
  1602.500,    -0.004730,    -0.080268,     0.001667,
  1602.550,    -0.014384,    -0.067907,     0.001238,
  1602.600,     0.002570,    -0.099132,     0.005677,
  1602.650,    -0.020677,    -0.079462,     0.001776,
  1602.700,    -0.022197,    -0.061615,     0.000431,
  1602.750,    -0.001584,    -0.055587,     0.002370,
  1602.800,    -0.020192,    -0.049285,    -0.001062,
  1602.850,    -0.007568,    -0.061351,     0.003701,
  1602.900,    -0.006688,    -0.051576,    -0.002216,
  1602.950,    -0.026664,    -0.030425,    -0.009383,
  1603.000,    -0.024102,    -0.045516,    -0.005629,
  1603.050,    -0.028928,    -0.046597,    -0.005867,
  1603.100,    -0.014206,    -0.041525,    -0.004042,
  1603.150,    -0.022417,    -0.058770,    -0.004969,
  1603.200,    -0.051691,    -0.067038,    -0.001816,
  1603.250,    -0.065185,    -0.060943,     0.001377,
  1603.300,    -0.042449,    -0.046130,     0.000092,
  1603.350,    -0.052882,    -0.044856,     0.003877,
  1603.400,    -0.033665,    -0.048941,     0.000975,
  1603.450,    -0.034976,    -0.057768,     0.003263,
  1603.500,    -0.034306,    -0.061647,     0.000481,
  1603.550,    -0.016596,    -0.072860,     0.004664,
  1603.600,    -0.016499,    -0.050958,     0.005317,
  1603.650,    -0.017006,    -0.058043,     0.003518,
  1603.700,    -0.014542,    -0.046480,     0.002261,
  1603.750,    -0.012943,    -0.039911,     0.003251,
  1603.800,    -0.009609,    -0.055079,     0.004852,
  1603.850,    -0.012166,    -0.055890,     0.005215,
  1603.900,    -0.017450,    -0.060794,     0.001866,
  1603.950,    -0.019048,    -0.056321,     0.003438,
  1604.000,    -0.019668,    -0.053461,    -0.002256,
  1604.050,    -0.025721,    -0.061511,    -0.000947,
  1604.100,    -0.040520,    -0.073083,     0.001522,
  1604.150,    -0.052111,    -0.058812,    -0.001507,
  1604.200,    -0.049347,    -0.056921,    -0.007249,
  1604.250,    -0.039485,    -0.052816,    -0.005245,
