Time_abs/ps, Signal 1/nA, Signal 2/nA
  1600.000,     0.014286,     0.001738
  1600.050,    -0.005153,    -0.001847
  1600.100,    -0.016568,    -0.003288
  1600.150,     0.009547,    -0.001782
  1600.200,    -0.002112,     0.005179
  1600.250,    -0.003669,     0.000941
  1600.300,    -0.020418,     0.005035
  1600.350,    -0.013380,    -0.002756
  1600.400,     0.007449,    -0.005681
  1600.450,    -0.002263,    -0.002943
  1600.500,    -0.009955,     0.001875
  1600.550,     0.005511,    -0.000136
  1600.600,    -0.002207,    -0.001734
  1600.650,     0.010175,     0.004306
  1600.700,    -0.012395,    -0.001564
  1600.750,    -0.004420,    -0.000987
  1600.800,    -0.005343,    -0.006792
  1600.850,     0.004465,    -0.003967
  1600.900,    -0.014111,     0.001458
  1600.950,    -0.011228,     0.002723
  1601.000,     0.014353,     0.005483
  1601.050,    -0.005518,     0.004836
  1601.100,    -0.000530,    -0.003464
  1601.150,    -0.022177,     0.004716
  1601.200,    -0.009637,    -0.004168
  1601.250,     0.012551,    -0.006009
  1601.300,    -0.000658,    -0.004000
  1601.350,    -0.002767,     0.000212
  1601.400,     0.004596,    -0.002298
  1601.450,    -0.000388,    -0.002095
  1601.500,    -0.028178,    -0.005218
  1601.550,    -0.020039,    -0.007398
  1601.600,     0.014302,    -0.014179
  1601.650,     0.015222,    -0.005601
  1601.700,     0.004758,     0.002618
  1601.750,    -0.001985,     0.015223
  1601.800,     0.028843,    -0.000580
  1601.850,     0.008179,     0.000289
  1601.900,    -0.005281,     0.005881
  1601.950,    -0.005192,    -0.011621
  1602.000,    -0.022162,    -0.005067
  1602.050,    -0.009179,    -0.002345
  1602.100,    -0.000048,     0.005225
  1602.150,     0.001820,     0.006168
  1602.200,     0.003202,     0.005606
  1602.250,     0.003828,     0.006238
  1602.300,     0.008328,    -0.001224
  1602.350,    -0.004739,    -0.011416
  1602.400,    -0.008747,    -0.008416
  1602.450,     0.015034,    -0.012739
  1602.500,     0.005181,    -0.005070
  1602.550,    -0.000550,     0.004148
  1602.600,     0.005192,     0.006646
  1602.650,     0.013413,     0.005031
  1602.700,     0.008484,     0.003287
  1602.750,     0.008010,    -0.001329
  1602.800,     0.008395,    -0.000041
  1602.850,     0.007009,    -0.005623
  1602.900,     0.013345,    -0.007319
  1602.950,    -0.000921,    -0.003207
  1603.000,    -0.006448,     0.000586
  1603.050,    -0.005714,     0.009257
  1603.100,     0.011579,     0.008533
  1603.150,    -0.006014,     0.005625
  1603.200,     0.001130,     0.000435
  1603.250,     0.007546,    -0.004797
  1603.300,    -0.006535,    -0.008042
  1603.350,    -0.024796,    -0.001601
  1603.400,    -0.007658,     0.002581
  1603.450,    -0.005728,     0.005033
  1603.500,    -0.004025,     0.003910
  1603.550,    -0.005938,     0.005850
  1603.600,    -0.015925,     0.003366
  1603.650,    -0.012295,    -0.003539
  1603.700,    -0.027381,    -0.003756
  1603.750,    -0.019713,    -0.002526
  1603.800,    -0.023205,    -0.000358
  1603.850,    -0.019660,     0.000691
  1603.900,    -0.015171,     0.002778
  1603.950,     0.000277,     0.000484
  1604.000,    -0.013216,     0.008477
  1604.050,     0.003912,     0.007235
  1604.100,    -0.020595,     0.002548
  1604.150,    -0.030792,    -0.003339
  1604.200,    -0.015234,    -0.004250
  1604.250,    -0.019431,    -0.006479
  1604.300,    -0.030950,    -0.003191
  1604.350,    -0.028889,     0.001136
  1604.400,    -0.026563,     0.002019
  1604.450,    -0.014174,     0.001968
  1604.500,    -0.042511,     0.007165
  1604.550,    -0.026066,     0.001495
  1604.600,    -0.025658,    -0.001024
  1604.650,    -0.042357,    -0.002813
  1604.700,    -0.030044,    -0.004249
  1604.750,    -0.026470,    -0.008733
  1604.800,    -0.026582,    -0.002080
  1604.850,    -0.041386,     0.005631
  1604.900,    -0.019631,     0.004347
  1604.950,    -0.008336,     0.006545
  1605.000,    -0.035828,     0.010165
  1605.050,    -0.024480,    -0.002463
  1605.100,    -0.040372,    -0.001800
  1605.150,    -0.030051,    -0.005077
  1605.200,    -0.031385,    -0.008581
  1605.250,    -0.016904,    -0.003242
  1605.300,    -0.010107,    -0.001070
  1605.350,    -0.028447,     0.003287
  1605.400,    -0.018030,     0.009789
  1605.450,    -0.003537,     0.004086
  1605.500,     0.003960,     0.004589
  1605.550,     0.001256,     0.002408
  1605.600,     0.002191,    -0.000913
  1605.650,    -0.008598,    -0.006335
  1605.700,     0.009111,    -0.003031
  1605.750,    -0.000021,    -0.003239
  1605.800,    -0.018105,    -0.000542
  1605.850,    -0.000321,     0.002473
  1605.900,     0.014088,     0.011833
  1605.950,    -0.012361,     0.001266
  1606.000,    -0.021612,     0.003410
  1606.050,    -0.013205,     0.005178
  1606.100,    -0.005819,    -0.000498
  1606.150,    -0.002023,    -0.000872
  1606.200,    -0.009393,    -0.001062
  1606.250,    -0.021741,     0.000119
  1606.300,    -0.003734,     0.002553
  1606.350,     0.013184,    -0.001218
  1606.400,    -0.001592,     0.001839
  1606.450,     0.009314,    -0.001489
  1606.500,     0.009448,    -0.000151
  1606.550,     0.017300,     0.005096
  1606.600,     0.005644,     0.003343
  1606.650,    -0.003694,     0.000011
  1606.700,    -0.002586,    -0.000635
  1606.750,    -0.000767,    -0.001395
  1606.800,     0.019492,    -0.005151
  1606.850,     0.008536,    -0.001562
  1606.900,     0.006397,     0.001788
