Time_abs/ps, Signal 1/nA, Ref.signal 1/nA, Signal 2/nA, Ref.signal 2/nA
  1600.000,     0.007033,     0.007615,     0.005107,
  1600.050,    -0.006647,    -0.004646,     0.001361,
  1600.100,     0.000593,     0.011497,    -0.002250,
  1600.150,    -0.002511,    -0.005388,    -0.000828,
  1600.200,     0.001532,    -0.009079,    -0.003390,
  1600.250,    -0.002499,    -0.022884,     0.002199,
  1600.300,     0.001604,    -0.011605,    -0.005891,
  1600.350,    -0.005606,     0.000561,    -0.007443,
  1600.400,     0.001000,     0.010459,    -0.002642,
  1600.450,     0.006613,     0.008771,     0.001806,
  1600.500,     0.011275,    -0.000034,     0.001619,
  1600.550,     0.022658,    -0.009125,    -0.001052,
  1600.600,     0.013763,    -0.021215,     0.003125,
  1600.650,     0.002752,    -0.028924,    -0.003302,
  1600.700,     0.000961,    -0.024922,     0.004054,
  1600.750,     0.010078,    -0.033412,    -0.003022,
  1600.800,     0.008144,    -0.027306,     0.009113,
  1600.850,     0.002068,    -0.001638,    -0.000514,
  1600.900,     0.000867,    -0.017430,     0.003026,
  1600.950,     0.001484,    -0.006954,    -0.002031,
  1601.000,    -0.012598,    -0.025601,     0.007347,
  1601.050,    -0.020695,    -0.025349,    -0.004812,
  1601.100,    -0.018023,    -0.009534,     0.004141,
  1601.150,    -0.026834,    -0.028449,    -0.001719,
  1601.200,    -0.020273,    -0.018410,    -0.005150,
  1601.250,    -0.014638,    -0.022588,    -0.005760,
  1601.300,     0.001363,    -0.037640,    -0.002292,
  1601.350,    -0.011618,    -0.024145,    -0.001277,
  1601.400,     0.002366,    -0.019708,     0.004597,
  1601.450,    -0.009194,    -0.036830,     0.004564,
  1601.500,    -0.000580,    -0.020360,     0.004177,
  1601.550,    -0.004275,    -0.021295,     0.002032,
  1601.600,     0.002709,    -0.019094,    -0.005476,
  1601.650,    -0.016331,    -0.038961,     0.007280,
  1601.700,    -0.022046,    -0.039712,     0.006682,
  1601.750,    -0.023567,    -0.046448,     0.011460,
  1601.800,    -0.013154,    -0.049859,    -0.000455,
  1601.850,    -0.026984,    -0.056273,     0.002732,
  1601.900,    -0.012282,    -0.066449,     0.004372,
  1601.950,    -0.001735,    -0.072077,    -0.003334,
  1602.000,     0.000718,    -0.063971,     0.004730,
  1602.050,    -0.021977,    -0.049452,    -0.005120,
  1602.100,     0.002706,    -0.059367,    -0.000874,
  1602.150,     0.001038,    -0.063293,    -0.006956,
  1602.200,    -0.002484,    -0.057947,     0.000039,
  1602.250,    -0.012015,    -0.047525,    -0.000243,
  1602.300,    -0.014000,    -0.066134,    -0.003190,
  1602.350,    -0.033929,    -0.074133,     0.002234,
  1602.400,    -0.029923,    -0.077379,     0.000955,
  1602.450,     0.000385,    -0.060169,    -0.003131,
  1602.500,    -0.022412,    -0.080268,     0.004229,
  1602.550,    -0.011342,    -0.067907,     0.002457,
  1602.600,    -0.032669,    -0.099132,     0.001645,
  1602.650,     0.011897,    -0.079462,     0.004860,
  1602.700,    -0.011862,    -0.061615,     0.001431,
  1602.750,    -0.008920,    -0.055587,     0.001397,
  1602.800,    -0.012138,    -0.049285,     0.005746,
  1602.850,    -0.024944,    -0.061351,    -0.000611,
  1602.900,    -0.016075,    -0.051576,    -0.003098,
  1602.950,    -0.008842,    -0.030425,    -0.001892,
  1603.000,     0.001448,    -0.045516,     0.000125,
  1603.050,    -0.014540,    -0.046597,    -0.002804,
  1603.100,    -0.018005,    -0.041525,     0.002696,
  1603.150,    -0.017596,    -0.058770,    -0.002940,
  1603.200,    -0.016503,    -0.067038,     0.004385,
  1603.250,    -0.021401,    -0.060943,     0.000504,
  1603.300,    -0.011594,    -0.046130,    -0.003379,
  1603.350,    -0.013781,    -0.044856,    -0.001807,
  1603.400,    -0.012183,    -0.048941,    -0.000071,
  1603.450,    -0.020830,    -0.057768,    -0.003900,
  1603.500,    -0.033856,    -0.061647,     0.001137,
  1603.550,    -0.007976,    -0.072860,    -0.002238,
  1603.600,    -0.026486,    -0.050958,    -0.005363,
  1603.650,    -0.027515,    -0.058043,    -0.002559,
  1603.700,    -0.040101,    -0.046480,    -0.004673,
  1603.750,    -0.014831,    -0.039911,     0.000275,
  1603.800,    -0.029288,    -0.055079,     0.002933,
  1603.850,    -0.037601,    -0.055890,    -0.000963,
  1603.900,    -0.005760,    -0.060794,     0.000477,
  1603.950,    -0.013187,    -0.056321,     0.002551,
  1604.000,    -0.015196,    -0.053461,     0.004002,
  1604.050,    -0.028326,    -0.061511,    -0.002260,
  1604.100,    -0.029735,    -0.073083,     0.000889,
  1604.150,    -0.032979,    -0.058812,     0.002412,
  1604.200,    -0.041221,    -0.056921,     0.005802,
  1604.250,    -0.014830,    -0.052816,     0.006029,
  1604.300,    -0.035656,    -0.051204,     0.000643,
  1604.350,    -0.020791,    -0.050098,     0.001037,
  1604.400,    -0.028734,    -0.051308,     0.004315,
  1604.450,    -0.016805,    -0.055452,     0.002476,
  1604.500,    -0.041701,    -0.068069,     0.002461,
  1604.550,    -0.019363,    -0.050001,     0.005900,
  1604.600,    -0.016442,    -0.060544,     0.001928,
  1604.650,    -0.032644,    -0.066102,     0.002264,
  1604.700,    -0.007102,    -0.067510,     0.001844,
  1604.750,    -0.020508,    -0.069713,    -0.005892,
  1604.800,    -0.034511,    -0.075049,    -0.003320,
  1604.850,    -0.031589,    -0.068252,    -0.007834,
  1604.900,    -0.038373,    -0.068048,     0.000089,
  1604.950,    -0.005211,    -0.057182,    -0.001712,
  1605.000,    -0.025695,    -0.074073,    -0.002436,
  1605.050,    -0.002730,    -0.073767,    -0.004036,
  1605.100,    -0.000392,    -0.058804,    -0.002504,
  1605.150,    -0.024379,    -0.074817,    -0.003090,
  1605.200,    -0.010248,    -0.054424,    -0.002628,
  1605.250,     0.007551,    -0.059604,    -0.004889,
  1605.300,     0.000070,    -0.073760,     0.001882,
  1605.350,    -0.013849,    -0.080658,     0.002155,
  1605.400,    -0.013580,    -0.064059,     0.004953,
  1605.450,    -0.010767,    -0.066206,     0.004107,
  1605.500,    -0.014675,    -0.061892,     0.005583,
  1605.550,    -0.033428,    -0.056416,     0.004921,
  1605.600,    -0.007640,    -0.060449,     0.006391,
  1605.650,     0.000803,    -0.062375,     0.005531,
  1605.700,    -0.011045,    -0.064690,     0.002116,
  1605.750,     0.002098,    -0.067201,     0.006284,
  1605.800,     0.005060,    -0.053317,     0.006053,
  1605.850,    -0.006837,    -0.075328,     0.004268,
  1605.900,    -0.015460,    -0.081720,     0.000634,
  1605.950,     0.008314,    -0.084957,     0.001123,
  1606.000,    -0.001294,    -0.063255,     0.002182,
  1606.050,    -0.013302,    -0.061329,    -0.001958,
  1606.100,    -0.007606,    -0.043735,    -0.000622,
  1606.150,     0.003835,    -0.050841,    -0.004869,
  1606.200,    -0.000807,    -0.062682,    -0.001000,
  1606.250,    -0.007545,    -0.048538,    -0.004186,
  1606.300,    -0.008156,    -0.051206,    -0.003387,
  1606.350,    -0.019344,    -0.056931,    -0.001628,
  1606.400,    -0.003516,    -0.061721,    -0.000529,
  1606.450,    -0.001380,    -0.077838,    -0.004648,
  1606.500,     0.002870,    -0.075351,    -0.001240,
  1606.550,     0.007836,    -0.045355,    -0.001338,
  1606.600,     0.018722,    -0.075436,     0.003918,
  1606.650,     0.014773,    -0.075216,     0.000404,
  1606.700,     0.026592,    -0.067222,     0.002163,
  1606.750,     0.015100,    -0.063340,     0.004441,
  1606.800,     0.022906,    -0.069187,     0.002972,
  1606.850,     0.030552,    -0.065506,     0.005210,
  1606.900,     0.021581,    -0.051772,     0.005064,
  1606.950,     0.028906,    -0.049198,     0.005527,
  1607.000,     0.023955,    -0.044549,     0.006406,
  1607.050,     0.027293,    -0.057717,     0.006666,
  1607.100,     0.029033,    -0.057853,     0.002464,
  1607.150,     0.025841,    -0.075347,    -0.003232,
  1607.200,     0.029198,    -0.075670,     0.000988,
  1607.250,     0.017304,    -0.067853,     0.001602,
  1607.300,     0.029660,    -0.065862,    -0.002624,
  1607.350,     0.015641,    -0.091792,    -0.004301,
  1607.400,    -0.001359,    -0.095613,    -0.000648,
  1607.450,     0.031663,    -0.089350,    -0.000758,
  1607.500,     0.036610,    -0.075400,    -0.006499,
  1607.550,     0.010993,    -0.104859,    -0.004696,
  1607.600,     0.039418,    -0.098777,    -0.002796,
  1607.650,     0.038456,    -0.092790,    -0.008044,
  1607.700,     0.009550,    -0.102410,    -0.000328,
  1607.750,     0.028241,    -0.103796,    -0.001386,
  1607.800,     0.033401,    -0.101278,    -0.005156,
  1607.850,     0.040868,    -0.124529,    -0.000701,
  1607.900,     0.040964,    -0.136633,     0.000227,
  1607.950,     0.045186,    -0.124998,     0.001625,
  1608.000,     0.029968,    -0.137278,     0.001766,
  1608.050,     0.030819,    -0.131250,     0.004317,
  1608.100,     0.055213,    -0.141260,    -0.001828,
  1608.150,     0.036147,    -0.161652,     0.002208,
  1608.200,     0.052657,    -0.162870,     0.005690,
  1608.250,     0.062685,    -0.156415,     0.010023,
  1608.300,     0.056786,    -0.147483,     0.006102,
  1608.350,     0.065754,    -0.147606,     0.006960,
  1608.400,     0.055000,    -0.157783,     0.008190,
  1608.450,     0.035606,    -0.149063,     0.001256,
  1608.500,     0.063042,    -0.130967,    -0.001139,
  1608.550,     0.039712,    -0.132564,     0.001289,
  1608.600,     0.034423,    -0.131408,    -0.000030,
  1608.650,     0.032809,    -0.119437,     0.001840,
  1608.700,     0.035745,    -0.132012,    -0.003030,
  1608.750,     0.034745,    -0.130531,    -0.007918,
  1608.800,     0.049444,    -0.127366,    -0.004460,
  1608.850,     0.043261,    -0.114349,    -0.005058,
  1608.900,     0.017017,    -0.118084,    -0.011242,
  1608.950,     0.035105,    -0.108535,    -0.008197,
  1609.000,     0.033262,    -0.122791,    -0.002663,
  1609.050,     0.030890,    -0.112637,    -0.002299,
  1609.100,     0.015231,    -0.100752,    -0.004378,
  1609.150,     0.026806,    -0.101737,    -0.001914,
  1609.200,     0.034140,    -0.083625,     0.000701,
  1609.250,     0.029958,    -0.090299,     0.003698,
  1609.300,     0.039854,    -0.092264,     0.002142,
  1609.350,     0.035246,    -0.063074,     0.003183,
  1609.400,     0.020361,    -0.072413,    -0.001852,
  1609.450,     0.036427,    -0.097468,     0.000944,
  1609.500,     0.043158,    -0.062004,     0.004866,
  1609.550,     0.047229,    -0.074665,     0.005024,
  1609.600,     0.061719,    -0.082541,     0.007643,
  1609.650,     0.057613,    -0.095405,     0.010940,
  1609.700,     0.040476,    -0.072481,     0.003577,
  1609.750,     0.054179,    -0.073364,     0.004738,
  1609.800,     0.058304,    -0.048757,     0.005015,
  1609.850,     0.034210,    -0.050317,     0.003320,
  1609.900,     0.041910,    -0.050132,     0.005048,
  1609.950,     0.028927,    -0.052159,     0.000518,
  1610.000,     0.048346,    -0.076507,    -0.001797,
  1610.050,     0.049749,    -0.090168,    -0.003243,
  1610.100,     0.014898,    -0.092489,    -0.006855,
  1610.150,     0.032834,    -0.092585,    -0.002899,
  1610.200,     0.003457,    -0.087222,    -0.008612,
  1610.250,     0.036833,    -0.102442,    -0.004377,
  1610.300,     0.014454,    -0.110517,     0.000041,
