Time_abs/ps, Signal 1/nA, Signal 2/nA
  1610.000,     0.001968,    -0.002616
  1610.050,    -0.001154,    -0.000610
  1610.100,     0.000650,     0.000197
  1610.150,     0.002043,     0.001797
  1610.200,    -0.003507,     0.001232
  1610.250,     0.004287,     0.002883
  1610.300,     0.010377,     0.001963
  1610.350,     0.005520,     0.001648
  1610.400,     0.007506,     0.002555
  1610.450,     0.005603,    -0.000833
  1610.500,     0.005797,    -0.000660
  1610.550,     0.005221,    -0.000843
  1610.600,    -0.000862,    -0.001756
  1610.650,    -0.000070,    -0.001511
  1610.700,    -0.009871,    -0.000787
  1610.750,    -0.015885,     0.000138
  1610.800,    -0.021775,     0.000345
  1610.850,    -0.023445,    -0.000553
  1610.900,    -0.031297,     0.001889
  1610.950,    -0.027042,     0.002129
  1611.000,    -0.037382,     0.003819
  1611.050,    -0.029820,     0.001689
  1611.100,    -0.037501,     0.000275
  1611.150,    -0.027415,     0.000022
  1611.200,    -0.035508,     0.000699
  1611.250,    -0.036896,    -0.002481
  1611.300,    -0.041234,    -0.000927
  1611.350,    -0.041773,    -0.002298
  1611.400,    -0.043240,    -0.002834
  1611.450,    -0.052871,    -0.002117
  1611.500,    -0.060030,     0.000410
  1611.550,    -0.058463,     0.000436
  1611.600,    -0.059352,     0.000250
  1611.650,    -0.060018,    -0.000469
  1611.700,    -0.059599,     0.000053
  1611.750,    -0.058942,     0.000523
  1611.800,    -0.059462,     0.002064
  1611.850,    -0.056871,     0.002818
  1611.900,    -0.058945,     0.001770
  1611.950,    -0.058405,     0.000424
  1612.000,    -0.057399,     0.000108
  1612.050,    -0.059274,    -0.000285
  1612.100,    -0.057004,    -0.002503
  1612.150,    -0.058639,    -0.001911
  1612.200,    -0.058147,    -0.001878
  1612.250,    -0.057714,    -0.002656
  1612.300,    -0.059199,    -0.002391
  1612.350,    -0.060522,     0.000750
  1612.400,    -0.060237,    -0.000046
  1612.450,    -0.060888,     0.001038
  1612.500,    -0.062403,     0.000673
  1612.550,    -0.058829,     0.001315
  1612.600,    -0.060225,     0.001678
  1612.650,    -0.058323,     0.001742
  1612.700,    -0.057642,     0.000915
  1612.750,    -0.051465,     0.000627
  1612.800,    -0.052087,     0.000986
  1612.850,    -0.052162,     0.000062
  1612.900,    -0.051592,     0.000394
  1612.950,    -0.046974,    -0.001227
  1613.000,    -0.044604,    -0.000644
  1613.050,    -0.037096,    -0.001079
  1613.100,    -0.032500,    -0.001263
  1613.150,    -0.025215,    -0.000789
  1613.200,    -0.013477,    -0.000348
  1613.250,    -0.006441,     0.001420
  1613.300,     0.007578,     0.000508
  1613.350,     0.018370,     0.000906
  1613.400,     0.036052,     0.001522
  1613.450,     0.051765,     0.001450
  1613.500,     0.067999,     0.001114
  1613.550,     0.095377,     0.001424
  1613.600,     0.118591,     0.001038
  1613.650,     0.146543,     0.001410
  1613.700,     0.169467,    -0.000481
  1613.750,     0.192455,    -0.000697
  1613.800,     0.201879,    -0.000469
  1613.850,     0.195715,    -0.001342
  1613.900,     0.151078,    -0.000450
  1613.950,     0.069988,    -0.002026
  1614.000,    -0.077787,    -0.001981
  1614.050,    -0.279317,    -0.000218
  1614.100,    -0.530666,     0.001004
  1614.150,    -0.798679,     0.001011
  1614.200,    -1.052077,     0.000793
  1614.250,    -1.227703,     0.000906
  1614.300,    -1.295569,     0.000770
  1614.350,    -1.238086,     0.001812
  1614.400,    -1.069949,     0.001133
  1614.450,    -0.844968,     0.002371
  1614.500,    -0.598640,     0.001234
  1614.550,    -0.365434,    -0.000114
  1614.600,    -0.156241,    -0.000079
  1614.650,     0.009772,    -0.001519
  1614.700,     0.128476,    -0.001516
  1614.750,     0.190498,    -0.000755
  1614.800,     0.207881,    -0.002069
  1614.850,     0.175289,    -0.001402
  1614.900,     0.140195,    -0.000622
  1614.950,     0.077919,    -0.000564
  1615.000,     0.023791,    -0.000842
  1615.050,    -0.035598,     0.000587
  1615.100,    -0.087479,     0.001211
  1615.150,    -0.122998,     0.000848
  1615.200,    -0.145779,     0.001153
  1615.250,    -0.156278,     0.001311
  1615.300,    -0.170721,     0.000313
  1615.350,    -0.182770,     0.000205
  1615.400,    -0.197511,     0.000873
  1615.450,    -0.216173,    -0.000037
  1615.500,    -0.234599,     0.000114
  1615.550,    -0.250154,    -0.000974
  1615.600,    -0.267298,    -0.000251
  1615.650,    -0.279834,     0.000012
  1615.700,    -0.288410,     0.000748
  1615.750,    -0.284156,    -0.000484
  1615.800,    -0.279172,    -0.001346
  1615.850,    -0.269656,    -0.000318
  1615.900,    -0.260733,     0.000340
  1615.950,    -0.253385,    -0.000585
  1616.000,    -0.248492,     0.000656
  1616.050,    -0.243732,     0.000682
  1616.100,    -0.247337,     0.000059
  1616.150,    -0.252528,     0.001248
  1616.200,    -0.251907,     0.000422
  1616.250,    -0.257111,     0.001264
  1616.300,    -0.263132,     0.000968
  1616.350,    -0.265792,     0.000220
  1616.400,    -0.267972,    -0.000062
  1616.450,    -0.273926,    -0.000351
  1616.500,    -0.277159,     0.001359
  1616.550,    -0.288604,     0.000666
