Frequency/GHz, Amplitude rel. 1, Phase 1, Ref.Amplitude rel. 1, Ref.Phase 1, Amplitude rel. 2, Phase 2, Ref.Amplitude rel. 2, Ref.Phase 2
     0.0,  2.843224E-3,    -3.14159,          NaN,         NaN,  1.785949E-4,    -0.00000,          NaN,         NaN
     1.0,  7.800772E-3,    -3.75528,          NaN,         NaN,  5.710394E-4,    -0.75013,          NaN,         NaN
     2.0,  1.205973E-2,    -3.94084,          NaN,         NaN,  9.566048E-4,    -0.89842,          NaN,         NaN
     3.0,  1.682960E-2,    -3.94711,          NaN,         NaN,  1.369437E-3,    -0.87249,          NaN,         NaN
     4.0,  2.167047E-2,    -3.88641,          NaN,         NaN,  1.782023E-3,    -0.79002,          NaN,         NaN
     5.0,  2.642565E-2,    -3.79550,          NaN,         NaN,  2.184882E-3,    -0.68331,          NaN,         NaN
     6.0,  3.101194E-2,    -3.68883,          NaN,         NaN,  2.572596E-3,    -0.56424,          NaN,         NaN
     7.0,  3.537218E-2,    -3.57310,          NaN,         NaN,  2.941161E-3,    -0.43816,          NaN,         NaN
     8.0,  3.946157E-2,    -3.45187,          NaN,         NaN,  3.287276E-3,    -0.30786,          NaN,         NaN
     9.0,  4.324300E-2,    -3.32718,          NaN,         NaN,  3.608122E-3,    -0.17494,          NaN,         NaN
    10.0,  4.668525E-2,    -3.20033,          NaN,         NaN,  3.901274E-3,    -0.04040,          NaN,         NaN
    11.0,  4.976238E-2,    -3.07221,          NaN,         NaN,  4.164684E-3,     0.09506,          NaN,         NaN
    12.0,  5.245344E-2,    -2.94346,          NaN,         NaN,  4.396670E-3,     0.23095,          NaN,         NaN
    13.0,  5.474251E-2,    -2.81458,          NaN,         NaN,  4.595921E-3,     0.36686,          NaN,         NaN
    14.0,  5.661870E-2,    -2.68597,          NaN,         NaN,  4.761499E-3,     0.50247,          NaN,         NaN
    15.0,  5.807623E-2,    -2.55800,          NaN,         NaN,  4.892844E-3,     0.63747,          NaN,         NaN
    16.0,  5.911452E-2,    -2.43102,          NaN,         NaN,  4.989778E-3,     0.77157,          NaN,         NaN
    17.0,  5.973820E-2,    -2.30535,          NaN,         NaN,  5.052500E-3,     0.90449,          NaN,         NaN
    18.0,  5.995719E-2,    -2.18134,          NaN,         NaN,  5.081592E-3,     1.03592,          NaN,         NaN
    19.0,  5.978667E-2,    -2.05935,          NaN,         NaN,  5.078012E-3,     1.16552,          NaN,         NaN
    20.0,  5.924709E-2,    -1.93977,          NaN,         NaN,  5.043096E-3,     1.29294,          NaN,         NaN
    21.0,  5.836420E-2,    -1.82304,          NaN,         NaN,  4.978555E-3,     1.41775,          NaN,         NaN
    22.0,  5.716898E-2,    -1.70963,          NaN,         NaN,  4.886480E-3,     1.53949,          NaN,         NaN
    23.0,  5.569767E-2,    -1.60008,          NaN,         NaN,  4.769349E-3,     1.65760,          NaN,         NaN
    24.0,  5.399176E-2,    -1.49500,          NaN,         NaN,  4.630043E-3,     1.77145,          NaN,         NaN
    25.0,  5.209793E-2,    -1.39503,          NaN,         NaN,  4.471864E-3,     1.88030,          NaN,         NaN
    26.0,  5.006802E-2,    -1.30090,          NaN,         NaN,  4.298577E-3,     1.98331,          NaN,         NaN
    27.0,  4.795879E-2,    -1.21334,          NaN,         NaN,  4.114451E-3,     2.07950,          NaN,         NaN
    28.0,  4.583154E-2,    -1.13309,          NaN,         NaN,  3.924314E-3,     2.16778,          NaN,         NaN
    29.0,  4.375120E-2,    -1.06078,          NaN,         NaN,  3.733614E-3,     2.24700,          NaN,         NaN
    30.0,  4.178472E-2,    -0.99684,          NaN,         NaN,  3.548453E-3,     2.31601,          NaN,         NaN
    31.0,  3.999845E-2,    -0.94136,          NaN,         NaN,  3.375568E-3,     2.37383,          NaN,         NaN
    32.0,  3.845419E-2,    -0.89388,          NaN,         NaN,  3.222202E-3,     2.41986,          NaN,         NaN
    33.0,  3.720404E-2,    -0.85332,          NaN,         NaN,  3.095764E-3,     2.45428,          NaN,         NaN
    34.0,  3.628463E-2,    -0.81787,          NaN,         NaN,  3.003248E-3,     2.47830,          NaN,         NaN
    35.0,  3.571202E-2,    -0.78517,          NaN,         NaN,  2.950408E-3,     2.49440,          NaN,         NaN
    36.0,  3.547893E-2,    -0.75259,          NaN,         NaN,  2.940874E-3,     2.50619,          NaN,         NaN
    37.0,  3.555542E-2,    -0.71758,          NaN,         NaN,  2.975531E-3,     2.51779,          NaN,         NaN
    38.0,  3.589302E-2,    -0.67806,          NaN,         NaN,  3.052436E-3,     2.53311,          NaN,         NaN
    39.0,  3.643122E-2,    -0.63264,          NaN,         NaN,  3.167342E-3,     2.55513,          NaN,         NaN
    40.0,  3.710429E-2,    -0.58062,          NaN,         NaN,  3.314593E-3,     2.58559,          NaN,         NaN
    41.0,  3.784723E-2,    -0.52192,          NaN,         NaN,  3.488045E-3,     2.62504,          NaN,         NaN
    42.0,  3.860003E-2,    -0.45693,          NaN,         NaN,  3.681790E-3,     2.67316,          NaN,         NaN
    43.0,  3.931015E-2,    -0.38632,          NaN,         NaN,  3.890593E-3,     2.72913,          NaN,         NaN
    44.0,  3.993378E-2,    -0.31095,          NaN,         NaN,  4.110087E-3,     2.79184,          NaN,         NaN
    45.0,  4.043616E-2,    -0.23175,          NaN,         NaN,  4.336811E-3,     2.86017,          NaN,         NaN
    46.0,  4.079133E-2,    -0.14967,          NaN,         NaN,  4.568164E-3,     2.93304,          NaN,         NaN
    47.0,  4.098181E-2,    -0.06566,          NaN,         NaN,  4.802309E-3,     3.00951,          NaN,         NaN
    48.0,  4.099804E-2,     0.01936,          NaN,         NaN,  5.038073E-3,     3.08877,          NaN,         NaN
    49.0,  4.083790E-2,     0.10450,          NaN,         NaN,  5.274836E-3,     3.17016,          NaN,         NaN
    50.0,  4.050635E-2,     0.18886,          NaN,         NaN,  5.512421E-3,     3.25316,          NaN,         NaN
    51.0,  4.001505E-2,     0.27157,          NaN,         NaN,  5.750996E-3,     3.33736,          NaN,         NaN
    52.0,  3.938208E-2,     0.35178,          NaN,         NaN,  5.990961E-3,     3.42249,          NaN,         NaN
    53.0,  3.863169E-2,     0.42865,          NaN,         NaN,  6.232848E-3,     3.50835,          NaN,         NaN
    54.0,  3.779408E-2,     0.50135,          NaN,         NaN,  6.477222E-3,     3.59483,          NaN,         NaN
    55.0,  3.690499E-2,     0.56913,          NaN,         NaN,  6.724582E-3,     3.68189,          NaN,         NaN
    56.0,  3.600514E-2,     0.63134,          NaN,         NaN,  6.975272E-3,     3.76954,          NaN,         NaN
    57.0,  3.513932E-2,     0.68752,          NaN,         NaN,  7.229404E-3,     3.85783,          NaN,         NaN
    58.0,  3.435490E-2,     0.73747,          NaN,         NaN,  7.486796E-3,     3.94681,          NaN,         NaN
    59.0,  3.369956E-2,     0.78137,          NaN,         NaN,  7.746921E-3,     4.03656,          NaN,         NaN
    60.0,  3.321842E-2,     0.81985,          NaN,         NaN,  8.008882E-3,     4.12716,          NaN,         NaN
    61.0,  3.295049E-2,     0.85401,          NaN,         NaN,  8.271401E-3,     4.21866,          NaN,         NaN
    62.0,  3.292510E-2,     0.88542,          NaN,         NaN,  8.532836E-3,     4.31110,          NaN,         NaN
    63.0,  3.315907E-2,     0.91590,          NaN,         NaN,  8.791203E-3,     4.40451,          NaN,         NaN
