Frequency/GHz, Amplitude rel. 1, Phase 1, Ref.Amplitude rel. 1, Ref.Phase 1, Amplitude rel. 2, Phase 2, Ref.Amplitude rel. 2, Ref.Phase 2
     0.0,  1.852662E-3,    -3.14159,          NaN,         NaN,  1.026635E-3,    -0.00000,          NaN,         NaN
     1.0,  6.083352E-3,    -3.91686,          NaN,         NaN,  2.124593E-3,    -0.07764,          NaN,         NaN
     2.0,  1.029853E-2,    -4.06318,          NaN,         NaN,  2.326189E-3,    -0.12544,          NaN,         NaN
     3.0,  1.478430E-2,    -4.03749,          NaN,         NaN,  2.630040E-3,    -0.13067,          NaN,         NaN
     4.0,  1.925615E-2,    -3.95698,          NaN,         NaN,  3.007593E-3,    -0.09613,          NaN,         NaN
     5.0,  2.361518E-2,    -3.85314,          NaN,         NaN,  3.436910E-3,    -0.03051,          NaN,         NaN
     6.0,  2.780368E-2,    -3.73748,          NaN,         NaN,  3.902756E-3,     0.05754,          NaN,         NaN
     7.0,  3.177836E-2,    -3.61516,          NaN,         NaN,  4.394544E-3,     0.16117,          NaN,         NaN
     8.0,  3.550329E-2,    -3.48889,          NaN,         NaN,  4.904460E-3,     0.27540,          NaN,         NaN
     9.0,  3.894767E-2,    -3.36020,          NaN,         NaN,  5.426215E-3,     0.39664,          NaN,         NaN
    10.0,  4.208510E-2,    -3.23009,          NaN,         NaN,  5.954303E-3,     0.52235,          NaN,         NaN
    11.0,  4.489339E-2,    -3.09922,          NaN,         NaN,  6.483603E-3,     0.65069,          NaN,         NaN
    12.0,  4.735453E-2,    -2.96808,          NaN,         NaN,  7.009197E-3,     0.78032,          NaN,         NaN
    13.0,  4.945481E-2,    -2.83708,          NaN,         NaN,  7.526307E-3,     0.91024,          NaN,         NaN
    14.0,  5.118486E-2,    -2.70653,          NaN,         NaN,  8.030320E-3,     1.03971,          NaN,         NaN
    15.0,  5.253979E-2,    -2.57674,          NaN,         NaN,  8.516851E-3,     1.16815,          NaN,         NaN
    16.0,  5.351919E-2,    -2.44798,          NaN,         NaN,  8.981836E-3,     1.29511,          NaN,         NaN
    17.0,  5.412721E-2,    -2.32055,          NaN,         NaN,  9.421630E-3,     1.42023,          NaN,         NaN
    18.0,  5.437255E-2,    -2.19474,          NaN,         NaN,  9.833113E-3,     1.54323,          NaN,         NaN
    19.0,  5.426841E-2,    -2.07085,          NaN,         NaN,  1.021378E-2,     1.66385,          NaN,         NaN
    20.0,  5.383250E-2,    -1.94924,          NaN,         NaN,  1.056184E-2,     1.78191,          NaN,         NaN
    21.0,  5.308693E-2,    -1.83028,          NaN,         NaN,  1.087623E-2,     1.89722,          NaN,         NaN
    22.0,  5.205817E-2,    -1.71440,          NaN,         NaN,  1.115672E-2,     2.00964,          NaN,         NaN
    23.0,  5.077700E-2,    -1.60206,          NaN,         NaN,  1.140387E-2,     2.11905,          NaN,         NaN
    24.0,  4.927834E-2,    -1.49379,          NaN,         NaN,  1.161906E-2,     2.22537,          NaN,         NaN
    25.0,  4.760126E-2,    -1.39018,          NaN,         NaN,  1.180437E-2,     2.32855,          NaN,         NaN
    26.0,  4.578879E-2,    -1.29186,          NaN,         NaN,  1.196257E-2,     2.42857,          NaN,         NaN
    27.0,  4.388776E-2,    -1.19952,          NaN,         NaN,  1.209694E-2,     2.52546,          NaN,         NaN
    28.0,  4.194844E-2,    -1.11384,          NaN,         NaN,  1.221113E-2,     2.61928,          NaN,         NaN
