Time_abs/ps, Signal 1/nA, Ref.signal 1/nA, Signal 2/nA, Ref.signal 2/nA
  1600.000,    -0.004932,     0.007615,     0.001278,
  1600.050,    -0.001815,    -0.004646,     0.001973,
  1600.100,     0.006608,     0.011497,     0.000805,
  1600.150,     0.006740,    -0.005388,    -0.000516,
  1600.200,    -0.006601,    -0.009079,    -0.003539,
  1600.250,    -0.032024,    -0.022884,    -0.000151,
  1600.300,    -0.026578,    -0.011605,     0.000747,
  1600.350,    -0.017907,     0.000561,    -0.007120,
  1600.400,    -0.007709,     0.010459,    -0.010254,
  1600.450,    -0.029558,     0.008771,    -0.009169,
  1600.500,    -0.041101,    -0.000034,    -0.017370,
  1600.550,    -0.035053,    -0.009125,    -0.007926,
  1600.600,    -0.045196,    -0.021215,    -0.016566,
  1600.650,    -0.018316,    -0.028924,    -0.020614,
  1600.700,    -0.056854,    -0.024922,    -0.018206,
  1600.750,    -0.035164,    -0.033412,    -0.018556,
  1600.800,    -0.026100,    -0.027306,    -0.023235,
  1600.850,    -0.038801,    -0.001638,    -0.016171,
  1600.900,    -0.042289,    -0.017430,    -0.023407,
  1600.950,    -0.040548,    -0.006954,    -0.020265,
  1601.000,    -0.053117,    -0.025601,    -0.017936,
  1601.050,    -0.028909,    -0.025349,    -0.020603,
  1601.100,    -0.045858,    -0.009534,    -0.021855,
  1601.150,    -0.067909,    -0.028449,    -0.007006,
  1601.200,    -0.035636,    -0.018410,    -0.013020,
  1601.250,    -0.052191,    -0.022588,    -0.020028,
  1601.300,    -0.052258,    -0.037640,    -0.010838,
  1601.350,    -0.046242,    -0.024145,    -0.003880,
  1601.400,    -0.053489,    -0.019708,    -0.006917,
  1601.450,    -0.043766,    -0.036830,    -0.006372,
  1601.500,    -0.029545,    -0.020360,    -0.005242,
  1601.550,    -0.019839,    -0.021295,    -0.007781,
  1601.600,    -0.031158,    -0.019094,    -0.005580,
  1601.650,    -0.043201,    -0.038961,    -0.000695,
  1601.700,    -0.033511,    -0.039712,    -0.006942,
  1601.750,    -0.034304,    -0.046448,    -0.005175,
  1601.800,    -0.024627,    -0.049859,     0.006329,
  1601.850,    -0.021157,    -0.056273,     0.006954,
  1601.900,    -0.031460,    -0.066449,     0.006668,
  1601.950,    -0.016216,    -0.072077,     0.001032,
  1602.000,    -0.020080,    -0.063971,     0.000887,
  1602.050,    -0.033607,    -0.049452,     0.001464,
  1602.100,    -0.016459,    -0.059367,    -0.006407,
  1602.150,    -0.023359,    -0.063293,    -0.001105,
  1602.200,    -0.020250,    -0.057947,    -0.006708,
  1602.250,    -0.037569,    -0.047525,    -0.012584,
  1602.300,    -0.047443,    -0.066134,    -0.005941,
  1602.350,    -0.023400,    -0.074133,    -0.007338,
  1602.400,    -0.035639,    -0.077379,    -0.013860,
  1602.450,    -0.050312,    -0.060169,    -0.014418,
  1602.500,    -0.042140,    -0.080268,    -0.010075,
  1602.550,    -0.039319,    -0.067907,    -0.017172,
  1602.600,    -0.039735,    -0.099132,    -0.020512,
  1602.650,    -0.049419,    -0.079462,    -0.016467,
  1602.700,    -0.056470,    -0.061615,    -0.017084,
  1602.750,    -0.054504,    -0.055587,    -0.020687,
  1602.800,    -0.064550,    -0.049285,    -0.016246,
  1602.850,    -0.073353,    -0.061351,    -0.014876,
  1602.900,    -0.050865,    -0.051576,    -0.016847,
  1602.950,    -0.050331,    -0.030425,    -0.016127,
  1603.000,    -0.058523,    -0.045516,    -0.016483,
  1603.050,    -0.064150,    -0.046597,    -0.016736,
  1603.100,    -0.060448,    -0.041525,    -0.018761,
  1603.150,    -0.079320,    -0.058770,    -0.020461,
  1603.200,    -0.088164,    -0.067038,    -0.015879,
  1603.250,    -0.065874,    -0.060943,    -0.010394,
  1603.300,    -0.062547,    -0.046130,    -0.010847,
  1603.350,    -0.057748,    -0.044856,    -0.018508,
  1603.400,    -0.058917,    -0.048941,    -0.009995,
  1603.450,    -0.062743,    -0.057768,    -0.009006,
  1603.500,    -0.037295,    -0.061647,    -0.005799,
  1603.550,    -0.047671,    -0.072860,    -0.005345,
  1603.600,    -0.045326,    -0.050958,    -0.002949,
  1603.650,    -0.028908,    -0.058043,    -0.005592,
  1603.700,    -0.032158,    -0.046480,    -0.001638,
  1603.750,    -0.030173,    -0.039911,     0.000069,
  1603.800,    -0.035146,    -0.055079,     0.001714,
  1603.850,    -0.046166,    -0.055890,    -0.000276,
  1603.900,    -0.029189,    -0.060794,     0.005102,
  1603.950,    -0.034029,    -0.056321,     0.002055,
  1604.000,    -0.031927,    -0.053461,     0.000041,
  1604.050,    -0.030645,    -0.061511,    -0.000808,
  1604.100,    -0.036756,    -0.073083,    -0.006884,
  1604.150,    -0.034821,    -0.058812,    -0.001401,
  1604.200,    -0.048036,    -0.056921,    -0.004983,
  1604.250,    -0.034512,    -0.052816,    -0.004507,
  1604.300,    -0.033783,    -0.051204,    -0.000132,
