Time_abs/ps, Signal 1/nA, Ref.signal 1/nA, Signal 2/nA, Ref.signal 2/nA
  1600.000,     0.007457,     0.007615,    -0.003382,
  1600.050,     0.005324,    -0.004646,    -0.000226,
  1600.100,     0.010495,     0.011497,     0.002185,
  1600.150,    -0.008362,    -0.005388,     0.001078,
  1600.200,    -0.014914,    -0.009079,     0.000345,
  1600.250,    -0.009399,    -0.022884,    -0.001536,
  1600.300,    -0.025296,    -0.011605,     0.000966,
  1600.350,    -0.030570,     0.000561,    -0.002812,
  1600.400,    -0.011316,     0.010459,     0.002122,
  1600.450,    -0.018505,     0.008771,    -0.005549,
  1600.500,    -0.013272,    -0.000034,    -0.005280,
  1600.550,    -0.011284,    -0.009125,    -0.002076,
  1600.600,    -0.015082,    -0.021215,    -0.006234,
  1600.650,    -0.008937,    -0.028924,     0.000173,
  1600.700,    -0.005849,    -0.024922,    -0.009995,
  1600.750,    -0.018838,    -0.033412,    -0.006558,
  1600.800,    -0.001839,    -0.027306,    -0.007871,
  1600.850,    -0.021878,    -0.001638,    -0.005492,
  1600.900,    -0.050360,    -0.017430,    -0.008732,
  1600.950,    -0.039252,    -0.006954,    -0.012884,
  1601.000,    -0.035013,    -0.025601,    -0.003401,
  1601.050,    -0.046064,    -0.025349,    -0.004480,
  1601.100,    -0.022074,    -0.009534,    -0.006094,
  1601.150,    -0.049316,    -0.028449,     0.002709,
  1601.200,    -0.029284,    -0.018410,    -0.010083,
  1601.250,    -0.048511,    -0.022588,    -0.008952,
  1601.300,    -0.044487,    -0.037640,     0.005198,
  1601.350,    -0.037276,    -0.024145,     0.002048,
  1601.400,    -0.054164,    -0.019708,     0.005756,
  1601.450,    -0.042243,    -0.036830,     0.010318,
  1601.500,    -0.052917,    -0.020360,     0.004933,
  1601.550,    -0.046138,    -0.021295,     0.000426,
  1601.600,    -0.030569,    -0.019094,    -0.000006,
  1601.650,    -0.046962,    -0.038961,    -0.003626,
  1601.700,    -0.043218,    -0.039712,    -0.001918,
  1601.750,    -0.059297,    -0.046448,     0.006655,
  1601.800,    -0.054062,    -0.049859,    -0.002462,
  1601.850,    -0.039059,    -0.056273,    -0.010822,
  1601.900,    -0.065323,    -0.066449,     0.005192,
  1601.950,    -0.049693,    -0.072077,    -0.008024,
  1602.000,    -0.075405,    -0.063971,    -0.001780,
  1602.050,    -0.078161,    -0.049452,    -0.002813,
  1602.100,    -0.050787,    -0.059367,    -0.006715,
  1602.150,    -0.088073,    -0.063293,    -0.011558,
  1602.200,    -0.079611,    -0.057947,    -0.004721,
  1602.250,    -0.066086,    -0.047525,    -0.008566,
  1602.300,    -0.086213,    -0.066134,    -0.007196,
