Frequency/GHz, Amplitude rel. 1, Phase 1, Ref.Amplitude rel. 1, Ref.Phase 1, Amplitude rel. 2, Phase 2, Ref.Amplitude rel. 2, Ref.Phase 2
     0.0,  6.915595E-3,    -3.14159,  6.818399E-3,    -3.14159,  1.689847E-2,    -0.00000,          NaN,         NaN
     1.0,  1.392942E-2,    -2.98939,  1.373429E-2,    -2.98700,  3.423023E-2,     0.26153,          NaN,         NaN
     2.0,  1.422307E-2,    -2.83786,  1.402566E-2,    -2.83319,  3.548910E-2,     0.51459,          NaN,         NaN
     3.0,  1.470901E-2,    -2.68758,  1.450766E-2,    -2.68085,  3.746426E-2,     0.75308,          NaN,         NaN
     4.0,  1.538218E-2,    -2.53893,  1.517504E-2,    -2.53044,  4.000959E-2,     0.97419,          NaN,         NaN
     5.0,  1.623575E-2,    -2.39212,  1.602076E-2,    -2.38219,  4.297259E-2,     1.17786,          NaN,         NaN
     6.0,  1.726125E-2,    -2.24715,  1.703619E-2,    -2.23611,  4.621341E-2,     1.36562,          NaN,         NaN
     7.0,  1.844879E-2,    -2.10390,  1.821129E-2,    -2.09207,  4.961221E-2,     1.53967,          NaN,         NaN
     8.0,  1.978712E-2,    -1.96216,  1.953476E-2,    -1.94980,  5.306953E-2,     1.70227,          NaN,         NaN
     9.0,  2.126381E-2,    -1.82165,  2.099413E-2,    -1.80900,  5.650363E-2,     1.85545,          NaN,         NaN
    10.0,  2.286529E-2,    -1.68211,  2.257591E-2,    -1.66936,  5.984722E-2,     2.00094,          NaN,         NaN
    11.0,  2.457705E-2,    -1.54328,  2.426565E-2,    -1.53059,  6.304442E-2,     2.14020,          NaN,         NaN
    12.0,  2.638369E-2,    -1.40494,  2.604807E-2,    -1.39242,  6.604843E-2,     2.27437,          NaN,         NaN
    13.0,  2.826911E-2,    -1.26687,  2.790721E-2,    -1.25462,  6.881975E-2,     2.40441,          NaN,         NaN
    14.0,  3.021662E-2,    -1.12890,  2.982657E-2,    -1.11699,  7.132483E-2,     2.53109,          NaN,         NaN
    15.0,  3.220916E-2,    -0.99089,  3.178923E-2,    -0.97936,  7.353521E-2,     2.65506,          NaN,         NaN
    16.0,  3.422939E-2,    -0.85271,  3.377806E-2,    -0.84160,  7.542680E-2,     2.77684,          NaN,         NaN
    17.0,  3.625995E-2,    -0.71425,  3.577586E-2,    -0.70358,  7.697947E-2,     2.89687,          NaN,         NaN
    18.0,  3.828358E-2,    -0.57542,  3.776558E-2,    -0.56519,  7.817673E-2,     3.01555,          NaN,         NaN
    19.0,  4.028332E-2,    -0.43614,  3.973047E-2,    -0.42636,  7.900548E-2,     3.13321,          NaN,         NaN
    20.0,  4.224271E-2,    -0.29633,  4.165423E-2,    -0.28700,  7.945590E-2,     3.25014,          NaN,         NaN
    21.0,  4.414593E-2,    -0.15592,  4.352127E-2,    -0.14704,  7.952137E-2,     3.36664,          NaN,         NaN
    22.0,  4.597802E-2,    -0.01485,  4.531678E-2,    -0.00640,  7.919835E-2,     3.48296,          NaN,         NaN
    23.0,  4.772498E-2,     0.12695,  4.702698E-2,     0.13498,  7.848645E-2,     3.59938,          NaN,         NaN
    24.0,  4.937399E-2,     0.26954,  4.863921E-2,     0.27717,  7.738835E-2,     3.71615,          NaN,         NaN
    25.0,  5.091348E-2,     0.41299,  5.014212E-2,     0.42023,  7.590989E-2,     3.83357,          NaN,         NaN
    26.0,  5.233335E-2,     0.55735,  5.152575E-2,     0.56423,  7.406006E-2,     3.95195,          NaN,         NaN
    27.0,  5.362502E-2,     0.70270,  5.278171E-2,     0.70924,  7.185119E-2,     4.07165,          NaN,         NaN
    28.0,  5.478156E-2,     0.84911,  5.390324E-2,     0.85533,  6.929897E-2,     4.19308,          NaN,         NaN
    29.0,  5.579777E-2,     0.99664,  5.488532E-2,     1.00257,  6.642281E-2,     4.31676,          NaN,         NaN
    30.0,  5.667025E-2,     1.14537,  5.572471E-2,     1.15105,  6.324609E-2,     4.44330,          NaN,         NaN
    31.0,  5.739748E-2,     1.29539,  5.642005E-2,     1.30083,  5.979674E-2,     4.57351,          NaN,         NaN
    32.0,  5.797979E-2,     1.44676,  5.697186E-2,     1.45201,  5.610807E-2,     4.70839,          NaN,         NaN
    33.0,  5.841943E-2,     1.59958,  5.738254E-2,     1.60467,  5.222006E-2,     4.84931,          NaN,         NaN
    34.0,  5.872053E-2,     1.75392,  5.765640E-2,     1.75889,  4.818140E-2,     4.99806,          NaN,         NaN
    35.0,  5.888906E-2,     1.90986,  5.779958E-2,     1.91476,  4.405277E-2,     5.15710,          NaN,         NaN
    36.0,  5.893278E-2,     2.06749,  5.782002E-2,     2.07236,  3.991191E-2,     5.32977,          NaN,         NaN
    37.0,  5.886113E-2,     2.22688,  5.772735E-2,     2.23177,  3.586164E-2,     5.52058,          NaN,         NaN
    38.0,  5.868512E-2,     2.38810,  5.753276E-2,     2.39307,  3.204160E-2,     5.73535,          NaN,         NaN
    39.0,  5.841715E-2,     2.55121,  5.724885E-2,     2.55631,  2.864271E-2,     5.98082,          NaN,         NaN
    40.0,  5.807083E-2,     2.71626,  5.688944E-2,     2.72154,  2.591660E-2,     6.26240,          NaN,         NaN
    41.0,  5.766075E-2,     2.88327,  5.646930E-2,     2.88879,  2.415605E-2,     6.57918,          NaN,         NaN
    42.0,  5.720218E-2,     3.05225,  5.600388E-2,     3.05806,  2.361330E-2,     6.91778,          NaN,         NaN
    43.0,  5.671076E-2,     3.22317,  5.550903E-2,     3.22933,  2.437410E-2,     7.25369,          NaN,         NaN
    44.0,  5.620216E-2,     3.39599,  5.500054E-2,     3.40255,  2.630223E-2,     7.56396,          NaN,         NaN
    45.0,  5.569167E-2,     3.57061,  5.449384E-2,     3.57761,  2.912179E-2,     7.83807,          NaN,         NaN
    46.0,  5.519382E-2,     3.74690,  5.400352E-2,     3.75439,  3.254124E-2,     8.07696,          NaN,         NaN
    47.0,  5.472196E-2,     3.92471,  5.354293E-2,     3.93270,  3.632015E-2,     8.28663,          NaN,         NaN
    48.0,  5.428785E-2,     4.10381,  5.312378E-2,     4.11232,  4.027928E-2,     8.47373,          NaN,         NaN
