Time_abs/ps, Signal 1/nA, Ref.signal 1/nA, Signal 2/nA, Ref.signal 2/nA
  1600.000,     0.001967,     0.007615,     0.000578,
  1600.050,     0.018071,    -0.004646,     0.000123,
  1600.100,    -0.004884,     0.011497,    -0.002453,
  1600.150,     0.001861,    -0.005388,     0.000935,
  1600.200,    -0.017014,    -0.009079,     0.000816,
  1600.250,    -0.001112,    -0.022884,     0.000765,
  1600.300,    -0.008990,    -0.011605,     0.011195,
  1600.350,    -0.014241,     0.000561,     0.006644,
  1600.400,    -0.003291,     0.010459,     0.010837,
  1600.450,     0.004864,     0.008771,     0.016083,
  1600.500,    -0.006925,    -0.000034,     0.011728,
  1600.550,    -0.000655,    -0.009125,     0.016667,
  1600.600,     0.003091,    -0.021215,     0.016261,
  1600.650,    -0.012676,    -0.028924,     0.013354,
  1600.700,    -0.008212,    -0.024922,     0.018626,
  1600.750,    -0.016488,    -0.033412,     0.009925,
  1600.800,    -0.015921,    -0.027306,     0.011782,
  1600.850,    -0.008398,    -0.001638,     0.004839,
  1600.900,    -0.034555,    -0.017430,     0.005840,
  1600.950,    -0.029715,    -0.006954,     0.000140,
  1601.000,    -0.047296,    -0.025601,     0.004803,
  1601.050,    -0.039638,    -0.025349,     0.000488,
  1601.100,    -0.030274,    -0.009534,     0.001210,
  1601.150,    -0.031156,    -0.028449,     0.001780,
  1601.200,    -0.029312,    -0.018410,     0.000482,
  1601.250,    -0.030769,    -0.022588,     0.000209,
  1601.300,    -0.010202,    -0.037640,    -0.000912,
  1601.350,    -0.009499,    -0.024145,     0.002096,
  1601.400,    -0.005470,    -0.019708,     0.004149,
  1601.450,    -0.003791,    -0.036830,     0.010422,
  1601.500,    -0.018262,    -0.020360,     0.012265,
  1601.550,    -0.000076,    -0.021295,     0.016369,
  1601.600,    -0.007809,    -0.019094,     0.014157,
  1601.650,    -0.034043,    -0.038961,     0.018633,
  1601.700,     0.005830,    -0.039712,     0.021372,
  1601.750,    -0.010748,    -0.046448,     0.010340,
  1601.800,    -0.019425,    -0.049859,     0.001901,
  1601.850,    -0.023163,    -0.056273,     0.009676,
  1601.900,    -0.028130,    -0.066449,     0.006848,
  1601.950,    -0.021701,    -0.072077,     0.003137,
  1602.000,     0.003768,    -0.063971,     0.001768,
  1602.050,    -0.012259,    -0.049452,     0.002072,
  1602.100,    -0.038110,    -0.059367,    -0.004842,
  1602.150,    -0.028955,    -0.063293,    -0.001763,
  1602.200,    -0.031188,    -0.057947,     0.000810,
  1602.250,    -0.027079,    -0.047525,     0.001836,
  1602.300,    -0.021636,    -0.066134,     0.004483,
  1602.350,    -0.025928,    -0.074133,     0.003873,
  1602.400,    -0.017898,    -0.077379,     0.009371,
  1602.450,    -0.034930,    -0.060169,     0.010317,
  1602.500,    -0.018903,    -0.080268,     0.011461,
  1602.550,    -0.025674,    -0.067907,     0.011447,
  1602.600,    -0.017350,    -0.099132,     0.011643,
  1602.650,    -0.019300,    -0.079462,     0.016094,
  1602.700,    -0.028382,    -0.061615,     0.012973,
  1602.750,    -0.024761,    -0.055587,     0.019873,
  1602.800,    -0.027092,    -0.049285,     0.014987,
  1602.850,    -0.023512,    -0.061351,     0.016779,
  1602.900,    -0.017762,    -0.051576,     0.012441,
  1602.950,    -0.031901,    -0.030425,     0.007487,
  1603.000,    -0.018012,    -0.045516,     0.007680,
  1603.050,    -0.032903,    -0.046597,     0.006751,
  1603.100,    -0.050190,    -0.041525,     0.004858,
  1603.150,    -0.059788,    -0.058770,     0.000915,
  1603.200,    -0.060550,    -0.067038,     0.002702,
  1603.250,    -0.057853,    -0.060943,     0.000374,
  1603.300,    -0.060059,    -0.046130,    -0.003982,
  1603.350,    -0.050810,    -0.044856,    -0.002225,
  1603.400,    -0.046321,    -0.048941,    -0.005275,
  1603.450,    -0.035180,    -0.057768,    -0.004299,
  1603.500,    -0.022069,    -0.061647,    -0.002479,
  1603.550,    -0.054901,    -0.072860,    -0.001466,
  1603.600,    -0.033440,    -0.050958,     0.003121,
  1603.650,    -0.034202,    -0.058043,     0.002639,
  1603.700,    -0.041254,    -0.046480,     0.005450,
  1603.750,    -0.039095,    -0.039911,     0.008738,
  1603.800,    -0.033475,    -0.055079,     0.019004,
  1603.850,    -0.041522,    -0.055890,     0.019463,
  1603.900,    -0.020496,    -0.060794,     0.023156,
  1603.950,    -0.032207,    -0.056321,     0.021282,
  1604.000,    -0.034055,    -0.053461,     0.021995,
  1604.050,    -0.027822,    -0.061511,     0.023111,
  1604.100,    -0.014190,    -0.073083,     0.017207,
  1604.150,    -0.019013,    -0.058812,     0.018027,
  1604.200,    -0.034871,    -0.056921,     0.011924,
  1604.250,    -0.031183,    -0.052816,     0.014290,
  1604.300,    -0.031034,    -0.051204,     0.010839,
  1604.350,    -0.045745,    -0.050098,     0.004098,
  1604.400,    -0.055445,    -0.051308,     0.002610,
  1604.450,    -0.039456,    -0.055452,    -0.001799,
  1604.500,    -0.027083,    -0.068069,    -0.000266,
  1604.550,    -0.038590,    -0.050001,    -0.002725,
  1604.600,    -0.042779,    -0.060544,    -0.003493,
  1604.650,    -0.040619,    -0.066102,     0.001608,
  1604.700,    -0.041379,    -0.067510,    -0.002075,
  1604.750,    -0.044226,    -0.069713,    -0.005383,
  1604.800,    -0.031276,    -0.075049,    -0.001107,
  1604.850,    -0.024817,    -0.068252,    -0.002330,
  1604.900,    -0.012150,    -0.068048,     0.008007,
  1604.950,    -0.014423,    -0.057182,     0.009251,
  1605.000,    -0.014091,    -0.074073,     0.006257,
  1605.050,    -0.013607,    -0.073767,     0.012107,
  1605.100,    -0.009346,    -0.058804,     0.013949,
  1605.150,    -0.021172,    -0.074817,     0.012558,
  1605.200,    -0.013287,    -0.054424,     0.018450,
  1605.250,    -0.013990,    -0.059604,     0.019110,
  1605.300,    -0.016128,    -0.073760,     0.020468,
  1605.350,    -0.012359,    -0.080658,     0.019132,
  1605.400,    -0.026898,    -0.064059,     0.017959,
  1605.450,    -0.006731,    -0.066206,     0.020500,
  1605.500,    -0.027401,    -0.061892,     0.013812,
  1605.550,     0.001141,    -0.056416,     0.016745,
  1605.600,    -0.034960,    -0.060449,     0.010953,
  1605.650,    -0.023347,    -0.062375,     0.008058,
  1605.700,    -0.023221,    -0.064690,     0.000180,
  1605.750,    -0.026493,    -0.067201,     0.006023,
  1605.800,    -0.039392,    -0.053317,     0.007008,
  1605.850,    -0.042925,    -0.075328,     0.002742,
  1605.900,    -0.041388,    -0.081720,    -0.000994,
  1605.950,    -0.018010,    -0.084957,    -0.001867,
  1606.000,    -0.027688,    -0.063255,    -0.004757,
  1606.050,    -0.043097,    -0.061329,    -0.002389,
  1606.100,    -0.040247,    -0.043735,    -0.003565,
  1606.150,    -0.046506,    -0.050841,    -0.000951,
  1606.200,    -0.049159,    -0.062682,     0.007701,
  1606.250,    -0.025995,    -0.048538,     0.002976,
  1606.300,    -0.027272,    -0.051206,     0.005966,
  1606.350,    -0.000678,    -0.056931,     0.008946,
  1606.400,    -0.014913,    -0.061721,     0.013325,
  1606.450,     0.002157,    -0.077838,     0.020756,
  1606.500,     0.000179,    -0.075351,     0.014123,
  1606.550,     0.005743,    -0.045355,     0.016531,
  1606.600,     0.021423,    -0.075436,     0.018836,
  1606.650,    -0.004322,    -0.075216,     0.017554,
  1606.700,    -0.004581,    -0.067222,     0.014982,
  1606.750,     0.019981,    -0.063340,     0.015483,
  1606.800,    -0.009121,    -0.069187,     0.019283,
  1606.850,    -0.008408,    -0.065506,     0.014320,
  1606.900,     0.006368,    -0.051772,     0.013546,
  1606.950,     0.002711,    -0.049198,     0.013222,
  1607.000,     0.000096,    -0.044549,     0.007341,
  1607.050,    -0.020571,    -0.057717,     0.006211,
  1607.100,    -0.021600,    -0.057853,     0.012552,
  1607.150,     0.003130,    -0.075347,     0.009177,
  1607.200,     0.002926,    -0.075670,     0.005414,
  1607.250,    -0.019176,    -0.067853,     0.001708,
  1607.300,    -0.012276,    -0.065862,    -0.002376,
  1607.350,    -0.014887,    -0.091792,     0.000183,
