Time_abs/ps, Signal 1/nA, Ref.signal 1/nA, Signal 2/nA, Ref.signal 2/nA
  1600.000,     0.004440,     0.007615,     0.003185,
  1600.050,    -0.000422,    -0.004646,    -0.003805,
  1600.100,     0.003785,     0.011497,    -0.001249,
  1600.150,     0.005314,    -0.005388,     0.004684,
  1600.200,    -0.013117,    -0.009079,    -0.002815,
  1600.250,    -0.001863,    -0.022884,     0.001750,
  1600.300,    -0.004837,    -0.011605,     0.002013,
  1600.350,    -0.017255,     0.000561,     0.004806,
  1600.400,     0.007972,     0.010459,     0.005129,
  1600.450,    -0.004757,     0.008771,     0.002485,
  1600.500,    -0.011783,    -0.000034,     0.007895,
  1600.550,    -0.020782,    -0.009125,     0.011519,
  1600.600,    -0.011413,    -0.021215,     0.003034,
  1600.650,    -0.026550,    -0.028924,     0.004498,
  1600.700,    -0.009058,    -0.024922,     0.000248,
  1600.750,    -0.020763,    -0.033412,     0.004276,
  1600.800,    -0.022164,    -0.027306,     0.000118,
  1600.850,    -0.019522,    -0.001638,     0.003726,
  1600.900,    -0.031733,    -0.017430,     0.004877,
  1600.950,    -0.025128,    -0.006954,    -0.004862,
  1601.000,    -0.018231,    -0.025601,     0.000492,
  1601.050,    -0.018536,    -0.025349,    -0.007992,
  1601.100,    -0.026403,    -0.009534,    -0.003444,
  1601.150,    -0.043476,    -0.028449,     0.007472,
  1601.200,    -0.033805,    -0.018410,     0.001834,
  1601.250,    -0.042375,    -0.022588,     0.001887,
  1601.300,    -0.017062,    -0.037640,     0.005446,
  1601.350,    -0.048230,    -0.024145,     0.000110,
  1601.400,    -0.036189,    -0.019708,     0.001337,
  1601.450,    -0.041044,    -0.036830,     0.000754,
  1601.500,    -0.026995,    -0.020360,     0.005223,
  1601.550,    -0.030442,    -0.021295,    -0.002955,
  1601.600,    -0.040951,    -0.019094,     0.000677,
  1601.650,    -0.048804,    -0.038961,     0.002232,
  1601.700,    -0.057295,    -0.039712,     0.002424,
  1601.750,    -0.066252,    -0.046448,     0.000151,
  1601.800,    -0.054727,    -0.049859,     0.004243,
  1601.850,    -0.072108,    -0.056273,     0.004410,
  1601.900,    -0.049013,    -0.066449,    -0.000824,
  1601.950,    -0.051003,    -0.072077,    -0.005969,
  1602.000,    -0.054258,    -0.063971,     0.000684,
  1602.050,    -0.062328,    -0.049452,    -0.000276,
  1602.100,    -0.076137,    -0.059367,    -0.000340,
  1602.150,    -0.069323,    -0.063293,     0.004230,
  1602.200,    -0.077655,    -0.057947,    -0.000939,
