Frequency/GHz, Amplitude rel. 1, Phase 1, Ref.Amplitude rel. 1, Ref.Phase 1, Amplitude rel. 2, Phase 2, Ref.Amplitude rel. 2, Ref.Phase 2
     0.0,  2.598108E-3,    -3.14159,  6.818399E-3,    -3.14159,  2.037744E-2,    -0.00000,          NaN,         NaN
     1.0,  5.311657E-3,    -2.81152,  1.373429E-2,    -2.98700,  4.068120E-2,     0.09322,          NaN,         NaN
     2.0,  5.642002E-3,    -2.49894,  1.402566E-2,    -2.83319,  4.046065E-2,     0.18616,          NaN,         NaN
     3.0,  6.147740E-3,    -2.21396,  1.450766E-2,    -2.68085,  4.009471E-2,     0.27857,          NaN,         NaN
     4.0,  6.782336E-3,    -1.95828,  1.517504E-2,    -2.53044,  3.958591E-2,     0.37015,          NaN,         NaN
     5.0,  7.503945E-3,    -1.72865,  1.602076E-2,    -2.38219,  3.893784E-2,     0.46060,          NaN,         NaN
     6.0,  8.279336E-3,    -1.52027,  1.703619E-2,    -2.23611,  3.815523E-2,     0.54957,          NaN,         NaN
     7.0,  9.083379E-3,    -1.32852,  1.821129E-2,    -2.09207,  3.724407E-2,     0.63670,          NaN,         NaN
     8.0,  9.897203E-3,    -1.14960,  1.953476E-2,    -1.94980,  3.621174E-2,     0.72155,          NaN,         NaN
     9.0,  1.070644E-2,    -0.98055,  2.099413E-2,    -1.80900,  3.506719E-2,     0.80364,          NaN,         NaN
    10.0,  1.149990E-2,    -0.81910,  2.257591E-2,    -1.66936,  3.382116E-2,     0.88240,          NaN,         NaN
    11.0,  1.226864E-2,    -0.66352,  2.426565E-2,    -1.53059,  3.248654E-2,     0.95716,          NaN,         NaN
    12.0,  1.300536E-2,    -0.51250,  2.604807E-2,    -1.39242,  3.107872E-2,     1.02713,          NaN,         NaN
    13.0,  1.370400E-2,    -0.36503,  2.790721E-2,    -1.25462,  2.961620E-2,     1.09139,          NaN,         NaN
    14.0,  1.435947E-2,    -0.22028,  2.982657E-2,    -1.11699,  2.812117E-2,     1.14885,          NaN,         NaN
    15.0,  1.496748E-2,    -0.07763,  3.178923E-2,    -0.97936,  2.662038E-2,     1.19825,          NaN,         NaN
    16.0,  1.552439E-2,     0.06345,  3.377806E-2,    -0.84160,  2.514607E-2,     1.23822,          NaN,         NaN
    17.0,  1.602721E-2,     0.20339,  3.577586E-2,    -0.70358,  2.373682E-2,     1.26729,          NaN,         NaN
    18.0,  1.647348E-2,     0.34256,  3.776558E-2,    -0.56519,  2.243820E-2,     1.28414,          NaN,         NaN
    19.0,  1.686127E-2,     0.48128,  3.973047E-2,    -0.42636,  2.130238E-2,     1.28786,          NaN,         NaN
    20.0,  1.718916E-2,     0.61982,  4.165423E-2,    -0.28700,  2.038597E-2,     1.27848,          NaN,         NaN
    21.0,  1.745624E-2,     0.75844,  4.352127E-2,    -0.14704,  1.974515E-2,     1.25742,          NaN,         NaN
