Time_abs/ps, Signal 1/nA, Ref.signal 1/nA, Signal 2/nA, Ref.signal 2/nA
  1600.000,     0.020285,     0.007615,     0.007941,
  1600.050,     0.001743,    -0.004646,     0.002018,
  1600.100,     0.000261,     0.011497,    -0.005237,
  1600.150,    -0.008121,    -0.005388,     0.000649,
  1600.200,    -0.014167,    -0.009079,    -0.005371,
  1600.250,     0.006603,    -0.022884,    -0.001495,
  1600.300,    -0.000841,    -0.011605,    -0.003504,
  1600.350,    -0.002667,     0.000561,    -0.002834,
  1600.400,    -0.018381,     0.010459,    -0.001571,
  1600.450,    -0.019918,     0.008771,    -0.002855,
  1600.500,    -0.033771,    -0.000034,    -0.003905,
  1600.550,    -0.001417,    -0.009125,    -0.005494,
  1600.600,    -0.032253,    -0.021215,    -0.000484,
  1600.650,    -0.034428,    -0.028924,     0.000891,
  1600.700,    -0.000397,    -0.024922,    -0.001881,
  1600.750,    -0.032081,    -0.033412,    -0.001856,
  1600.800,    -0.005390,    -0.027306,    -0.000524,
  1600.850,    -0.026547,    -0.001638,     0.001917,
  1600.900,    -0.025799,    -0.017430,    -0.004690,
  1600.950,    -0.017232,    -0.006954,     0.005451,
  1601.000,    -0.004130,    -0.025601,    -0.000123,
  1601.050,    -0.030957,    -0.025349,     0.008556,
  1601.100,    -0.021738,    -0.009534,     0.001099,
  1601.150,    -0.013225,    -0.028449,     0.003401,
  1601.200,    -0.022629,    -0.018410,     0.004983,
  1601.250,    -0.018612,    -0.022588,     0.006015,
  1601.300,    -0.013831,    -0.037640,     0.009302,
  1601.350,    -0.034309,    -0.024145,     0.002704,
  1601.400,    -0.026783,    -0.019708,    -0.000456,
  1601.450,    -0.027874,    -0.036830,    -0.001505,
  1601.500,    -0.030607,    -0.020360,     0.000369,
  1601.550,    -0.027482,    -0.021295,    -0.002463,
  1601.600,    -0.015996,    -0.019094,    -0.004074,
  1601.650,    -0.019615,    -0.038961,    -0.003624,
  1601.700,    -0.032279,    -0.039712,     0.000790,
  1601.750,    -0.019180,    -0.046448,    -0.002706,
  1601.800,    -0.010407,    -0.049859,     0.001145,
  1601.850,    -0.024788,    -0.056273,     0.006772,
  1601.900,    -0.027817,    -0.066449,     0.001402,
