Time_abs/ps, Signal 1/nA, Ref.signal 1/nA, Signal 2/nA, Ref.signal 2/nA
  1600.000,     0.005600,     0.007615,     0.005384,
  1600.050,     0.014084,    -0.004646,     0.004523,
  1600.100,     0.013505,     0.011497,    -0.004746,
  1600.150,    -0.021990,    -0.005388,    -0.002590,
  1600.200,    -0.011200,    -0.009079,    -0.002571,
  1600.250,    -0.019760,    -0.022884,    -0.003349,
  1600.300,    -0.029016,    -0.011605,    -0.005423,
  1600.350,    -0.041738,     0.000561,    -0.005859,
  1600.400,    -0.025626,     0.010459,    -0.005809,
  1600.450,    -0.032127,     0.008771,    -0.010347,
  1600.500,    -0.006881,    -0.000034,    -0.009667,
  1600.550,    -0.029964,    -0.009125,    -0.009827,
  1600.600,    -0.019758,    -0.021215,    -0.010760,
  1600.650,    -0.029196,    -0.028924,    -0.011830,
  1600.700,    -0.035453,    -0.024922,    -0.010110,
  1600.750,    -0.024692,    -0.033412,    -0.014082,
  1600.800,    -0.051356,    -0.027306,    -0.011021,
  1600.850,    -0.029629,    -0.001638,    -0.013567,
  1600.900,    -0.014908,    -0.017430,    -0.008664,
  1600.950,    -0.018865,    -0.006954,    -0.000918,
  1601.000,    -0.018641,    -0.025601,    -0.006524,
  1601.050,    -0.033029,    -0.025349,     0.006310,
  1601.100,    -0.004997,    -0.009534,    -0.005251,
  1601.150,    -0.011876,    -0.028449,     0.004617,
  1601.200,    -0.010234,    -0.018410,     0.009742,
  1601.250,    -0.002816,    -0.022588,     0.005007,
  1601.300,    -0.031198,    -0.037640,     0.006063,
  1601.350,     0.002096,    -0.024145,     0.009461,
  1601.400,    -0.011166,    -0.019708,     0.004829,
  1601.450,     0.003186,    -0.036830,     0.010399,
  1601.500,     0.010426,    -0.020360,     0.004972,
  1601.550,     0.005211,    -0.021295,     0.004242,
  1601.600,     0.000442,    -0.019094,     0.001050,
  1601.650,     0.010997,    -0.038961,     0.004932,
  1601.700,    -0.003773,    -0.039712,     0.007085,
  1601.750,     0.008887,    -0.046448,     0.005205,
  1601.800,     0.000097,    -0.049859,    -0.000935,
  1601.850,    -0.001512,    -0.056273,     0.004185,
  1601.900,    -0.002417,    -0.066449,     0.003015,
  1601.950,    -0.009185,    -0.072077,    -0.003386,
  1602.000,    -0.025883,    -0.063971,    -0.004601,
  1602.050,    -0.004637,    -0.049452,    -0.006494,
  1602.100,    -0.030042,    -0.059367,    -0.012250,
  1602.150,    -0.029349,    -0.063293,    -0.007295,
  1602.200,    -0.060693,    -0.057947,    -0.014561,
  1602.250,    -0.015203,    -0.047525,    -0.013169,
  1602.300,    -0.032027,    -0.066134,    -0.018085,
  1602.350,    -0.024943,    -0.074133,    -0.017394,
  1602.400,    -0.040254,    -0.077379,    -0.013720,
  1602.450,    -0.035697,    -0.060169,    -0.018919,
  1602.500,    -0.044269,    -0.080268,    -0.014880,
  1602.550,    -0.034254,    -0.067907,    -0.018926,
  1602.600,    -0.037327,    -0.099132,    -0.011643,
  1602.650,    -0.029157,    -0.079462,    -0.012263,
  1602.700,    -0.037220,    -0.061615,    -0.011373,
  1602.750,    -0.027200,    -0.055587,    -0.013179,
  1602.800,    -0.031270,    -0.049285,    -0.005097,
  1602.850,    -0.027214,    -0.061351,    -0.005738,
  1602.900,    -0.045486,    -0.051576,    -0.007989,
  1602.950,    -0.039833,    -0.030425,    -0.001376,
  1603.000,    -0.012547,    -0.045516,     0.005805,
  1603.050,    -0.009462,    -0.046597,     0.005606,
  1603.100,    -0.017548,    -0.041525,     0.003572,
  1603.150,    -0.026519,    -0.058770,     0.002581,
  1603.200,    -0.022701,    -0.067038,     0.002798,
  1603.250,    -0.017187,    -0.060943,     0.005451,
  1603.300,    -0.007037,    -0.046130,     0.015201,
  1603.350,    -0.023522,    -0.044856,     0.006667,
  1603.400,     0.004393,    -0.048941,     0.008848,
  1603.450,    -0.011086,    -0.057768,     0.015130,
  1603.500,    -0.007367,    -0.061647,     0.009130,
  1603.550,     0.005108,    -0.072860,     0.010536,
  1603.600,    -0.008466,    -0.050958,     0.013302,
  1603.650,     0.004242,    -0.058043,     0.008856,
  1603.700,     0.007857,    -0.046480,     0.005817,
  1603.750,    -0.004196,    -0.039911,     0.007924,
  1603.800,    -0.007222,    -0.055079,     0.007149,
  1603.850,     0.001213,    -0.055890,     0.000132,
  1603.900,    -0.019905,    -0.060794,    -0.003576,
  1603.950,    -0.003571,    -0.056321,    -0.001361,
  1604.000,    -0.029710,    -0.053461,    -0.002863,
  1604.050,    -0.032163,    -0.061511,    -0.006912,
  1604.100,    -0.033578,    -0.073083,    -0.003348,
  1604.150,    -0.007952,    -0.058812,    -0.008365,
  1604.200,    -0.018139,    -0.056921,    -0.008697,
  1604.250,    -0.006996,    -0.052816,    -0.006315,
  1604.300,    -0.037188,    -0.051204,    -0.012873,
  1604.350,    -0.029094,    -0.050098,    -0.015342,
  1604.400,    -0.020623,    -0.051308,    -0.017234,
  1604.450,    -0.012416,    -0.055452,    -0.019226,
  1604.500,    -0.023870,    -0.068069,    -0.011452,
  1604.550,    -0.043802,    -0.050001,    -0.012319,
  1604.600,    -0.044304,    -0.060544,    -0.013068,
  1604.650,    -0.054618,    -0.066102,    -0.015613,
  1604.700,    -0.019138,    -0.067510,    -0.016642,
  1604.750,    -0.034148,    -0.069713,    -0.008899,
  1604.800,    -0.012002,    -0.075049,    -0.010678,
  1604.850,    -0.024548,    -0.068252,    -0.009908,
  1604.900,    -0.001451,    -0.068048,    -0.005724,
  1604.950,    -0.015178,    -0.057182,    -0.010561,
  1605.000,    -0.001279,    -0.074073,    -0.005537,
  1605.050,     0.001549,    -0.073767,    -0.000054,
  1605.100,    -0.016707,    -0.058804,    -0.002367,
  1605.150,    -0.000303,    -0.074817,    -0.004777,
  1605.200,    -0.013884,    -0.054424,    -0.004867,
  1605.250,    -0.004148,    -0.059604,     0.003289,
  1605.300,    -0.002183,    -0.073760,     0.000547,
  1605.350,    -0.005425,    -0.080658,     0.001892,
  1605.400,    -0.006976,    -0.064059,     0.008639,
  1605.450,     0.010894,    -0.066206,     0.003377,
  1605.500,    -0.006673,    -0.061892,     0.002991,
  1605.550,     0.007300,    -0.056416,     0.010787,
  1605.600,     0.017596,    -0.060449,     0.007056,
  1605.650,     0.012237,    -0.062375,     0.005776,
  1605.700,    -0.013358,    -0.064690,     0.012465,
  1605.750,    -0.001643,    -0.067201,     0.006163,
  1605.800,     0.012479,    -0.053317,     0.005986,
  1605.850,     0.014685,    -0.075328,     0.009863,
  1605.900,    -0.010577,    -0.081720,     0.006626,
  1605.950,    -0.001570,    -0.084957,     0.001754,
  1606.000,    -0.002056,    -0.063255,     0.000826,
  1606.050,     0.005349,    -0.061329,     0.001985,
  1606.100,     0.002173,    -0.043735,     0.001176,
  1606.150,    -0.007462,    -0.050841,    -0.001208,
  1606.200,    -0.018453,    -0.062682,    -0.000060,
  1606.250,    -0.009363,    -0.048538,    -0.000990,
  1606.300,    -0.027340,    -0.051206,    -0.003529,
  1606.350,    -0.010197,    -0.056931,    -0.004709,
  1606.400,    -0.007609,    -0.061721,    -0.002387,
  1606.450,    -0.002862,    -0.077838,    -0.004689,
  1606.500,    -0.001459,    -0.075351,    -0.009562,
  1606.550,     0.001183,    -0.045355,    -0.010644,
  1606.600,    -0.006385,    -0.075436,    -0.009773,
  1606.650,    -0.001195,    -0.075216,    -0.009484,
  1606.700,     0.023319,    -0.067222,    -0.009887,
  1606.750,     0.007410,    -0.063340,    -0.010184,
  1606.800,    -0.004608,    -0.069187,    -0.010249,
  1606.850,    -0.000229,    -0.065506,    -0.013141,
  1606.900,    -0.016636,    -0.051772,    -0.011304,
  1606.950,    -0.007991,    -0.049198,    -0.011489,
  1607.000,     0.010098,    -0.044549,    -0.014224,
  1607.050,    -0.011733,    -0.057717,    -0.009868,
  1607.100,    -0.015359,    -0.057853,    -0.013041,
  1607.150,    -0.017031,    -0.075347,    -0.007385,
  1607.200,     0.006022,    -0.075670,    -0.009065,
  1607.250,     0.004507,    -0.067853,    -0.007519,
  1607.300,     0.012845,    -0.065862,    -0.008959,
  1607.350,     0.000371,    -0.091792,    -0.011408,
  1607.400,     0.017728,    -0.095613,    -0.007475,
