Time_abs/ps, Signal 1/nA, Signal 2/nA
  1610.000,     0.003285,    -0.001140
  1610.050,    -0.003617,    -0.001471
  1610.100,     0.001064,    -0.000170
  1610.150,     0.000744,     0.000280
  1610.200,    -0.001476,     0.002501
  1610.250,    -0.000277,     0.001937
  1610.300,     0.002486,     0.000884
  1610.350,    -0.005025,     0.001414
  1610.400,    -0.001659,     0.001377
  1610.450,    -0.002147,    -0.000553
  1610.500,    -0.001416,     0.000060
  1610.550,    -0.006544,    -0.002156
  1610.600,    -0.000270,     0.000035
  1610.650,    -0.000966,    -0.000934
  1610.700,    -0.000741,    -0.000215
  1610.750,    -0.002319,    -0.000557
  1610.800,    -0.004216,     0.001791
  1610.850,    -0.007926,     0.001055
  1610.900,    -0.015415,     0.000907
  1610.950,    -0.015887,     0.001496
  1611.000,    -0.027830,    -0.000831
  1611.050,    -0.035226,     0.000969
  1611.100,    -0.040185,     0.000048
  1611.150,    -0.041816,    -0.001509
  1611.200,    -0.042324,    -0.002206
  1611.250,    -0.036317,    -0.001508
  1611.300,    -0.033183,    -0.001909
  1611.350,    -0.033166,     0.000590
  1611.400,    -0.032411,     0.000915
  1611.450,    -0.036643,     0.001080
  1611.500,    -0.037366,     0.000758
  1611.550,    -0.037525,     0.000707
  1611.600,    -0.046609,    -0.001121
  1611.650,    -0.049007,     0.000274
  1611.700,    -0.053626,    -0.000962
  1611.750,    -0.061613,     0.001254
  1611.800,    -0.067257,     0.001205
  1611.850,    -0.072848,     0.000605
  1611.900,    -0.080195,    -0.001716
  1611.950,    -0.076342,    -0.002201
  1612.000,    -0.070097,    -0.000433
  1612.050,    -0.079807,    -0.000596
  1612.100,    -0.076949,     0.000850
  1612.150,    -0.074978,     0.002628
  1612.200,    -0.075407,     0.001499
  1612.250,    -0.072066,     0.000152
  1612.300,    -0.077298,     0.002664
  1612.350,    -0.071960,     0.000356
  1612.400,    -0.073022,     0.000969
  1612.450,    -0.075433,     0.000027
  1612.500,    -0.077064,    -0.001402
  1612.550,    -0.080017,    -0.000316
  1612.600,    -0.072815,    -0.001185
  1612.650,    -0.067057,    -0.002208
  1612.700,    -0.077093,    -0.000775
  1612.750,    -0.070693,    -0.001466
  1612.800,    -0.067554,    -0.000301
  1612.850,    -0.068028,    -0.000024
  1612.900,    -0.063816,     0.000367
  1612.950,    -0.060512,     0.000944
  1613.000,    -0.059041,     0.000985
  1613.050,    -0.052153,     0.000998
  1613.100,    -0.055248,     0.000237
  1613.150,    -0.052302,    -0.000848
  1613.200,    -0.040778,     0.000806
  1613.250,    -0.036696,     0.000077
  1613.300,    -0.036167,    -0.000514
  1613.350,    -0.025110,    -0.000743
  1613.400,    -0.018327,    -0.000281
  1613.450,    -0.011257,    -0.000271
  1613.500,    -0.005820,     0.000249
  1613.550,     0.012203,     0.000704
  1613.600,     0.025328,     0.000169
  1613.650,     0.043341,     0.002130
  1613.700,     0.059694,     0.001182
  1613.750,     0.077561,     0.001754
  1613.800,     0.107539,     0.001259
  1613.850,     0.136991,     0.000079
  1613.900,     0.161314,     0.000784
  1613.950,     0.193178,    -0.000238
  1614.000,     0.205563,    -0.000778
  1614.050,     0.208561,    -0.001548
  1614.100,     0.176423,    -0.001416
  1614.150,     0.101438,    -0.000876
  1614.200,    -0.028224,    -0.000526
  1614.250,    -0.217559,    -0.000503
  1614.300,    -0.456548,    -0.000449
  1614.350,    -0.730509,    -0.000944
  1614.400,    -0.992528,     0.001294
  1614.450,    -1.209849,     0.000624
  1614.500,    -1.326888,     0.001578
  1614.550,    -1.322229,     0.001093
  1614.600,    -1.194593,     0.000286
  1614.650,    -0.989231,    -0.000295
  1614.700,    -0.750796,     0.000358
  1614.750,    -0.507949,    -0.000505
  1614.800,    -0.289000,    -0.000623
  1614.850,    -0.097003,     0.000385
  1614.900,     0.046571,    -0.000862
  1614.950,     0.138078,    -0.000181
  1615.000,     0.170788,     0.000109
  1615.050,     0.161240,    -0.000441
  1615.100,     0.123222,    -0.000491
  1615.150,     0.077087,     0.000830
  1615.200,     0.021393,    -0.000246
  1615.250,    -0.042917,     0.000204
  1615.300,    -0.098496,    -0.000016
  1615.350,    -0.137487,     0.000497
  1615.400,    -0.163104,     0.000245
  1615.450,    -0.186875,     0.001104
  1615.500,    -0.196009,     0.000971
  1615.550,    -0.212743,     0.000214
  1615.600,    -0.232413,     0.000219
  1615.650,    -0.250343,     0.000117
  1615.700,    -0.272350,    -0.000509
  1615.750,    -0.294717,     0.000299
  1615.800,    -0.309633,    -0.000203
  1615.850,    -0.326648,     0.000757
  1615.900,    -0.337791,     0.000663
  1615.950,    -0.340787,     0.001039
  1616.000,    -0.344736,     0.000733
  1616.050,    -0.337698,    -0.000296
  1616.100,    -0.329243,    -0.001221
  1616.150,    -0.318549,    -0.001128
  1616.200,    -0.317781,     0.000052
  1616.250,    -0.314233,     0.000461
  1616.300,    -0.315290,     0.000286
  1616.350,    -0.321119,    -0.000071
  1616.400,    -0.322268,     0.000876
  1616.450,    -0.325137,     0.001076
  1616.500,    -0.332890,     0.001605
  1616.550,    -0.335979,     0.001119
  1616.600,    -0.337506,     0.000156
  1616.650,    -0.338022,     0.000744
  1616.700,    -0.348619,     0.000777
  1616.750,    -0.352433,    -0.000384
  1616.800,    -0.363395,     0.000464
  1616.850,    -0.384755,     0.000651
  1616.900,    -0.420365,     0.000374
  1616.950,    -0.458513,    -0.001761
  1617.000,    -0.507259,    -0.000575
  1617.050,    -0.566457,    -0.000183
  1617.100,    -0.613467,    -0.001681
  1617.150,    -0.641086,    -0.001064
  1617.200,    -0.637323,     0.001211
  1617.250,    -0.604849,     0.001138
  1617.300,    -0.543752,     0.000549
  1617.350,    -0.471868,     0.001321
  1617.400,    -0.408372,     0.001745
  1617.450,    -0.359800,     0.000997
  1617.500,    -0.333732,     0.000922
  1617.550,    -0.330032,     0.001231
  1617.600,    -0.340895,     0.000158
  1617.650,    -0.363702,     0.000676
  1617.700,    -0.400604,    -0.000094
  1617.750,    -0.444419,     0.000611
  1617.800,    -0.480223,    -0.000679
  1617.850,    -0.502858,    -0.001039
  1617.900,    -0.518969,    -0.001047
  1617.950,    -0.522727,    -0.000924
  1618.000,    -0.514594,    -0.000803
  1618.050,    -0.501679,    -0.000503
  1618.100,    -0.481267,     0.001287
  1618.150,    -0.460561,     0.001031
  1618.200,    -0.431794,     0.001598
  1618.250,    -0.410426,     0.002247
  1618.300,    -0.389593,     0.001392
  1618.350,    -0.360015,    -0.000156
  1618.400,    -0.322745,     0.000759
  1618.450,    -0.284359,     0.000546
  1618.500,    -0.232119,     0.000159
  1618.550,    -0.167545,    -0.000376
  1618.600,    -0.089621,    -0.000181
  1618.650,    -0.000340,    -0.001286
  1618.700,     0.099058,    -0.001795
  1618.750,     0.195469,     0.000584
  1618.800,     0.283848,    -0.000700
  1618.850,     0.332355,    -0.002289
  1618.900,     0.316146,    -0.000637
  1618.950,     0.172126,     0.000166
  1619.000,    -0.187331,     0.000005
  1619.050,    -0.842378,     0.000407
  1619.100,    -1.870991,     0.000578
  1619.150,    -3.316917,     0.001175
  1619.200,    -5.123865,     0.001142
  1619.250,    -7.040040,     0.000205
  1619.300,    -8.663546,     0.000932
  1619.350,    -9.511052,     0.001105
  1619.400,    -9.156200,    -0.000336
  1619.450,    -7.427482,    -0.000095
  1619.500,    -4.543454,     0.000140
  1619.550,    -1.056516,     0.000033
  1619.600,     2.299983,    -0.000828
  1619.650,     4.940367,    -0.000119
  1619.700,     6.607840,     0.000035
  1619.750,     7.288423,     0.001075
  1619.800,     7.125527,     0.000581
  1619.850,     6.237563,    -0.000313
  1619.900,     4.769637,     0.001161
  1619.950,     2.977383,     0.001096
  1620.000,     1.233593,    -0.000123
  1620.050,    -0.149696,     0.000435
  1620.100,    -1.038124,     0.000235
  1620.150,    -1.501733,     0.000208
  1620.200,    -1.672790,    -0.000728
  1620.250,    -1.589968,    -0.000834
  1620.300,    -1.256248,     0.000027
  1620.350,    -0.751884,    -0.000856
  1620.400,    -0.228211,    -0.001543
  1620.450,     0.192741,     0.000474
  1620.500,     0.452509,     0.000418
  1620.550,     0.600924,     0.000165
  1620.600,     0.706894,     0.001936
  1620.650,     0.812694,     0.002256
  1620.700,     0.952644,     0.002395
  1620.750,     1.163135,     0.002066
  1620.800,     1.481543,     0.001684
  1620.850,     1.918116,     0.001478
  1620.900,     2.485120,     0.000572
  1620.950,     3.179397,    -0.000423
  1621.000,     3.964942,    -0.000607
  1621.050,     4.808595,    -0.000561
  1621.100,     5.678829,    -0.000740
  1621.150,     6.577212,    -0.001427
  1621.200,     7.518799,    -0.000731
  1621.250,     8.529878,    -0.000401
  1621.300,     9.626070,    -0.001087
  1621.350,    10.843059,    -0.001715
  1621.400,    12.231394,    -0.000815
  1621.450,    13.832280,     0.000228
  1621.500,    15.686703,    -0.000573
  1621.550,    17.813259,    -0.000003
  1621.600,    20.234436,    -0.001894
  1621.650,    22.961912,    -0.002484
  1621.700,    26.019050,    -0.000611
  1621.750,    29.430100,    -0.003404
  1621.800,    33.221578,    -0.005934
  1621.850,    37.444331,    -0.006305
  1621.900,    42.109254,    -0.004831
  1621.950,    47.173745,    -0.006254
  1622.000,    52.531798,    -0.008131
  1622.050,    57.995130,    -0.007670
  1622.100,    63.197326,    -0.006628
  1622.150,    67.478653,    -0.004292
  1622.200,    69.728868,    -0.001459
  1622.250,    68.147036,     0.001977
  1622.300,    60.057335,     0.005220
  1622.350,    41.811379,     0.010000
  1622.400,     8.923204,     0.015716
  1622.450,   -43.173274,     0.022205
  1622.500,  -117.395478,     0.027011
  1622.550,  -212.806135,     0.029226
  1622.600,  -322.293261,     0.027987
  1622.650,  -431.299714,     0.024788
  1622.700,  -518.812050,     0.019060
  1622.750,  -561.293117,     0.013215
  1622.800,  -540.558570,     0.010807
  1622.850,  -452.951234,     0.013278
  1622.900,  -313.107086,     0.018384
  1622.950,  -147.866987,     0.019909
  1623.000,    15.645337,     0.015477
  1623.050,   158.852446,     0.010521
  1623.100,   272.234356,     0.003339
  1623.150,   350.598947,    -0.003129
  1623.200,   389.782202,    -0.009376
  1623.250,   388.257154,    -0.012780
  1623.300,   351.445589,    -0.013496
  1623.350,   292.583969,    -0.015571
  1623.400,   226.978468,    -0.015679
  1623.450,   164.695331,    -0.014800
  1623.500,   108.989636,    -0.012875
  1623.550,    60.844033,    -0.010535
  1623.600,    23.102570,    -0.010248
  1623.650,    -0.818933,    -0.007825
  1623.700,   -10.957675,    -0.005829
  1623.750,   -11.877495,    -0.003627
  1623.800,    -9.379361,    -0.003449
  1623.850,    -7.043149,    -0.002782
  1623.900,    -6.026503,    -0.001784
  1623.950,    -6.636162,    -0.000775
  1624.000,    -8.858696,    -0.000573
  1624.050,   -12.114561,    -0.000715
  1624.100,   -15.454917,     0.000125
  1624.150,   -17.984726,    -0.000246
  1624.200,   -18.749914,    -0.000849
  1624.250,   -16.869373,    -0.000379
  1624.300,   -12.294906,     0.000073
  1624.350,    -6.194633,    -0.000015
  1624.400,    -0.185242,    -0.000243
  1624.450,     4.552836,     0.000064
  1624.500,     7.406179,    -0.000404
  1624.550,     8.282822,    -0.000713
  1624.600,     7.542548,     0.000535
  1624.650,     5.623003,     0.000391
  1624.700,     2.846801,    -0.000134
  1624.750,    -0.233717,    -0.000074
  1624.800,    -2.617281,    -0.000160
  1624.850,    -3.564291,    -0.000724
  1624.900,    -3.085973,     0.000514
  1624.950,    -1.523031,     0.000632
  1625.000,     0.812861,     0.001889
  1625.050,     3.338479,     0.001148
  1625.100,     5.351757,     0.001167
  1625.150,     6.773386,     0.000774
  1625.200,     7.967167,     0.000152
  1625.250,     8.921534,    -0.000355
  1625.300,     9.163765,    -0.000465
  1625.350,     8.479454,    -0.001471
  1625.400,     7.076274,    -0.001372
  1625.450,     5.358817,    -0.001522
  1625.500,     3.808010,    -0.000704
  1625.550,     2.660906,    -0.000781
  1625.600,     1.713090,    -0.000237
  1625.650,     0.719836,    -0.000515
  1625.700,    -0.250008,     0.000590
  1625.750,    -1.262248,     0.002142
  1625.800,    -2.834605,     0.002750
  1625.850,    -5.297048,     0.002151
  1625.900,    -8.280151,     0.002283
  1625.950,   -11.101685,     0.003265
  1626.000,   -13.398647,     0.002126
  1626.050,   -15.130453,     0.000994
  1626.100,   -16.244584,     0.001204
  1626.150,   -16.327783,     0.002566
  1626.200,   -14.737719,     0.001219
  1626.250,   -11.184799,     0.000004
  1626.300,    -6.220219,    -0.000944
  1626.350,    -1.017056,    -0.000573
  1626.400,     3.211775,    -0.000598
  1626.450,     5.674709,    -0.000515
  1626.500,     6.302068,    -0.000369
  1626.550,     5.583815,     0.000337
  1626.600,     4.124705,     0.001072
  1626.650,     2.419446,     0.001079
  1626.700,     0.858529,     0.000578
  1626.750,    -0.213306,     0.001107
  1626.800,    -0.495514,     0.001372
  1626.850,     0.061531,     0.002142
  1626.900,     1.008920,     0.001312
  1626.950,     1.630830,     0.002098
  1627.000,     1.562662,     0.001097
  1627.050,     0.970887,     0.001392
  1627.100,     0.110913,     0.001771
  1627.150,    -0.846877,     0.000379
  1627.200,    -1.754152,     0.000049
