Time_abs/ps, Signal 1/nA, Signal 2/nA
  1610.000,     0.009856,    -0.001304
  1610.050,     0.004645,    -0.000837
  1610.100,    -0.000166,     0.001223
  1610.150,    -0.005781,     0.000324
  1610.200,    -0.008554,     0.000594
  1610.250,    -0.011976,     0.001180
  1610.300,    -0.016336,    -0.001188
  1610.350,    -0.019664,    -0.002073
  1610.400,    -0.012684,    -0.003093
  1610.450,    -0.020004,    -0.001258
  1610.500,    -0.025163,    -0.001173
  1610.550,    -0.029867,    -0.002561
  1610.600,    -0.029182,    -0.001037
  1610.650,    -0.038567,    -0.001462
  1610.700,    -0.040250,    -0.000438
  1610.750,    -0.055546,     0.001471
  1610.800,    -0.059172,    -0.000547
  1610.850,    -0.067770,    -0.000276
  1610.900,    -0.070819,     0.000856
  1610.950,    -0.071916,    -0.000718
  1611.000,    -0.067384,    -0.000265
  1611.050,    -0.077527,    -0.000875
  1611.100,    -0.077053,    -0.000744
  1611.150,    -0.077331,    -0.001526
  1611.200,    -0.085336,    -0.002354
  1611.250,    -0.084047,    -0.000965
  1611.300,    -0.092567,    -0.004309
  1611.350,    -0.096988,    -0.001819
  1611.400,    -0.107196,    -0.002570
  1611.450,    -0.109387,    -0.001565
  1611.500,    -0.115787,    -0.000868
  1611.550,    -0.123142,    -0.000182
  1611.600,    -0.123242,     0.001015
  1611.650,    -0.128659,     0.000414
  1611.700,    -0.128895,     0.002059
  1611.750,    -0.134805,     0.000556
  1611.800,    -0.136325,     0.001063
  1611.850,    -0.135811,     0.000808
  1611.900,    -0.140617,     0.000374
  1611.950,    -0.145136,    -0.000302
  1612.000,    -0.142250,    -0.001931
  1612.050,    -0.150474,    -0.000871
  1612.100,    -0.159903,    -0.002572
  1612.150,    -0.161635,    -0.001839
  1612.200,    -0.169137,    -0.002233
  1612.250,    -0.176197,    -0.001293
  1612.300,    -0.183577,    -0.001997
  1612.350,    -0.190148,    -0.001980
  1612.400,    -0.197637,    -0.001830
  1612.450,    -0.199123,    -0.001602
  1612.500,    -0.208389,    -0.001190
  1612.550,    -0.212805,    -0.000506
  1612.600,    -0.216634,    -0.000521
  1612.650,    -0.217586,     0.000907
  1612.700,    -0.220459,     0.000706
  1612.750,    -0.223353,    -0.000255
  1612.800,    -0.213283,     0.000346
  1612.850,    -0.215752,     0.000653
  1612.900,    -0.214005,    -0.000015
  1612.950,    -0.203143,     0.000252
  1613.000,    -0.193927,    -0.000934
  1613.050,    -0.178705,    -0.001547
  1613.100,    -0.165212,    -0.001746
  1613.150,    -0.152572,    -0.002432
  1613.200,    -0.131025,    -0.002903
  1613.250,    -0.108663,    -0.002383
  1613.300,    -0.088941,    -0.003663
  1613.350,    -0.069954,    -0.002323
  1613.400,    -0.048929,    -0.001813
  1613.450,    -0.026667,    -0.001608
  1613.500,    -0.008332,    -0.000795
  1613.550,     0.021463,    -0.000164
  1613.600,     0.055606,     0.000759
  1613.650,     0.092329,     0.001589
  1613.700,     0.121533,     0.001076
  1613.750,     0.149419,     0.000920
  1613.800,     0.172350,     0.001547
  1613.850,     0.159368,     0.002369
  1613.900,     0.117545,    -0.000919
  1613.950,     0.025205,    -0.000441
  1614.000,    -0.132858,     0.000814
  1614.050,    -0.333594,    -0.001080
  1614.100,    -0.572835,    -0.000948
  1614.150,    -0.817538,    -0.002997
  1614.200,    -1.021406,    -0.001626
  1614.250,    -1.141303,    -0.001187
  1614.300,    -1.131803,    -0.002602
  1614.350,    -1.000095,    -0.004003
  1614.400,    -0.769606,    -0.001154
  1614.450,    -0.489673,    -0.001147
  1614.500,    -0.212968,    -0.001653
  1614.550,     0.061375,    -0.000915
  1614.600,     0.299899,    -0.001789
  1614.650,     0.495205,    -0.000292
  1614.700,     0.634268,    -0.000699
  1614.750,     0.707122,    -0.000402
  1614.800,     0.734128,     0.000163
  1614.850,     0.727082,     0.000866
  1614.900,     0.699974,     0.000489
  1614.950,     0.661082,     0.001209
  1615.000,     0.616099,     0.000860
  1615.050,     0.568566,     0.000242
  1615.100,     0.523267,    -0.000308
  1615.150,     0.486976,    -0.001129
  1615.200,     0.460224,    -0.000597
  1615.250,     0.430149,    -0.001234
  1615.300,     0.395375,    -0.001195
  1615.350,     0.353130,    -0.003019
  1615.400,     0.307209,    -0.003025
  1615.450,     0.247255,    -0.002120
  1615.500,     0.182077,    -0.003176
  1615.550,     0.117761,    -0.002190
  1615.600,     0.055968,    -0.003008
  1615.650,     0.002332,    -0.001985
  1615.700,    -0.043078,    -0.000837
  1615.750,    -0.074474,    -0.001763
  1615.800,    -0.088318,     0.000023
  1615.850,    -0.096219,    -0.000050
  1615.900,    -0.092356,    -0.001173
  1615.950,    -0.082736,     0.000602
  1616.000,    -0.070480,     0.000729
  1616.050,    -0.051424,     0.000487
  1616.100,    -0.031323,     0.000164
  1616.150,    -0.007324,     0.001317
  1616.200,     0.016591,     0.000293
  1616.250,     0.045097,     0.000908
  1616.300,     0.086253,     0.000111
  1616.350,     0.127834,    -0.001613
  1616.400,     0.180930,    -0.000909
  1616.450,     0.234708,    -0.001365
  1616.500,     0.296490,    -0.001771
  1616.550,     0.364633,    -0.001193
  1616.600,     0.417624,    -0.001581
  1616.650,     0.472799,    -0.001489
  1616.700,     0.517968,    -0.002636
  1616.750,     0.551685,    -0.001197
  1616.800,     0.576682,    -0.002079
  1616.850,     0.597949,    -0.002662
  1616.900,     0.625556,    -0.002588
  1616.950,     0.669747,    -0.001232
  1617.000,     0.727782,    -0.001445
  1617.050,     0.797527,    -0.001751
  1617.100,     0.874205,    -0.000878
  1617.150,     0.931407,    -0.000030
  1617.200,     0.952370,     0.000048
  1617.250,     0.934681,    -0.000112
  1617.300,     0.877034,     0.000891
  1617.350,     0.768581,     0.001130
  1617.400,     0.606949,     0.000962
  1617.450,     0.407293,     0.001571
  1617.500,     0.173359,     0.002070
  1617.550,    -0.091273,     0.001266
  1617.600,    -0.354559,    -0.000195
  1617.650,    -0.613463,    -0.000203
  1617.700,    -0.865005,    -0.000770
  1617.750,    -1.105034,    -0.001478
  1617.800,    -1.323405,    -0.000287
  1617.850,    -1.516983,    -0.001906
  1617.900,    -1.693878,    -0.002012
  1617.950,    -1.847586,    -0.002162
  1618.000,    -1.999879,    -0.002926
  1618.050,    -2.151960,    -0.001666
  1618.100,    -2.303058,    -0.002156
  1618.150,    -2.454211,    -0.002627
  1618.200,    -2.616122,     0.000078
  1618.250,    -2.779657,    -0.001088
  1618.300,    -2.952154,    -0.001626
  1618.350,    -3.121745,    -0.001491
  1618.400,    -3.284210,    -0.001323
  1618.450,    -3.440155,     0.000985
