Time_abs/ps, Signal 1/nA, Signal 2/nA
  1610.000,    -0.004367,     0.000647
  1610.050,    -0.001929,    -0.000718
  1610.100,     0.002171,     0.000311
  1610.150,     0.004926,     0.000411
  1610.200,    -0.000800,    -0.000652
  1610.250,    -0.002765,    -0.000200
  1610.300,     0.003631,     0.000447
  1610.350,    -0.003901,    -0.000084
  1610.400,     0.001563,     0.001833
  1610.450,    -0.002020,     0.000269
  1610.500,    -0.016655,     0.003160
  1610.550,    -0.025211,     0.002447
  1610.600,    -0.031294,     0.003365
  1610.650,    -0.046534,     0.002642
  1610.700,    -0.051227,     0.002077
  1610.750,    -0.063457,     0.000477
  1610.800,    -0.070580,    -0.000709
  1610.850,    -0.069076,     0.000651
  1610.900,    -0.070265,    -0.000575
  1610.950,    -0.070651,    -0.003016
  1611.000,    -0.068171,    -0.001284
  1611.050,    -0.069030,    -0.000854
  1611.100,    -0.067515,    -0.001161
  1611.150,    -0.074118,     0.000699
  1611.200,    -0.072581,    -0.000000
  1611.250,    -0.074321,     0.001717
  1611.300,    -0.081902,     0.002893
  1611.350,    -0.088704,     0.001798
  1611.400,    -0.093770,     0.003593
  1611.450,    -0.102438,     0.004211
  1611.500,    -0.105805,     0.002932
  1611.550,    -0.108925,     0.001868
  1611.600,    -0.113897,     0.000887
  1611.650,    -0.112701,    -0.001054
  1611.700,    -0.123603,     0.000738
  1611.750,    -0.118664,    -0.000682
  1611.800,    -0.124994,    -0.003220
  1611.850,    -0.125464,    -0.001614
  1611.900,    -0.128496,    -0.002915
  1611.950,    -0.124740,    -0.001472
  1612.000,    -0.133636,     0.000898
  1612.050,    -0.138572,    -0.000709
  1612.100,    -0.136492,     0.000368
  1612.150,    -0.138677,     0.000008
  1612.200,    -0.141351,     0.001246
  1612.250,    -0.145003,     0.002685
  1612.300,    -0.137658,     0.002847
  1612.350,    -0.142146,     0.002976
  1612.400,    -0.143257,     0.002763
  1612.450,    -0.143737,     0.002401
  1612.500,    -0.142948,     0.002896
  1612.550,    -0.141333,     0.001918
  1612.600,    -0.141871,     0.003037
  1612.650,    -0.139252,     0.000337
  1612.700,    -0.141926,    -0.001467
  1612.750,    -0.132329,    -0.000043
  1612.800,    -0.132660,    -0.001782
  1612.850,    -0.127306,    -0.001237
  1612.900,    -0.113949,    -0.000391
  1612.950,    -0.107421,    -0.001623
  1613.000,    -0.099923,    -0.002534
  1613.050,    -0.088030,    -0.001375
  1613.100,    -0.075733,    -0.000129
  1613.150,    -0.069596,     0.000761
  1613.200,    -0.050837,     0.000469
  1613.250,    -0.037180,     0.001666
  1613.300,    -0.020080,     0.002737
  1613.350,     0.009195,     0.002226
  1613.400,     0.032922,     0.003159
  1613.450,     0.059378,     0.002629
  1613.500,     0.091446,     0.003360
  1613.550,     0.122988,     0.001281
  1613.600,     0.157294,     0.001579
  1613.650,     0.179039,     0.000680
  1613.700,     0.189992,    -0.000928
  1613.750,     0.169713,    -0.001200
  1613.800,     0.113640,    -0.000452
  1613.850,    -0.007386,    -0.000647
  1613.900,    -0.184473,    -0.000247
  1613.950,    -0.421526,    -0.000464
  1614.000,    -0.699401,    -0.001682
  1614.050,    -0.982859,    -0.003235
  1614.100,    -1.234571,    -0.002594
  1614.150,    -1.397115,    -0.000557
  1614.200,    -1.429607,     0.000139
  1614.250,    -1.335896,     0.001661
  1614.300,    -1.143662,     0.000577
  1614.350,    -0.904085,     0.002868
  1614.400,    -0.663093,     0.002659
  1614.450,    -0.430076,     0.002209
  1614.500,    -0.228100,     0.002797
  1614.550,    -0.066872,     0.003683
  1614.600,     0.047552,     0.002964
  1614.650,     0.095039,     0.003180
