Time_abs/ps, Signal 1/nA, Signal 2/nA
  1610.000,    -0.003532,     0.000787
  1610.050,     0.002057,     0.000286
  1610.100,    -0.000587,     0.001207
  1610.150,     0.000722,    -0.000941
  1610.200,     0.001341,    -0.001338
  1610.250,    -0.002530,    -0.000823
  1610.300,     0.001147,    -0.002382
  1610.350,    -0.006185,    -0.004547
  1610.400,    -0.002288,    -0.003211
  1610.450,    -0.002805,    -0.003885
  1610.500,    -0.002847,    -0.002464
  1610.550,    -0.007965,    -0.002379
  1610.600,    -0.010216,    -0.002377
  1610.650,    -0.009249,    -0.000389
  1610.700,    -0.019210,    -0.000417
  1610.750,    -0.023338,     0.000518
  1610.800,    -0.036600,     0.000888
  1610.850,    -0.039959,     0.000503
  1610.900,    -0.044524,     0.000088
  1610.950,    -0.051477,     0.001462
  1611.000,    -0.051738,    -0.001219
  1611.050,    -0.048653,    -0.001391
  1611.100,    -0.052332,    -0.002522
  1611.150,    -0.056205,    -0.002530
  1611.200,    -0.058847,    -0.003351
  1611.250,    -0.059960,    -0.002989
  1611.300,    -0.065492,    -0.002659
  1611.350,    -0.066971,    -0.002534
  1611.400,    -0.074637,    -0.003466
  1611.450,    -0.078388,    -0.000518
  1611.500,    -0.081005,     0.000138
  1611.550,    -0.083087,    -0.000005
  1611.600,    -0.089454,     0.000812
  1611.650,    -0.086822,     0.000514
  1611.700,    -0.091868,     0.000353
  1611.750,    -0.091140,     0.001637
  1611.800,    -0.093711,     0.000793
  1611.850,    -0.095994,     0.002058
  1611.900,    -0.095077,     0.001649
  1611.950,    -0.099536,    -0.002499
  1612.000,    -0.098948,    -0.002273
  1612.050,    -0.097393,    -0.003837
  1612.100,    -0.102969,    -0.002972
  1612.150,    -0.107851,    -0.001641
  1612.200,    -0.107802,    -0.004443
  1612.250,    -0.110835,    -0.002503
  1612.300,    -0.120496,    -0.002183
  1612.350,    -0.108687,    -0.002495
  1612.400,    -0.110148,    -0.002181
  1612.450,    -0.109562,    -0.000601
  1612.500,    -0.107133,     0.000219
  1612.550,    -0.105622,    -0.000122
  1612.600,    -0.109961,     0.000907
  1612.650,    -0.102396,     0.000801
  1612.700,    -0.105945,     0.001128
  1612.750,    -0.098468,     0.000786
  1612.800,    -0.099331,     0.000100
  1612.850,    -0.096275,     0.000363
  1612.900,    -0.098258,    -0.001943
  1612.950,    -0.089704,    -0.001080
  1613.000,    -0.086496,    -0.002092
  1613.050,    -0.078243,    -0.001110
  1613.100,    -0.076437,    -0.001214
  1613.150,    -0.072262,    -0.002330
  1613.200,    -0.061958,    -0.002677
  1613.250,    -0.053860,    -0.001429
  1613.300,    -0.040650,    -0.002165
  1613.350,    -0.028757,    -0.001374
  1613.400,    -0.006743,    -0.001253
  1613.450,     0.008646,    -0.001686
  1613.500,     0.036058,    -0.000285
  1613.550,     0.057496,     0.000679
  1613.600,     0.086195,    -0.000262
  1613.650,     0.124070,    -0.000056
  1613.700,     0.145647,     0.000078
  1613.750,     0.166897,     0.000694
  1613.800,     0.171455,    -0.000419
  1613.850,     0.160634,    -0.000293
  1613.900,     0.100481,    -0.000339
  1613.950,    -0.002545,    -0.003221
  1614.000,    -0.171480,    -0.001636
  1614.050,    -0.392944,    -0.003053
  1614.100,    -0.652851,    -0.003439
  1614.150,    -0.925202,    -0.002539
  1614.200,    -1.165425,    -0.004431
  1614.250,    -1.309784,    -0.002615
  1614.300,    -1.340027,    -0.002267
  1614.350,    -1.245525,    -0.002537
  1614.400,    -1.056902,    -0.002289
  1614.450,    -0.818729,    -0.002225
  1614.500,    -0.566886,    -0.001053
  1614.550,    -0.330859,     0.000059
  1614.600,    -0.134138,    -0.000596
  1614.650,     0.028242,    -0.001253
  1614.700,     0.133626,     0.000253
  1614.750,     0.184083,     0.000041
  1614.800,     0.188002,     0.001382
  1614.850,     0.156901,     0.000926
  1614.900,     0.116432,    -0.000041
  1614.950,     0.059276,    -0.000435
  1615.000,    -0.000897,     0.000103
  1615.050,    -0.061493,    -0.001562
