Time_abs/ps, Signal 1/nA, Ref.signal 1/nA, Signal 2/nA, Ref.signal 2/nA
  1600.000,     0.012174,     0.007615,     0.001828,
  1600.050,     0.008086,    -0.004646,     0.004717,
  1600.100,    -0.014741,     0.011497,    -0.001306,
  1600.150,     0.005134,    -0.005388,    -0.000679,
  1600.200,    -0.010653,    -0.009079,    -0.004560,
  1600.250,    -0.024272,    -0.022884,    -0.001560,
  1600.300,    -0.018927,    -0.011605,    -0.001519,
  1600.350,    -0.017302,     0.000561,    -0.001891,
  1600.400,    -0.017745,     0.010459,    -0.001930,
  1600.450,    -0.012056,     0.008771,     0.004167,
  1600.500,    -0.014725,    -0.000034,    -0.002560,
  1600.550,    -0.006557,    -0.009125,     0.006799,
  1600.600,    -0.005951,    -0.021215,     0.005400,
  1600.650,    -0.023973,    -0.028924,     0.006345,
  1600.700,    -0.005516,    -0.024922,     0.005428,
  1600.750,     0.005914,    -0.033412,     0.004419,
  1600.800,    -0.002047,    -0.027306,     0.006410,
  1600.850,    -0.004598,    -0.001638,     0.014271,
  1600.900,    -0.000453,    -0.017430,     0.011953,
  1600.950,    -0.012378,    -0.006954,     0.013725,
  1601.000,    -0.004536,    -0.025601,     0.008611,
  1601.050,    -0.026099,    -0.025349,     0.015417,
  1601.100,    -0.021633,    -0.009534,     0.005468,
  1601.150,    -0.035018,    -0.028449,     0.005411,
  1601.200,    -0.044842,    -0.018410,     0.002718,
  1601.250,    -0.035752,    -0.022588,     0.000258,
  1601.300,    -0.021814,    -0.037640,    -0.002393,
  1601.350,    -0.050577,    -0.024145,     0.000895,
  1601.400,    -0.043056,    -0.019708,    -0.001744,
  1601.450,    -0.042193,    -0.036830,     0.000784,
  1601.500,    -0.042997,    -0.020360,    -0.001946,
  1601.550,    -0.045265,    -0.021295,     0.004247,
  1601.600,    -0.024463,    -0.019094,    -0.007525,
  1601.650,    -0.003949,    -0.038961,    -0.000445,
  1601.700,    -0.024654,    -0.039712,     0.002102,
  1601.750,    -0.007389,    -0.046448,     0.004713,
  1601.800,     0.012709,    -0.049859,     0.003158,
  1601.850,     0.027926,    -0.056273,     0.007762,
  1601.900,     0.007618,    -0.066449,     0.010226,
  1601.950,     0.018950,    -0.072077,     0.012076,
  1602.000,     0.009094,    -0.063971,     0.013487,
  1602.050,     0.035291,    -0.049452,     0.013678,
  1602.100,     0.024011,    -0.059367,     0.012917,
  1602.150,     0.028693,    -0.063293,     0.007657,
  1602.200,     0.008644,    -0.057947,     0.014418,
  1602.250,     0.024337,    -0.047525,     0.007091,
  1602.300,     0.005704,    -0.066134,     0.007228,
  1602.350,     0.020187,    -0.074133,     0.006465,
  1602.400,    -0.000822,    -0.077379,     0.006732,
  1602.450,     0.006104,    -0.060169,    -0.003485,
  1602.500,    -0.013558,    -0.080268,    -0.005032,
  1602.550,    -0.003540,    -0.067907,    -0.004887,
  1602.600,    -0.011047,    -0.099132,    -0.008831,
  1602.650,    -0.015718,    -0.079462,    -0.003395,
  1602.700,    -0.019315,    -0.061615,    -0.007826,
  1602.750,    -0.011436,    -0.055587,     0.000544,
  1602.800,    -0.037398,    -0.049285,    -0.006851,
  1602.850,    -0.012587,    -0.061351,    -0.002793,
  1602.900,    -0.010296,    -0.051576,    -0.001650,
  1602.950,    -0.020235,    -0.030425,     0.000865,
  1603.000,    -0.022258,    -0.045516,    -0.000005,
  1603.050,    -0.026002,    -0.046597,     0.002069,
  1603.100,    -0.004291,    -0.041525,     0.011476,
  1603.150,    -0.008157,    -0.058770,     0.002117,
  1603.200,    -0.031205,    -0.067038,     0.007867,
  1603.250,    -0.000845,    -0.060943,     0.011510,
  1603.300,    -0.006926,    -0.046130,     0.010440,
  1603.350,     0.002172,    -0.044856,     0.013825,
  1603.400,     0.003902,    -0.048941,     0.011322,
  1603.450,    -0.005275,    -0.057768,     0.012837,
  1603.500,    -0.017991,    -0.061647,     0.012446,
  1603.550,    -0.007465,    -0.072860,     0.017249,
  1603.600,     0.000055,    -0.050958,     0.011667,
  1603.650,    -0.024181,    -0.058043,     0.009625,
  1603.700,    -0.025385,    -0.046480,     0.008487,
  1603.750,    -0.029783,    -0.039911,     0.005010,
  1603.800,    -0.026069,    -0.055079,     0.001156,
  1603.850,    -0.027373,    -0.055890,     0.007860,
  1603.900,    -0.024776,    -0.060794,    -0.000860,
  1603.950,    -0.004014,    -0.056321,    -0.001617,
  1604.000,    -0.026902,    -0.053461,    -0.001866,
  1604.050,    -0.014578,    -0.061511,    -0.004356,
  1604.100,    -0.038230,    -0.073083,     0.000231,
  1604.150,    -0.038481,    -0.058812,     0.004650,
  1604.200,    -0.039425,    -0.056921,    -0.006089,
  1604.250,    -0.041234,    -0.052816,    -0.004810,
  1604.300,    -0.020540,    -0.051204,    -0.001891,
  1604.350,    -0.017872,    -0.050098,    -0.000859,
  1604.400,    -0.024317,    -0.051308,    -0.002133,
  1604.450,    -0.019118,    -0.055452,    -0.001952,
  1604.500,    -0.021493,    -0.068069,     0.000591,
  1604.550,    -0.026926,    -0.050001,     0.005299,
  1604.600,    -0.005708,    -0.060544,     0.005263,
  1604.650,     0.005317,    -0.066102,     0.006516,
  1604.700,     0.002082,    -0.067510,     0.012686,
  1604.750,    -0.014929,    -0.069713,     0.013742,
  1604.800,    -0.015562,    -0.075049,     0.012184,
  1604.850,    -0.012000,    -0.068252,     0.018797,
  1604.900,     0.003483,    -0.068048,     0.012897,
  1604.950,     0.001577,    -0.057182,     0.007287,
  1605.000,     0.006646,    -0.074073,     0.006285,
  1605.050,     0.000695,    -0.073767,     0.009031,
  1605.100,     0.008954,    -0.058804,     0.008540,
  1605.150,    -0.007899,    -0.074817,     0.003877,
  1605.200,    -0.005326,    -0.054424,     0.005646,
  1605.250,    -0.004443,    -0.059604,    -0.000906,
  1605.300,    -0.015443,    -0.073760,    -0.001365,
  1605.350,    -0.008049,    -0.080658,     0.003055,
  1605.400,     0.000616,    -0.064059,     0.000292,
  1605.450,    -0.010089,    -0.066206,    -0.002252,
  1605.500,    -0.009128,    -0.061892,     0.000451,
  1605.550,    -0.001686,    -0.056416,    -0.002189,
  1605.600,    -0.020518,    -0.060449,    -0.005415,
  1605.650,    -0.007252,    -0.062375,    -0.004560,
  1605.700,    -0.032175,    -0.064690,    -0.001666,
  1605.750,    -0.026018,    -0.067201,    -0.003455,
  1605.800,    -0.018623,    -0.053317,    -0.004888,
  1605.850,    -0.022270,    -0.075328,    -0.002922,
  1605.900,    -0.032091,    -0.081720,     0.001930,
  1605.950,    -0.019830,    -0.084957,     0.008195,
  1606.000,    -0.028425,    -0.063255,     0.002007,
  1606.050,    -0.024046,    -0.061329,    -0.000332,
  1606.100,    -0.008596,    -0.043735,     0.007096,
  1606.150,     0.014416,    -0.050841,     0.003045,
  1606.200,     0.000534,    -0.062682,     0.006310,
  1606.250,    -0.009068,    -0.048538,     0.008933,
  1606.300,     0.000132,    -0.051206,     0.009262,
