Time_abs/ps, Signal 1/nA, Ref.signal 1/nA, Signal 2/nA, Ref.signal 2/nA
  1600.000,     0.018127,     0.007615,    -0.003977,
  1600.050,     0.002816,    -0.004646,     0.000207,
  1600.100,    -0.008943,     0.011497,    -0.002139,
  1600.150,    -0.009067,    -0.005388,     0.006864,
  1600.200,    -0.002933,    -0.009079,    -0.000955,
  1600.250,    -0.022489,    -0.022884,     0.006206,
  1600.300,    -0.003041,    -0.011605,    -0.001557,
  1600.350,    -0.025253,     0.000561,     0.002249,
  1600.400,     0.003708,     0.010459,     0.006461,
  1600.450,    -0.027785,     0.008771,     0.000329,
  1600.500,    -0.037394,    -0.000034,     0.007607,
  1600.550,    -0.036343,    -0.009125,     0.002471,
  1600.600,    -0.034504,    -0.021215,     0.000828,
  1600.650,    -0.023703,    -0.028924,     0.000499,
  1600.700,    -0.002021,    -0.024922,     0.003861,
  1600.750,    -0.032890,    -0.033412,     0.004715,
  1600.800,    -0.001393,    -0.027306,    -0.002386,
  1600.850,    -0.042030,    -0.001638,    -0.003253,
  1600.900,    -0.045289,    -0.017430,     0.001374,
  1600.950,    -0.062656,    -0.006954,    -0.003315,
  1601.000,    -0.031596,    -0.025601,     0.004018,
  1601.050,    -0.034219,    -0.025349,    -0.004247,
  1601.100,    -0.037446,    -0.009534,     0.003537,
  1601.150,    -0.041600,    -0.028449,     0.008871,
  1601.200,    -0.050023,    -0.018410,     0.002236,
  1601.250,    -0.055555,    -0.022588,    -0.002697,
  1601.300,    -0.058365,    -0.037640,     0.005419,
  1601.350,    -0.053323,    -0.024145,     0.008380,
  1601.400,    -0.066406,    -0.019708,     0.007749,
  1601.450,    -0.056400,    -0.036830,     0.003816,
  1601.500,    -0.064501,    -0.020360,    -0.003092,
  1601.550,    -0.047036,    -0.021295,    -0.002384,
  1601.600,    -0.056878,    -0.019094,    -0.003191,
  1601.650,    -0.043366,    -0.038961,     0.003293,
  1601.700,    -0.056587,    -0.039712,    -0.002503,
  1601.750,    -0.066543,    -0.046448,     0.005270,
  1601.800,    -0.069399,    -0.049859,    -0.005944,
  1601.850,    -0.076341,    -0.056273,     0.001761,
