Time_abs/ps, Signal 1/nA, Ref.signal 1/nA, Signal 2/nA, Ref.signal 2/nA
  1600.000,     0.008499,     0.007615,    -0.000641,
  1600.050,     0.007504,    -0.004646,    -0.001816,
  1600.100,    -0.014245,     0.011497,    -0.002538,
  1600.150,    -0.006271,    -0.005388,     0.001965,
  1600.200,     0.004514,    -0.009079,     0.003030,
  1600.250,    -0.003323,    -0.022884,     0.004324,
  1600.300,    -0.002989,    -0.011605,     0.005212,
  1600.350,    -0.010840,     0.000561,    -0.000991,
  1600.400,    -0.003614,     0.010459,    -0.000872,
  1600.450,    -0.004459,     0.008771,    -0.000229,
  1600.500,    -0.008872,    -0.000034,    -0.001996,
  1600.550,    -0.019919,    -0.009125,    -0.002655,
  1600.600,    -0.006264,    -0.021215,     0.000279,
  1600.650,    -0.022427,    -0.028924,    -0.008632,
  1600.700,    -0.018148,    -0.024922,    -0.006695,
  1600.750,    -0.024144,    -0.033412,    -0.000832,
  1600.800,    -0.036566,    -0.027306,     0.001397,
  1600.850,    -0.029648,    -0.001638,    -0.007699,
  1600.900,    -0.021618,    -0.017430,    -0.002845,
  1600.950,    -0.010155,    -0.006954,    -0.001296,
  1601.000,    -0.017156,    -0.025601,    -0.001164,
  1601.050,    -0.011181,    -0.025349,    -0.003839,
  1601.100,    -0.005380,    -0.009534,    -0.004397,
  1601.150,    -0.003229,    -0.028449,    -0.008250,
  1601.200,    -0.025579,    -0.018410,    -0.002348,
  1601.250,     0.001328,    -0.022588,     0.000059,
  1601.300,    -0.033627,    -0.037640,    -0.003459,
  1601.350,    -0.012844,    -0.024145,     0.003494,
  1601.400,    -0.017108,    -0.019708,     0.000081,
  1601.450,    -0.016381,    -0.036830,     0.002333,
  1601.500,    -0.012365,    -0.020360,     0.000206,
  1601.550,    -0.030519,    -0.021295,     0.002999,
  1601.600,    -0.014655,    -0.019094,    -0.004375,
  1601.650,    -0.011610,    -0.038961,     0.003852,
  1601.700,    -0.013468,    -0.039712,     0.003637,
  1601.750,    -0.003162,    -0.046448,     0.004783,
  1601.800,    -0.030529,    -0.049859,    -0.000594,
  1601.850,    -0.005655,    -0.056273,    -0.003305,
  1601.900,    -0.011049,    -0.066449,     0.001670,
