Time_abs/ps, Signal 1/nA, Ref.signal 1/nA, Signal 2/nA, Ref.signal 2/nA
  1600.000,     0.002107,     0.007615,    -0.003071,
  1600.050,    -0.021092,    -0.004646,     0.002448,
  1600.100,     0.012593,     0.011497,    -0.002650,
  1600.150,     0.000602,    -0.005388,     0.000637,
  1600.200,     0.005790,    -0.009079,     0.002636,
  1600.250,     0.016514,    -0.022884,     0.002447,
  1600.300,     0.009812,    -0.011605,     0.003823,
  1600.350,     0.020016,     0.000561,     0.005430,
  1600.400,     0.023948,     0.010459,     0.005234,
  1600.450,     0.004530,     0.008771,     0.005784,
  1600.500,     0.026188,    -0.000034,     0.004155,
  1600.550,    -0.010171,    -0.009125,     0.006490,
  1600.600,     0.001610,    -0.021215,    -0.002727,
  1600.650,    -0.006661,    -0.028924,     0.003536,
  1600.700,     0.011720,    -0.024922,    -0.001667,
  1600.750,    -0.003575,    -0.033412,    -0.003148,
  1600.800,     0.000138,    -0.027306,    -0.003156,
  1600.850,    -0.004236,    -0.001638,    -0.007437,
  1600.900,     0.009088,    -0.017430,    -0.001633,
  1600.950,     0.013250,    -0.006954,    -0.001063,
  1601.000,    -0.012192,    -0.025601,    -0.002661,
  1601.050,    -0.010935,    -0.025349,     0.002755,
  1601.100,     0.002894,    -0.009534,     0.000152,
  1601.150,     0.002335,    -0.028449,    -0.005236,
  1601.200,     0.005133,    -0.018410,    -0.001412,
  1601.250,    -0.001551,    -0.022588,     0.004557,
  1601.300,    -0.022041,    -0.037640,     0.012341,
  1601.350,    -0.013753,    -0.024145,     0.011374,
  1601.400,    -0.002400,    -0.019708,     0.014183,
  1601.450,    -0.012364,    -0.036830,     0.012667,
  1601.500,    -0.022825,    -0.020360,     0.006808,
  1601.550,    -0.010062,    -0.021295,     0.011905,
  1601.600,    -0.009679,    -0.019094,     0.006797,
  1601.650,    -0.012634,    -0.038961,    -0.004683,
  1601.700,    -0.016900,    -0.039712,    -0.001002,
  1601.750,     0.000443,    -0.046448,     0.005369,
  1601.800,    -0.034860,    -0.049859,    -0.002136,
  1601.850,    -0.028636,    -0.056273,    -0.006298,
  1601.900,    -0.028463,    -0.066449,     0.006201,
  1601.950,    -0.020963,    -0.072077,    -0.002493,
  1602.000,    -0.015465,    -0.063971,    -0.004981,
  1602.050,    -0.032780,    -0.049452,    -0.003278,
  1602.100,    -0.021930,    -0.059367,     0.000382,
  1602.150,    -0.014481,    -0.063293,    -0.002488,
  1602.200,    -0.028088,    -0.057947,     0.007195,
  1602.250,     0.005129,    -0.047525,     0.004199,
  1602.300,    -0.015914,    -0.066134,     0.000805,
  1602.350,    -0.001967,    -0.074133,     0.005580,
  1602.400,    -0.027071,    -0.077379,     0.004731,
  1602.450,    -0.008471,    -0.060169,     0.002440,
  1602.500,    -0.004539,    -0.080268,     0.007424,
  1602.550,    -0.016450,    -0.067907,     0.003940,
  1602.600,    -0.009116,    -0.099132,     0.002546,
  1602.650,    -0.021060,    -0.079462,     0.005964,
  1602.700,     0.000768,    -0.061615,    -0.000079,
  1602.750,     0.007616,    -0.055587,     0.003954,
  1602.800,    -0.018849,    -0.049285,     0.000355,
  1602.850,    -0.015581,    -0.061351,    -0.001611,
  1602.900,    -0.014817,    -0.051576,    -0.004248,
  1602.950,     0.007342,    -0.030425,     0.002689,
  1603.000,    -0.013954,    -0.045516,     0.001009,
  1603.050,    -0.032092,    -0.046597,    -0.005147,
  1603.100,    -0.026270,    -0.041525,    -0.005269,
  1603.150,    -0.014599,    -0.058770,    -0.002789,
  1603.200,     0.000255,    -0.067038,    -0.002798,
  1603.250,    -0.016809,    -0.060943,    -0.002136,
  1603.300,    -0.007889,    -0.046130,    -0.006291,
  1603.350,    -0.011979,    -0.044856,    -0.005585,
  1603.400,    -0.005285,    -0.048941,     0.007162,
  1603.450,    -0.016061,    -0.057768,     0.001652,
  1603.500,    -0.015147,    -0.061647,     0.005710,
  1603.550,     0.007170,    -0.072860,     0.001662,
  1603.600,     0.011596,    -0.050958,     0.000213,
  1603.650,    -0.018590,    -0.058043,     0.004934,
  1603.700,    -0.002777,    -0.046480,     0.006319,
  1603.750,    -0.009915,    -0.039911,     0.005393,
  1603.800,     0.007885,    -0.055079,     0.006927,
  1603.850,    -0.000848,    -0.055890,     0.005243,
  1603.900,    -0.003275,    -0.060794,     0.005523,
  1603.950,     0.001396,    -0.056321,     0.006145,
  1604.000,    -0.018296,    -0.053461,     0.006450,
  1604.050,    -0.013292,    -0.061511,     0.003421,
  1604.100,    -0.013689,    -0.073083,     0.000754,
  1604.150,    -0.026157,    -0.058812,    -0.002077,
  1604.200,    -0.012193,    -0.056921,    -0.003533,
  1604.250,    -0.007898,    -0.052816,    -0.007456,
  1604.300,    -0.008641,    -0.051204,    -0.004535,
  1604.350,    -0.011007,    -0.050098,    -0.007669,
  1604.400,    -0.020971,    -0.051308,    -0.001560,
  1604.450,    -0.010903,    -0.055452,    -0.001646,
  1604.500,    -0.013765,    -0.068069,    -0.007652,
  1604.550,    -0.030764,    -0.050001,    -0.001676,
  1604.600,    -0.035777,    -0.060544,    -0.005296,
  1604.650,    -0.016629,    -0.066102,    -0.005356,
  1604.700,    -0.010663,    -0.067510,    -0.000357,
  1604.750,    -0.009137,    -0.069713,     0.000938,
  1604.800,    -0.003353,    -0.075049,     0.001695,
  1604.850,    -0.009156,    -0.068252,     0.003845,
  1604.900,    -0.004808,    -0.068048,    -0.000822,
  1604.950,    -0.006290,    -0.057182,     0.003511,
  1605.000,    -0.012508,    -0.074073,     0.005120,
  1605.050,    -0.002157,    -0.073767,     0.004398,
  1605.100,    -0.011076,    -0.058804,     0.006965,
  1605.150,    -0.025563,    -0.074817,     0.007354,
  1605.200,    -0.011616,    -0.054424,     0.004407,
  1605.250,    -0.014032,    -0.059604,     0.009405,
  1605.300,    -0.016422,    -0.073760,     0.005602,
  1605.350,    -0.022833,    -0.080658,     0.003587,
  1605.400,    -0.012572,    -0.064059,     0.002446,
  1605.450,    -0.007046,    -0.066206,     0.001181,
