Time_abs/ps, Signal 1/nA, Ref.signal 1/nA, Signal 2/nA, Ref.signal 2/nA
  1600.000,     0.006918,     0.007615,    -0.000459,
  1600.050,     0.001267,    -0.004646,    -0.003391,
  1600.100,    -0.000862,     0.011497,     0.001339,
  1600.150,    -0.009805,    -0.005388,     0.001190,
  1600.200,     0.002482,    -0.009079,     0.001322,
  1600.250,    -0.014769,    -0.022884,     0.003397,
  1600.300,     0.010690,    -0.011605,     0.003488,
  1600.350,    -0.013522,     0.000561,     0.003718,
  1600.400,     0.000634,     0.010459,     0.001742,
  1600.450,    -0.008955,     0.008771,     0.006740,
  1600.500,     0.002649,    -0.000034,     0.002962,
  1600.550,    -0.026246,    -0.009125,    -0.001058,
  1600.600,    -0.014525,    -0.021215,    -0.000090,
  1600.650,    -0.016239,    -0.028924,    -0.001197,
  1600.700,    -0.023639,    -0.024922,    -0.002892,
  1600.750,    -0.023340,    -0.033412,     0.001452,
  1600.800,    -0.013152,    -0.027306,    -0.000513,
  1600.850,    -0.008834,    -0.001638,    -0.001669,
  1600.900,    -0.014841,    -0.017430,    -0.003566,
  1600.950,    -0.025849,    -0.006954,     0.003984,
  1601.000,    -0.026454,    -0.025601,    -0.002094,
  1601.050,    -0.019160,    -0.025349,     0.009315,
  1601.100,    -0.027152,    -0.009534,     0.008623,
  1601.150,    -0.016296,    -0.028449,     0.000990,
  1601.200,    -0.026983,    -0.018410,     0.000183,
  1601.250,    -0.024086,    -0.022588,     0.001079,
  1601.300,    -0.039275,    -0.037640,     0.006395,
  1601.350,    -0.051015,    -0.024145,     0.008405,
  1601.400,    -0.038972,    -0.019708,     0.006098,
  1601.450,    -0.050994,    -0.036830,     0.006854,
  1601.500,    -0.033346,    -0.020360,     0.007797,
  1601.550,    -0.068936,    -0.021295,     0.005330,
  1601.600,    -0.050518,    -0.019094,     0.001104,
  1601.650,    -0.052647,    -0.038961,    -0.000409,
  1601.700,    -0.051160,    -0.039712,    -0.002044,
  1601.750,    -0.067386,    -0.046448,     0.002622,
  1601.800,    -0.062040,    -0.049859,     0.002849,
  1601.850,    -0.051824,    -0.056273,    -0.006581,
  1601.900,    -0.074281,    -0.066449,     0.002065,
  1601.950,    -0.080947,    -0.072077,     0.003200,
  1602.000,    -0.072553,    -0.063971,     0.002507,
  1602.050,    -0.093526,    -0.049452,    -0.000727,
  1602.100,    -0.085579,    -0.059367,     0.009323,
  1602.150,    -0.096192,    -0.063293,     0.002040,
  1602.200,    -0.100822,    -0.057947,     0.003197,
  1602.250,    -0.086315,    -0.047525,    -0.001173,
  1602.300,    -0.090725,    -0.066134,     0.002365,
  1602.350,    -0.087945,    -0.074133,    -0.001869,
  1602.400,    -0.083705,    -0.077379,    -0.002933,
  1602.450,    -0.077147,    -0.060169,     0.001977,
  1602.500,    -0.087159,    -0.080268,    -0.003674,
  1602.550,    -0.078632,    -0.067907,     0.000827,
  1602.600,    -0.070248,    -0.099132,     0.002846,
  1602.650,    -0.071829,    -0.079462,    -0.003286,
  1602.700,    -0.075137,    -0.061615,     0.003521,
  1602.750,    -0.077726,    -0.055587,     0.000523,
  1602.800,    -0.076178,    -0.049285,     0.000086,
  1602.850,    -0.079053,    -0.061351,     0.002669,
  1602.900,    -0.103587,    -0.051576,     0.003411,
  1602.950,    -0.068908,    -0.030425,    -0.000095,
  1603.000,    -0.055650,    -0.045516,     0.003805,
  1603.050,    -0.066501,    -0.046597,     0.001071,
  1603.100,    -0.077519,    -0.041525,    -0.000569,
  1603.150,    -0.094308,    -0.058770,     0.006118,
  1603.200,    -0.063102,    -0.067038,     0.004187,
  1603.250,    -0.066700,    -0.060943,     0.006349,
  1603.300,    -0.064774,    -0.046130,     0.007409,
  1603.350,    -0.069631,    -0.044856,     0.009017,
  1603.400,    -0.078024,    -0.048941,     0.003339,
  1603.450,    -0.066798,    -0.057768,     0.002555,
  1603.500,    -0.071064,    -0.061647,     0.001159,
  1603.550,    -0.084203,    -0.072860,     0.001605,
  1603.600,    -0.075064,    -0.050958,     0.003899,
  1603.650,    -0.085600,    -0.058043,    -0.002527,
  1603.700,    -0.087917,    -0.046480,     0.001329,
  1603.750,    -0.097844,    -0.039911,     0.002961,
  1603.800,    -0.079520,    -0.055079,    -0.000964,
  1603.850,    -0.084696,    -0.055890,    -0.003333,
  1603.900,    -0.078024,    -0.060794,     0.003584,
  1603.950,    -0.067774,    -0.056321,    -0.000740,
  1604.000,    -0.087014,    -0.053461,     0.001110,
  1604.050,    -0.061713,    -0.061511,    -0.002167,
  1604.100,    -0.077061,    -0.073083,     0.005454,
  1604.150,    -0.063471,    -0.058812,     0.002023,
  1604.200,    -0.081433,    -0.056921,     0.002999,
  1604.250,    -0.046131,    -0.052816,    -0.000024,
  1604.300,    -0.069385,    -0.051204,    -0.004324,
  1604.350,    -0.088338,    -0.050098,     0.001576,
  1604.400,    -0.095986,    -0.051308,     0.002563,
  1604.450,    -0.069043,    -0.055452,    -0.003301,
  1604.500,    -0.061118,    -0.068069,    -0.002817,
  1604.550,    -0.052987,    -0.050001,     0.006363,
  1604.600,    -0.078834,    -0.060544,     0.002232,
  1604.650,    -0.063235,    -0.066102,     0.004057,
  1604.700,    -0.054481,    -0.067510,    -0.000817,
  1604.750,    -0.059855,    -0.069713,    -0.000645,
  1604.800,    -0.056749,    -0.075049,     0.000069,
  1604.850,    -0.064938,    -0.068252,    -0.005882,
  1604.900,    -0.070484,    -0.068048,    -0.001861,
  1604.950,    -0.080183,    -0.057182,    -0.002317,
  1605.000,    -0.058873,    -0.074073,    -0.004011,
  1605.050,    -0.055200,    -0.073767,    -0.002507,
  1605.100,    -0.058823,    -0.058804,     0.001722,
  1605.150,    -0.065265,    -0.074817,     0.003269,
  1605.200,    -0.069444,    -0.054424,    -0.000622,
  1605.250,    -0.062831,    -0.059604,     0.000498,
  1605.300,    -0.049978,    -0.073760,     0.002479,
  1605.350,    -0.076800,    -0.080658,     0.001588,
  1605.400,    -0.059824,    -0.064059,     0.002022,
  1605.450,    -0.062754,    -0.066206,     0.002895,
  1605.500,    -0.069330,    -0.061892,     0.002268,
