Frequency/GHz, Amplitude rel. 1, Phase 1, Ref.Amplitude rel. 1, Ref.Phase 1, Amplitude rel. 2, Phase 2, Ref.Amplitude rel. 2, Ref.Phase 2
     0.0,  6.874252E-3,    -3.14159,  6.818399E-3,    -3.14159,  1.016386E-2,    -0.00000,          NaN,         NaN
     1.0,  1.384680E-2,    -2.98700,  1.373429E-2,    -2.98700,  2.066559E-2,     0.28920,          NaN,         NaN
     2.0,  1.414056E-2,    -2.83319,  1.402566E-2,    -2.83319,  2.164604E-2,     0.56719,          NaN,         NaN
     3.0,  1.462650E-2,    -2.68085,  1.450766E-2,    -2.68085,  2.318323E-2,     0.82650,          NaN,         NaN
     4.0,  1.529935E-2,    -2.53044,  1.517504E-2,    -2.53044,  2.516836E-2,     1.06449,          NaN,         NaN
     5.0,  1.615200E-2,    -2.38219,  1.602076E-2,    -2.38219,  2.749532E-2,     1.28213,          NaN,         NaN
     6.0,  1.717575E-2,    -2.23611,  1.703619E-2,    -2.23611,  3.007352E-2,     1.48213,          NaN,         NaN
     7.0,  1.836047E-2,    -2.09207,  1.821129E-2,    -2.09207,  3.283053E-2,     1.66766,          NaN,         NaN
     8.0,  1.969478E-2,    -1.94980,  1.953476E-2,    -1.94980,  3.570985E-2,     1.84167,          NaN,         NaN
     9.0,  2.116611E-2,    -1.80900,  2.099413E-2,    -1.80900,  3.866735E-2,     2.00665,          NaN,         NaN
    10.0,  2.276084E-2,    -1.66936,  2.257591E-2,    -1.66936,  4.166801E-2,     2.16465,          NaN,         NaN
    11.0,  2.446442E-2,    -1.53059,  2.426565E-2,    -1.53059,  4.468335E-2,     2.31731,          NaN,         NaN
    12.0,  2.626144E-2,    -1.39242,  2.604807E-2,    -1.39242,  4.768960E-2,     2.46591,          NaN,         NaN
    13.0,  2.813582E-2,    -1.25462,  2.790721E-2,    -1.25462,  5.066642E-2,     2.61150,          NaN,         NaN
    14.0,  3.007090E-2,    -1.11699,  2.982657E-2,    -1.11699,  5.359609E-2,     2.75491,          NaN,         NaN
    15.0,  3.204963E-2,    -0.97936,  3.178923E-2,    -0.97936,  5.646298E-2,     2.89682,          NaN,         NaN
    16.0,  3.405475E-2,    -0.84160,  3.377806E-2,    -0.84160,  5.925323E-2,     3.03776,          NaN,         NaN
    17.0,  3.606892E-2,    -0.70358,  3.577586E-2,    -0.70358,  6.195459E-2,     3.17819,          NaN,         NaN
    18.0,  3.807494E-2,    -0.56519,  3.776558E-2,    -0.56519,  6.455641E-2,     3.31850,          NaN,         NaN
    19.0,  4.005592E-2,    -0.42636,  3.973047E-2,    -0.42636,  6.704960E-2,     3.45900,          NaN,         NaN
    20.0,  4.199545E-2,    -0.28700,  4.165423E-2,    -0.28700,  6.942674E-2,     3.59996,          NaN,         NaN
    21.0,  4.387778E-2,    -0.14704,  4.352127E-2,    -0.14704,  7.168218E-2,     3.74161,          NaN,         NaN
    22.0,  4.568800E-2,    -0.00640,  4.531678E-2,    -0.00640,  7.381207E-2,     3.88413,          NaN,         NaN
    23.0,  4.741221E-2,     0.13498,  4.702698E-2,     0.13498,  7.581451E-2,     4.02771,          NaN,         NaN
    24.0,  4.903765E-2,     0.27717,  4.863921E-2,     0.27717,  7.768959E-2,     4.17249,          NaN,         NaN
